Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Belgium,BEL,1950,24.29728
Belgium,BEL,1951,33.15414
Belgium,BEL,1952,30.28677
Belgium,BEL,1953,27.13304
Belgium,BEL,1954,26.69001
Belgium,BEL,1955,30.24888
Belgium,BEL,1956,32.44947
Belgium,BEL,1957,30.62494
Belgium,BEL,1958,29.33016
Belgium,BEL,1959,30.85273
Belgium,BEL,1960,32.30285
Belgium,BEL,1961,31.54802
Belgium,BEL,1962,32.52182
Belgium,BEL,1963,33.83096
Belgium,BEL,1964,34.86568
Belgium,BEL,1965,36.65151
Belgium,BEL,1966,36.614
Belgium,BEL,1967,35.15999
Belgium,BEL,1968,38.22448
Belgium,BEL,1969,42.55499
Belgium,BEL,1970,43.20208
Belgium,BEL,1971,42.39406
Belgium,BEL,1972,43.16197
Belgium,BEL,1973,46.72037
Belgium,BEL,1974,50.40801
Belgium,BEL,1975,43.60576
Belgium,BEL,1976,45.93899
Belgium,BEL,1977,45.04054
Belgium,BEL,1978,44.18944
Belgium,BEL,1979,48.48622
Belgium,BEL,1980,50.70571
Belgium,BEL,1981,52.81245
Belgium,BEL,1982,56.5415
Belgium,BEL,1983,59.22362
Belgium,BEL,1984,61.8227
Belgium,BEL,1985,62.00646
Belgium,BEL,1986,57.02241
Belgium,BEL,1987,55.25179
Belgium,BEL,1988,56.88334
Belgium,BEL,1989,60.37586
Belgium,BEL,1990,57.17673
Belgium,BEL,1991,57.60139
Belgium,BEL,1992,53.51253
Belgium,BEL,1993,53.709
Belgium,BEL,1994,59.25786
Belgium,BEL,1995,60.96124
Belgium,BEL,1996,62.10743
Belgium,BEL,1997,67.48374
Belgium,BEL,1998,68.48326
Belgium,BEL,1999,67.09007
Belgium,BEL,2000,78.43806
Belgium,BEL,2001,79.07448
Belgium,BEL,2002,82.47962
Belgium,BEL,2003,78.44775
Belgium,BEL,2004,83.01975
Belgium,BEL,2005,86.29564
Belgium,BEL,2006,89.49373
Belgium,BEL,2007,91.37286
Belgium,BEL,2008,91.26827
Belgium,BEL,2009,76.59539
Belgium,BEL,2010,82.38803
Belgium,BEL,2011,87.63789
Belgium,BEL,2012,86.66756
Belgium,BEL,2013,86.76746
Belgium,BEL,2014,86.17075
Bulgaria,BGR,1892,74.42036
Bulgaria,BGR,1899,60.33467
Bulgaria,BGR,1905,129.74974
Bulgaria,BGR,1911,111.60732
Bulgaria,BGR,1921,97.30567
Bulgaria,BGR,1924,139.67955
Bulgaria,BGR,1925,124.83999
Bulgaria,BGR,1926,114.65306
Bulgaria,BGR,1927,125.03773
Bulgaria,BGR,1928,111.26786
Bulgaria,BGR,1929,114.23215
Bulgaria,BGR,1930,126.34694
Bulgaria,BGR,1931,131.86667
Bulgaria,BGR,1932,86.74359
Bulgaria,BGR,1933,79.05555
Bulgaria,BGR,1934,72.42857
Bulgaria,BGR,1935,87.91892
Bulgaria,BGR,1936,97.75001
Bulgaria,BGR,1937,106.80851
Bulgaria,BGR,1938,109.37255
Bulgaria,BGR,1939,102.79661
Bulgaria,BGR,1940,104.76119
Bulgaria,BGR,1941,103.7528
Bulgaria,BGR,1942,110.13934
Bulgaria,BGR,1943,100.43828
Bulgaria,BGR,1944,45.428
Bulgaria,BGR,1948,29.93989
Bulgaria,BGR,1949,5.3059
Bulgaria,BGR,1950,2.16651
Bulgaria,BGR,1951,1.35508
Bulgaria,BGR,1952,23.20931
Bulgaria,BGR,1953,24.47496
Bulgaria,BGR,1954,28.26625
Bulgaria,BGR,1955,28.14908
Bulgaria,BGR,1956,36.14762
Bulgaria,BGR,1957,36.39232
Bulgaria,BGR,1958,24.48558
Bulgaria,BGR,1959,25.2833
Bulgaria,BGR,1960,28.95398
Bulgaria,BGR,1961,31.67385
Bulgaria,BGR,1962,24.15964
Bulgaria,BGR,1963,23.90635
Bulgaria,BGR,1964,24.54992
Bulgaria,BGR,1965,29.21134
Bulgaria,BGR,1966,28.55272
Bulgaria,BGR,1967,29.97385
Bulgaria,BGR,1968,30.74766
Bulgaria,BGR,1969,31.09834
Bulgaria,BGR,1970,30.25192
Bulgaria,BGR,1971,34.57883
Bulgaria,BGR,1972,34.48609
Bulgaria,BGR,1973,33.73776
Bulgaria,BGR,1974,32.28091
Bulgaria,BGR,1975,35.97441
Bulgaria,BGR,1976,39.20792
Bulgaria,BGR,1977,44.24693
Bulgaria,BGR,1978,46.13974
Bulgaria,BGR,1979,49.77799
Bulgaria,BGR,1980,37.95898
Bulgaria,BGR,1981,42.18906
Bulgaria,BGR,1982,47.04199
Bulgaria,BGR,1983,59.46837
Bulgaria,BGR,1984,63.81603
Bulgaria,BGR,1985,66.67417
Bulgaria,BGR,1986,56.10484
Bulgaria,BGR,1987,41.48883
Bulgaria,BGR,1988,53.50599
Bulgaria,BGR,1989,53.05817
Bulgaria,BGR,1990,43.29938
Bulgaria,BGR,1991,34.35814
Bulgaria,BGR,1992,34.29781
Bulgaria,BGR,1993,33.05721
Bulgaria,BGR,1994,41.29966
Bulgaria,BGR,1995,39.99587
Bulgaria,BGR,1996,47.28933
Bulgaria,BGR,1997,42.36663
Bulgaria,BGR,1998,29.01018
Bulgaria,BGR,1999,31.11972
Bulgaria,BGR,2000,39.05631
Bulgaria,BGR,2001,38.35827
Bulgaria,BGR,2002,35.3235
Bulgaria,BGR,2003,35.40691
Bulgaria,BGR,2004,37.904
Bulgaria,BGR,2005,39.34925
Bulgaria,BGR,2006,44.14296
Bulgaria,BGR,2007,41.49469
Bulgaria,BGR,2008,41.1474
Bulgaria,BGR,2009,31.61415
Bulgaria,BGR,2010,40.17087
Bulgaria,BGR,2011,48.61208
Bulgaria,BGR,2012,48.92409
Bulgaria,BGR,2013,52.30542
Bulgaria,BGR,2014,50.76921
Croatia,HRV,1995,20.69451
Croatia,HRV,1996,19.0559
Croatia,HRV,1997,18.18317
Croatia,HRV,1998,17.91642
Croatia,HRV,1999,18.07021
Croatia,HRV,2000,20.35246
Croatia,HRV,2001,20.03425
Croatia,HRV,2002,18.24351
Croatia,HRV,2003,17.85045
Croatia,HRV,2004,19.30067
Croatia,HRV,2005,19.31596
Croatia,HRV,2006,20.17974
Croatia,HRV,2007,20.57455
Croatia,HRV,2008,19.89261
Croatia,HRV,2009,16.55915
Croatia,HRV,2010,19.30442
Croatia,HRV,2011,21.48577
Croatia,HRV,2012,21.11558
Croatia,HRV,2013,20.42153
Croatia,HRV,2014,23.9433
Cyprus,CYP,1950,26.76421
Cyprus,CYP,1951,33.97961
Cyprus,CYP,1952,32.72285
Cyprus,CYP,1953,24.60565
Cyprus,CYP,1954,25.72685
Cyprus,CYP,1955,28.35227
Cyprus,CYP,1956,28.44539
Cyprus,CYP,1957,26.19591
Cyprus,CYP,1958,22.15346
Cyprus,CYP,1959,22.66593
Cyprus,CYP,1960,22.05631
Cyprus,CYP,1961,18.86072
Cyprus,CYP,1962,18.66309
Cyprus,CYP,1963,18.62592
Cyprus,CYP,1964,19.77514
Cyprus,CYP,1965,19.20668
Cyprus,CYP,1966,21.06154
Cyprus,CYP,1967,17.56949
Cyprus,CYP,1968,19.99091
Cyprus,CYP,1969,19.19893
Cyprus,CYP,1970,19.57858
Cyprus,CYP,1971,18.19746
Cyprus,CYP,1972,18.03683
Cyprus,CYP,1973,21.26645
Cyprus,CYP,1974,22.2147
Cyprus,CYP,1975,30.68793
Cyprus,CYP,1976,43.95996
Cyprus,CYP,1977,44.92852
Cyprus,CYP,1978,43.93706
Cyprus,CYP,1979,37.90329
Cyprus,CYP,1980,28.75685
Cyprus,CYP,1981,27.19319
Cyprus,CYP,1982,26.17755
Cyprus,CYP,1983,24.78324
Cyprus,CYP,1984,26.3712
Cyprus,CYP,1985,23.57047
Cyprus,CYP,1986,18.53978
Cyprus,CYP,1987,19.03122
Cyprus,CYP,1988,20.56633
Cyprus,CYP,1989,27.41583
Cyprus,CYP,1990,19.31357
Cyprus,CYP,1991,20.69051
Cyprus,CYP,1992,14.9843
Cyprus,CYP,1993,18.50505
Cyprus,CYP,1994,14.21445
Cyprus,CYP,1995,13.00379
Cyprus,CYP,1996,14.15257
Cyprus,CYP,1997,13.13299
Cyprus,CYP,1998,10.45528
Cyprus,CYP,1999,12.86611
Cyprus,CYP,2000,14.36214
Cyprus,CYP,2001,13.77465
Cyprus,CYP,2002,11.36734
Cyprus,CYP,2003,10.99568
Cyprus,CYP,2004,10.72057
Cyprus,CYP,2005,11.70666
Cyprus,CYP,2006,25.1941
Cyprus,CYP,2007,18.02265
Cyprus,CYP,2008,15.61746
Cyprus,CYP,2009,11.26698
Cyprus,CYP,2010,14.8728
Cyprus,CYP,2011,18.91822
Cyprus,CYP,2012,24.09385
Cyprus,CYP,2013,22.91239
Cyprus,CYP,2014,16.05626
Czechia,CZE,1992,35.32452
Czechia,CZE,1993,29.31743
Czechia,CZE,1994,30.1504
Czechia,CZE,1995,32.23562
Czechia,CZE,1996,33.17482
Czechia,CZE,1997,36.54057
Czechia,CZE,1998,39.80544
Czechia,CZE,1999,40.5419
Czechia,CZE,2000,47.0483
Czechia,CZE,2001,49.38121
Czechia,CZE,2002,46.61207
Czechia,CZE,2003,49.65184
Czechia,CZE,2004,56.42373
Czechia,CZE,2005,57.45804
Czechia,CZE,2006,61.2287
Czechia,CZE,2007,65.00964
Czechia,CZE,2008,62.60374
Czechia,CZE,2009,55.00516
Czechia,CZE,2010,63.90477
Czechia,CZE,2011,71.13886
Czechia,CZE,2012,75.29298
Czechia,CZE,2013,76.96501
Czechia,CZE,2014,83.70403
Denmark,DNK,1827,9.18919
Denmark,DNK,1828,7.10383
Denmark,DNK,1829,7.56757
Denmark,DNK,1830,8.76289
Denmark,DNK,1831,9.5
Denmark,DNK,1832,8.54271
Denmark,DNK,1833,8.51064
Denmark,DNK,1834,10.32609
Denmark,DNK,1835,9.59596
Denmark,DNK,1836,9.25926
Denmark,DNK,1837,11.11111
Denmark,DNK,1838,11.36364
Denmark,DNK,1839,12.66376
Denmark,DNK,1840,12.71187
Denmark,DNK,1841,11.96581
Denmark,DNK,1842,11.44068
Denmark,DNK,1843,12.13389
Denmark,DNK,1844,17.92829
Denmark,DNK,1845,16.35688
Denmark,DNK,1846,16.56051
Denmark,DNK,1847,18.06854
Denmark,DNK,1848,13.82637
Denmark,DNK,1849,13.86139
Denmark,DNK,1850,15.2381
Denmark,DNK,1851,14.73354
Denmark,DNK,1852,14.45087
Denmark,DNK,1853,14.98772
Denmark,DNK,1854,18.07512
Denmark,DNK,1855,18.55011
Denmark,DNK,1856,17.15481
Denmark,DNK,1857,13.41463
Denmark,DNK,1858,11.20879
Denmark,DNK,1859,13.27623
Denmark,DNK,1860,12.71552
Denmark,DNK,1861,12.4
Denmark,DNK,1862,12.39837
Denmark,DNK,1863,11.71717
Denmark,DNK,1864,9.90099
Denmark,DNK,1865,16
Denmark,DNK,1866,15.90525
Denmark,DNK,1867,14.35331
Denmark,DNK,1868,13.65031
Denmark,DNK,1869,13.57254
Denmark,DNK,1870,16.89088
Denmark,DNK,1871,16.49635
Denmark,DNK,1872,18.83656
Denmark,DNK,1873,17.92574
Denmark,DNK,1874,19.28307
Denmark,DNK,1875,18.81188
Denmark,DNK,1876,19.23077
Denmark,DNK,1877,18.62872
Denmark,DNK,1878,18.07388
Denmark,DNK,1879,18.57708
Denmark,DNK,1880,21.07143
Denmark,DNK,1881,19.3087
Denmark,DNK,1882,18.94118
Denmark,DNK,1883,19.23963
Denmark,DNK,1884,17.87843
Denmark,DNK,1885,16.21951
Denmark,DNK,1886,16.97192
Denmark,DNK,1887,18.62153
Denmark,DNK,1888,18.66825
Denmark,DNK,1889,19.39462
Denmark,DNK,1890,20.20725
Denmark,DNK,1891,20.73413
Denmark,DNK,1892,20.69652
Denmark,DNK,1893,19.8
Denmark,DNK,1894,22.42424
Denmark,DNK,1895,20.88547
Denmark,DNK,1896,20.67989
Denmark,DNK,1897,22.15132
Denmark,DNK,1898,20.65687
Denmark,DNK,1899,22.1857
Denmark,DNK,1900,21.33132
Denmark,DNK,1901,21.20991
Denmark,DNK,1902,22.77937
Denmark,DNK,1903,24.07661
Denmark,DNK,1904,24.27316
Denmark,DNK,1905,25.09628
Denmark,DNK,1906,24.21635
Denmark,DNK,1907,23.9793
Denmark,DNK,1908,24.81669
Denmark,DNK,1909,24.28884
Denmark,DNK,1910,25.23413
Denmark,DNK,1911,26.18235
Denmark,DNK,1912,27.65169
Denmark,DNK,1913,27.68361
Denmark,DNK,1914,30.84223
Denmark,DNK,1915,33.91064
Denmark,DNK,1916,31.24502
Denmark,DNK,1917,24.23183
Denmark,DNK,1918,14.89719
Denmark,DNK,1919,12.71259
Denmark,DNK,1920,21.51163
Denmark,DNK,1921,23.27885
Denmark,DNK,1922,21.75361
Denmark,DNK,1923,25.52239
Denmark,DNK,1924,30.09443
Denmark,DNK,1925,29.07525
Denmark,DNK,1926,25.42955
Denmark,DNK,1927,27.20948
Denmark,DNK,1928,28.34284
Denmark,DNK,1929,27.85247
Denmark,DNK,1930,26.71341
Denmark,DNK,1931,23.46806
Denmark,DNK,1932,21.24413
Denmark,DNK,1933,21.14057
Denmark,DNK,1934,19.7084
Denmark,DNK,1935,19.01254
Denmark,DNK,1936,19.83558
Denmark,DNK,1937,21.57961
Denmark,DNK,1938,20.42853
Denmark,DNK,1939,19.41676
Denmark,DNK,1940,17.59861
Denmark,DNK,1941,13.05681
Denmark,DNK,1942,9.56403
Denmark,DNK,1943,10.72115
Denmark,DNK,1944,9.82671
Denmark,DNK,1945,6.45714
Denmark,DNK,1946,10.93243
Denmark,DNK,1947,14.19018
Denmark,DNK,1948,15.25922
Denmark,DNK,1949,18.25672
Denmark,DNK,1950,20.94206
Denmark,DNK,1951,24.2783
Denmark,DNK,1952,23.11405
Denmark,DNK,1953,23.00208
Denmark,DNK,1954,23.8021
Denmark,DNK,1955,25.20504
Denmark,DNK,1956,24.79573
Denmark,DNK,1957,24.54041
Denmark,DNK,1958,25.59299
Denmark,DNK,1959,25.76511
Denmark,DNK,1960,23.7144
Denmark,DNK,1961,22.13059
Denmark,DNK,1962,21.18785
Denmark,DNK,1963,22.84081
Denmark,DNK,1964,22.20754
Denmark,DNK,1965,21.65954
Denmark,DNK,1966,20.90307
Denmark,DNK,1967,19.78343
Denmark,DNK,1968,19.94007
Denmark,DNK,1969,20.08297
Denmark,DNK,1970,19.86777
Denmark,DNK,1971,19.55719
Denmark,DNK,1972,19.19098
Denmark,DNK,1973,20.52064
Denmark,DNK,1974,22.75971
Denmark,DNK,1975,21.64807
Denmark,DNK,1976,20.52192
Denmark,DNK,1977,20.26359
Denmark,DNK,1978,19.71755
Denmark,DNK,1979,20.89993
Denmark,DNK,1980,23.95274
Denmark,DNK,1981,26.20836
Denmark,DNK,1982,25.69718
Denmark,DNK,1983,26.66943
Denmark,DNK,1984,27.14926
Denmark,DNK,1985,27.43432
Denmark,DNK,1986,24.09844
Denmark,DNK,1987,23.44351
Denmark,DNK,1988,23.8348
Denmark,DNK,1989,24.80068
Denmark,DNK,1990,24.6477
Denmark,DNK,1991,25.25364
Denmark,DNK,1992,26.94256
Denmark,DNK,1993,25.12302
Denmark,DNK,1994,25.50368
Denmark,DNK,1995,25.67195
Denmark,DNK,1996,25.11251
Denmark,DNK,1997,28.10642
Denmark,DNK,1998,27.06902
Denmark,DNK,1999,27.73317
Denmark,DNK,2000,30.92213
Denmark,DNK,2001,30.95034
Denmark,DNK,2002,31.36303
Denmark,DNK,2003,30.18556
Denmark,DNK,2004,30.25774
Denmark,DNK,2005,32.1184
Denmark,DNK,2006,32.72927
Denmark,DNK,2007,32.28165
Denmark,DNK,2008,33.21691
Denmark,DNK,2009,29.40987
Denmark,DNK,2010,29.32588
Denmark,DNK,2011,31.67262
Denmark,DNK,2012,31.79727
Denmark,DNK,2013,31.71597
Denmark,DNK,2014,31.22824
Estonia,EST,1995,47.68047
Estonia,EST,1996,46.98685
Estonia,EST,1997,57.86143
Estonia,EST,1998,57.75425
Estonia,EST,1999,54.79439
Estonia,EST,2000,84.57828
Estonia,EST,2001,70.03265
Estonia,EST,2002,59.30005
Estonia,EST,2003,57.17481
Estonia,EST,2004,59.00024
Estonia,EST,2005,57.1913
Estonia,EST,2006,57.18068
Estonia,EST,2007,49.5578
Estonia,EST,2008,51.55981
Estonia,EST,2009,46.12093
Estonia,EST,2010,54.68523
Estonia,EST,2011,66.92484
Estonia,EST,2012,65.84017
Estonia,EST,2013,62.61351
Estonia,EST,2014,61.46059
Finland,FIN,1860,8.70968
Finland,FIN,1861,9.70588
Finland,FIN,1862,10.30303
Finland,FIN,1863,11.47059
Finland,FIN,1864,11.17647
Finland,FIN,1865,11.71429
Finland,FIN,1866,9.19501
Finland,FIN,1867,14.18717
Finland,FIN,1868,13.84051
Finland,FIN,1869,13.63096
Finland,FIN,1870,11.95091
Finland,FIN,1871,11.64805
Finland,FIN,1872,12.03548
Finland,FIN,1873,16.16434
Finland,FIN,1874,18.66388
Finland,FIN,1875,17.07593
Finland,FIN,1876,18.27618
Finland,FIN,1877,20.112
Finland,FIN,1878,19.63269
Finland,FIN,1879,21.88704
Finland,FIN,1880,26.1863
Finland,FIN,1881,22.34801
Finland,FIN,1882,23.50453
Finland,FIN,1883,22.68109
Finland,FIN,1884,22.10722
Finland,FIN,1885,17.9706
Finland,FIN,1886,15.78944
Finland,FIN,1887,16.05551
Finland,FIN,1888,17.74204
Finland,FIN,1889,18.34591
Finland,FIN,1890,15.40499
Finland,FIN,1891,16.34921
Finland,FIN,1892,15.2459
Finland,FIN,1893,18.51613
Finland,FIN,1894,21.28125
Finland,FIN,1895,21.65151
Finland,FIN,1896,22.09722
Finland,FIN,1897,21.0875
Finland,FIN,1898,20.45454
Finland,FIN,1899,20.55556
Finland,FIN,1900,20.38144
Finland,FIN,1901,19.88298
Finland,FIN,1902,22.03022
Finland,FIN,1903,21.16139
Finland,FIN,1904,20.72952
Finland,FIN,1905,22.73321
Finland,FIN,1906,24.14776
Finland,FIN,1907,21.57415
Finland,FIN,1908,19.43824
Finland,FIN,1909,19.72597
Finland,FIN,1910,21.65978
Finland,FIN,1911,22.53135
Finland,FIN,1912,22.21553
Finland,FIN,1913,25.11119
Finland,FIN,1914,17.97427
Finland,FIN,1915,14.79422
Finland,FIN,1916,20.49111
Finland,FIN,1917,11.65981
Finland,FIN,1918,3.51039
Finland,FIN,1919,9.91389
Finland,FIN,1920,21.13952
Finland,FIN,1921,20.75709
Finland,FIN,1922,25.06673
Finland,FIN,1923,22.97605
Finland,FIN,1924,24.30319
Finland,FIN,1925,25.58623
Finland,FIN,1926,24.84879
Finland,FIN,1927,24.84785
Finland,FIN,1928,22.67613
Finland,FIN,1929,24.06332
Finland,FIN,1930,22.27258
Finland,FIN,1931,20.6717
Finland,FIN,1932,21.17008
Finland,FIN,1933,22.76707
Finland,FIN,1934,23.64523
Finland,FIN,1935,22.51972
Finland,FIN,1936,23.62876
Finland,FIN,1937,26.0015
Finland,FIN,1938,21.6491
Finland,FIN,1939,20.61498
Finland,FIN,1940,6.70163
Finland,FIN,1941,8.13748
Finland,FIN,1942,9.10486
Finland,FIN,1943,10.33571
Finland,FIN,1944,6.97396
Finland,FIN,1945,3.58068
Finland,FIN,1946,10.52535
Finland,FIN,1947,15.22833
Finland,FIN,1948,16.37307
Finland,FIN,1949,17.59198
Finland,FIN,1950,16.44872
Finland,FIN,1951,23.93889
Finland,FIN,1952,20.1384
Finland,FIN,1953,14.46914
Finland,FIN,1954,15.47149
Finland,FIN,1955,17.43711
Finland,FIN,1956,15.56666
Finland,FIN,1957,17.74348
Finland,FIN,1958,17.43324
Finland,FIN,1959,16.682
Finland,FIN,1960,18.91425
Finland,FIN,1961,17.78218
Finland,FIN,1962,17.39431
Finland,FIN,1963,16.68332
Finland,FIN,1964,16.60174
Finland,FIN,1965,16.59964
Finland,FIN,1966,16.34898
Finland,FIN,1967,16.36896
Finland,FIN,1968,18.52877
Finland,FIN,1969,19.7268
Finland,FIN,1970,20.29192
Finland,FIN,1971,18.80422
Finland,FIN,1972,19.97304
Finland,FIN,1973,19.65237
Finland,FIN,1974,22.22757
Finland,FIN,1975,18.63353
Finland,FIN,1976,19.97595
Finland,FIN,1977,22.87183
Finland,FIN,1978,23.61544
Finland,FIN,1979,25.11962
Finland,FIN,1980,26.37774
Finland,FIN,1981,29.01799
Finland,FIN,1982,26.87914
Finland,FIN,1983,26.83196
Finland,FIN,1984,26.81482
Finland,FIN,1985,27.06616
Finland,FIN,1986,23.74739
Finland,FIN,1987,22.80296
Finland,FIN,1988,21.59405
Finland,FIN,1989,20.72598
Finland,FIN,1990,19.64267
Finland,FIN,1991,19.22669
Finland,FIN,1992,23.27389
Finland,FIN,1993,27.49375
Finland,FIN,1994,30.90971
Finland,FIN,1995,29.80759
Finland,FIN,1996,29.84009
Finland,FIN,1997,30.9979
Finland,FIN,1998,31.43658
Finland,FIN,1999,31.32707
Finland,FIN,2000,36.53612
Finland,FIN,2001,33.46875
Finland,FIN,2002,32.12945
Finland,FIN,2003,31.11297
Finland,FIN,2004,31.54161
Finland,FIN,2005,33.88108
Finland,FIN,2006,36.17441
Finland,FIN,2007,36.00398
Finland,FIN,2008,34.86669
Finland,FIN,2009,26.2859
Finland,FIN,2010,28.75516
Finland,FIN,2011,30.16577
Finland,FIN,2012,29.49312
Finland,FIN,2013,28.54376
Finland,FIN,2014,28.34757
France,FRA,1827,5.76516
France,FRA,1828,4.86965
France,FRA,1829,4.4533
France,FRA,1830,3.96517
France,FRA,1831,4.11094
France,FRA,1832,6.01228
France,FRA,1833,6.69798
