Entity,Code,Year,2_1_Population
Austria,AUT,1906,6357019
Austria,AUT,1907,6422273
Austria,AUT,1908,6488197
Austria,AUT,1909,6538011
Austria,AUT,1910,6571589
Austria,AUT,1911,6588805
Austria,AUT,1912,6589531
Austria,AUT,1913,6573639
Austria,AUT,1914,6557784
Austria,AUT,1915,6541968
Austria,AUT,1916,6526190
Austria,AUT,1917,6510449
Austria,AUT,1918,6494626
Austria,AUT,1919,6486498
Austria,AUT,1920,6486071
Austria,AUT,1921,6493354
Austria,AUT,1922,6508357
Austria,AUT,1923,6531085
Austria,AUT,1924,6553893
Austria,AUT,1925,6576781
Austria,AUT,1926,6599749
Austria,AUT,1927,6622797
Austria,AUT,1928,6645925
Austria,AUT,1929,6664880
Austria,AUT,1930,6679646
Austria,AUT,1931,6690205
Austria,AUT,1932,6696544
Austria,AUT,1933,6698645
Austria,AUT,1934,6700747
Austria,AUT,1935,6702849
Austria,AUT,1936,6704952
Austria,AUT,1937,6707055
Austria,AUT,1938,6709160
Austria,AUT,1939,6715381
Austria,AUT,1940,6725736
Austria,AUT,1941,6740238
Austria,AUT,1942,6758904
Austria,AUT,1943,6781749
Austria,AUT,1944,6804670
Austria,AUT,1945,6827669
Austria,AUT,1946,6850746
Austria,AUT,1947,6873901
Austria,AUT,1948,6897134
Austria,AUT,1949,6917985
Austria,AUT,1950,6936443
Austria,AUT,1951,6930432
Austria,AUT,1952,6927017
Austria,AUT,1953,6931796
Austria,AUT,1954,6939644
Austria,AUT,1955,6946266
Austria,AUT,1956,6951744
Austria,AUT,1957,6965322
Austria,AUT,1958,6986795
Austria,AUT,1959,7013602
Austria,AUT,1960,7046554
Austria,AUT,1961,7085440
Austria,AUT,1962,7128972
Austria,AUT,1963,7174878
Austria,AUT,1964,7222897
Austria,AUT,1965,7269892
Austria,AUT,1966,7320920
Austria,AUT,1967,7375632
Austria,AUT,1968,7413813
Austria,AUT,1969,7439324
Austria,AUT,1970,7465310
Austria,AUT,1971,7498548
Austria,AUT,1972,7542083
Austria,AUT,1973,7584024
Austria,AUT,1974,7597028
Austria,AUT,1975,7576929
Austria,AUT,1976,7563509
Austria,AUT,1977,7566357
Austria,AUT,1978,7560248
Austria,AUT,1979,7547482
Austria,AUT,1980,7547564
Austria,AUT,1981,7566318
Austria,AUT,1982,7571291
Austria,AUT,1983,7559110
Austria,AUT,1984,7558564
Austria,AUT,1985,7562114
Austria,AUT,1986,7567247
Austria,AUT,1987,7572379
Austria,AUT,1988,7583766
Austria,AUT,1989,7619393
Austria,AUT,1990,7678732
Austria,AUT,1991,7755640
Austria,AUT,1992,7840816
Austria,AUT,1993,7905280
Austria,AUT,1994,7935366
Austria,AUT,1995,7947293
Austria,AUT,1996,7958043
Austria,AUT,1997,7967086
Austria,AUT,1998,7975856
Austria,AUT,1999,7991382
Austria,AUT,2000,8010425
Austria,AUT,2001,8039633
Austria,AUT,2002,8078994
Austria,AUT,2003,8120105
Austria,AUT,2004,8171215
Austria,AUT,2005,8227034
Austria,AUT,2006,8267771
Austria,AUT,2007,8294720
Austria,AUT,2008,8321134
Austria,AUT,2009,8342939
Austria,AUT,2010,8362829
Austria,AUT,2011,8391201
Austria,AUT,2012,8429641
Austria,AUT,2013,8479542
Austria,AUT,2014,8546066
Austria,AUT,2015,8642422
Austria,AUT,2016,8736491
Austria,AUT,2017,8797497
Austria,AUT,2018,8840518
Austria,AUT,2019,8879939
Austria,AUT,2020,8907780
Austria,AUT,2021,8922086
Belgium,BEL,1800,3250000
Belgium,BEL,1801,3258961
Belgium,BEL,1802,3267947
Belgium,BEL,1803,3276958
Belgium,BEL,1804,3285994
Belgium,BEL,1805,3295054
Belgium,BEL,1806,3304140
Belgium,BEL,1807,3313251
Belgium,BEL,1808,3322386
Belgium,BEL,1809,3331547
Belgium,BEL,1810,3340759
Belgium,BEL,1811,3349970
Belgium,BEL,1812,3359207
Belgium,BEL,1813,3368470
Belgium,BEL,1814,3377758
Belgium,BEL,1815,3387071
Belgium,BEL,1816,3396411
Belgium,BEL,1817,3405776
Belgium,BEL,1818,3415167
Belgium,BEL,1819,3428762
Belgium,BEL,1820,3446611
Belgium,BEL,1821,3468762
Belgium,BEL,1822,3495265
Belgium,BEL,1823,3526170
Belgium,BEL,1824,3557348
Belgium,BEL,1825,3588801
Belgium,BEL,1826,3620533
Belgium,BEL,1827,3652545
Belgium,BEL,1828,3684841
Belgium,BEL,1829,3717143
Belgium,BEL,1830,3749449
Belgium,BEL,1831,3781756
Belgium,BEL,1832,3814064
Belgium,BEL,1833,3846368
Belgium,BEL,1834,3878946
Belgium,BEL,1835,3911800
Belgium,BEL,1836,3944932
Belgium,BEL,1837,3978344
Belgium,BEL,1838,4012040
Belgium,BEL,1839,4046206
Belgium,BEL,1840,4080847
Belgium,BEL,1841,4115969
Belgium,BEL,1842,4151578
Belgium,BEL,1843,4187679
Belgium,BEL,1844,4224094
Belgium,BEL,1845,4260826
Belgium,BEL,1846,4297878
Belgium,BEL,1847,4335251
Belgium,BEL,1848,4372950
Belgium,BEL,1849,4408894
Belgium,BEL,1850,4443056
Belgium,BEL,1851,4475312
Belgium,BEL,1852,4505727
Belgium,BEL,1853,4534270
Belgium,BEL,1854,4562994
Belgium,BEL,1855,4591900
Belgium,BEL,1856,4620989
Belgium,BEL,1857,4650263
Belgium,BEL,1858,4679721
Belgium,BEL,1859,4710231
Belgium,BEL,1860,4741806
Belgium,BEL,1861,4774457
Belgium,BEL,1862,4808199
Belgium,BEL,1863,4843045
Belgium,BEL,1864,4878143
Belgium,BEL,1865,4913495
Belgium,BEL,1866,4949104
Belgium,BEL,1867,4984970
Belgium,BEL,1868,5021097
Belgium,BEL,1869,5058646
Belgium,BEL,1870,5097637
Belgium,BEL,1871,5138090
Belgium,BEL,1872,5180026
Belgium,BEL,1873,5223465
Belgium,BEL,1874,5267269
Belgium,BEL,1875,5311440
Belgium,BEL,1876,5355982
Belgium,BEL,1877,5400897
Belgium,BEL,1878,5446189
Belgium,BEL,1879,5493172
Belgium,BEL,1880,5541874
Belgium,BEL,1881,5592321
Belgium,BEL,1882,5644541
Belgium,BEL,1883,5698561
Belgium,BEL,1884,5753099
Belgium,BEL,1885,5808158
Belgium,BEL,1886,5863744
Belgium,BEL,1887,5919863
Belgium,BEL,1888,5976518
Belgium,BEL,1889,6033943
Belgium,BEL,1890,6092147
Belgium,BEL,1891,6151140
Belgium,BEL,1892,6210932
Belgium,BEL,1893,6271532
Belgium,BEL,1894,6332723
Belgium,BEL,1895,6394512
Belgium,BEL,1896,6456903
Belgium,BEL,1897,6519904
Belgium,BEL,1898,6583519
Belgium,BEL,1899,6649435
Belgium,BEL,1900,6717693
Belgium,BEL,1901,6788335
Belgium,BEL,1902,6861404
Belgium,BEL,1903,6936940
Belgium,BEL,1904,7013309
Belgium,BEL,1905,7090518
Belgium,BEL,1906,7168577
Belgium,BEL,1907,7247495
Belgium,BEL,1908,7327282
Belgium,BEL,1909,7392503
Belgium,BEL,1910,7442986
Belgium,BEL,1911,7478558
Belgium,BEL,1912,7499046
Belgium,BEL,1913,7504272
Belgium,BEL,1914,7509502
Belgium,BEL,1915,7514736
Belgium,BEL,1916,7519973
Belgium,BEL,1917,7525214
Belgium,BEL,1918,7530616
Belgium,BEL,1919,7545092
Belgium,BEL,1920,7568708
Belgium,BEL,1921,7601534
Belgium,BEL,1922,7643636
Belgium,BEL,1923,7695085
Belgium,BEL,1924,7746881
Belgium,BEL,1925,7799025
Belgium,BEL,1926,7851520
Belgium,BEL,1927,7904369
Belgium,BEL,1928,7957573
Belgium,BEL,1929,8005591
Belgium,BEL,1930,8048371
Belgium,BEL,1931,8085859
Belgium,BEL,1932,8118000
Belgium,BEL,1933,8144741
Belgium,BEL,1934,8171569
Belgium,BEL,1935,8198486
Belgium,BEL,1936,8225492
Belgium,BEL,1937,8252586
Belgium,BEL,1938,8279770
Belgium,BEL,1939,8307322
Belgium,BEL,1940,8335242
Belgium,BEL,1941,8363535
Belgium,BEL,1942,8392202
Belgium,BEL,1943,8421245
Belgium,BEL,1944,8450388
Belgium,BEL,1945,8479632
Belgium,BEL,1946,8508977
Belgium,BEL,1947,8538424
Belgium,BEL,1948,8567973
Belgium,BEL,1949,8600995
Belgium,BEL,1950,8617340
Belgium,BEL,1951,8655405
Belgium,BEL,1952,8695589
Belgium,BEL,1953,8740418
Belgium,BEL,1954,8787230
Belgium,BEL,1955,8834527
Belgium,BEL,1956,8881499
Belgium,BEL,1957,8931968
Belgium,BEL,1958,8987667
Belgium,BEL,1959,9049394
Belgium,BEL,1960,9108729
Belgium,BEL,1961,9168479
Belgium,BEL,1962,9230337
Belgium,BEL,1963,9288223
Belgium,BEL,1964,9350473
Belgium,BEL,1965,9412091
Belgium,BEL,1966,9466114
Belgium,BEL,1967,9515229
Belgium,BEL,1968,9556258
Belgium,BEL,1969,9592105
Belgium,BEL,1970,9629376
Belgium,BEL,1971,9666396
Belgium,BEL,1972,9700295
Belgium,BEL,1973,9727987
Belgium,BEL,1974,9749063
Belgium,BEL,1975,9763432
Belgium,BEL,1976,9773540
Belgium,BEL,1977,9786372
Belgium,BEL,1978,9800204
Belgium,BEL,1979,9814133
Belgium,BEL,1980,9828989
Belgium,BEL,1981,9843594
Belgium,BEL,1982,9857337
Belgium,BEL,1983,9866528
Belgium,BEL,1984,9873600
Belgium,BEL,1985,9880540
Belgium,BEL,1986,9887822
Belgium,BEL,1987,9900226
Belgium,BEL,1988,9917989
Belgium,BEL,1989,9937168
Belgium,BEL,1990,9959565
Belgium,BEL,1991,9987072
Belgium,BEL,1992,10016455
Belgium,BEL,1993,10043738
Belgium,BEL,1994,10069182
Belgium,BEL,1995,10095204
Belgium,BEL,1996,10123230
Belgium,BEL,1997,10154876
Belgium,BEL,1998,10188541
Belgium,BEL,1999,10224223
Belgium,BEL,2000,10264351
Belgium,BEL,2001,10309249
Belgium,BEL,2002,10355569
Belgium,BEL,2003,10402550
Belgium,BEL,2004,10456164
Belgium,BEL,2005,10516979
Belgium,BEL,2006,10582970
Belgium,BEL,2007,10653698
Belgium,BEL,2008,10726720
Belgium,BEL,2009,10801357
Belgium,BEL,2010,10877948
Belgium,BEL,2011,10955742
Belgium,BEL,2012,11031140
Belgium,BEL,2013,11103260
Belgium,BEL,2014,11176727
Belgium,BEL,2015,11248306
Belgium,BEL,2016,11316837
Belgium,BEL,2017,11384491
Belgium,BEL,2018,11448598
Belgium,BEL,2019,11510569
Belgium,BEL,2020,11561716
Belgium,BEL,2021,11611416
Bulgaria,BGR,1800,2250000
Bulgaria,BGR,1801,2246807
Bulgaria,BGR,1802,2243619
Bulgaria,BGR,1803,2240436
Bulgaria,BGR,1804,2237256
Bulgaria,BGR,1805,2234082
Bulgaria,BGR,1806,2230912
Bulgaria,BGR,1807,2227746
Bulgaria,BGR,1808,2224585
Bulgaria,BGR,1809,2221428
Bulgaria,BGR,1810,2218281
Bulgaria,BGR,1811,2215133
Bulgaria,BGR,1812,2211990
Bulgaria,BGR,1813,2208851
Bulgaria,BGR,1814,2205717
Bulgaria,BGR,1815,2202587
Bulgaria,BGR,1816,2199462
Bulgaria,BGR,1817,2196341
Bulgaria,BGR,1818,2193224
Bulgaria,BGR,1819,2192687
Bulgaria,BGR,1820,2194738
Bulgaria,BGR,1821,2199384
Bulgaria,BGR,1822,2206633
Bulgaria,BGR,1823,2216494
Bulgaria,BGR,1824,2226399
Bulgaria,BGR,1825,2236347
Bulgaria,BGR,1826,2246341
Bulgaria,BGR,1827,2256379
Bulgaria,BGR,1828,2266462
Bulgaria,BGR,1829,2276590
Bulgaria,BGR,1830,2286763
Bulgaria,BGR,1831,2296982
Bulgaria,BGR,1832,2307246
Bulgaria,BGR,1833,2317556
Bulgaria,BGR,1834,2327913
Bulgaria,BGR,1835,2338315
Bulgaria,BGR,1836,2348764
Bulgaria,BGR,1837,2359260
Bulgaria,BGR,1838,2369802
Bulgaria,BGR,1839,2380392
Bulgaria,BGR,1840,2391029
Bulgaria,BGR,1841,2401714
Bulgaria,BGR,1842,2412446
Bulgaria,BGR,1843,2423227
Bulgaria,BGR,1844,2434055
Bulgaria,BGR,1845,2444932
Bulgaria,BGR,1846,2455857
Bulgaria,BGR,1847,2466832
Bulgaria,BGR,1848,2477855
Bulgaria,BGR,1849,2487540
Bulgaria,BGR,1850,2495877
Bulgaria,BGR,1851,2502864
Bulgaria,BGR,1852,2508488
Bulgaria,BGR,1853,2512739
Bulgaria,BGR,1854,2516997
Bulgaria,BGR,1855,2521262
Bulgaria,BGR,1856,2525535
Bulgaria,BGR,1857,2529815
Bulgaria,BGR,1858,2534102
Bulgaria,BGR,1859,2538396
Bulgaria,BGR,1860,2542698
Bulgaria,BGR,1861,2547007
Bulgaria,BGR,1862,2551323
Bulgaria,BGR,1863,2555647
Bulgaria,BGR,1864,2559978
Bulgaria,BGR,1865,2564316
Bulgaria,BGR,1866,2568662
Bulgaria,BGR,1867,2573015
Bulgaria,BGR,1868,2577375
Bulgaria,BGR,1869,2588338
Bulgaria,BGR,1870,2606011
Bulgaria,BGR,1871,2630500
Bulgaria,BGR,1872,2661916
Bulgaria,BGR,1873,2700370
Bulgaria,BGR,1874,2739380
Bulgaria,BGR,1875,2778953
Bulgaria,BGR,1876,2819098
Bulgaria,BGR,1877,2859823
Bulgaria,BGR,1878,2901137
Bulgaria,BGR,1879,2943047
Bulgaria,BGR,1880,2985562
Bulgaria,BGR,1881,3028692
Bulgaria,BGR,1882,3072444
Bulgaria,BGR,1883,3116829
Bulgaria,BGR,1884,3161855
Bulgaria,BGR,1885,3207531
Bulgaria,BGR,1886,3253868
Bulgaria,BGR,1887,3300873
Bulgaria,BGR,1888,3348558
Bulgaria,BGR,1889,3397349
Bulgaria,BGR,1890,3447267
Bulgaria,BGR,1891,3498337
Bulgaria,BGR,1892,3550580
Bulgaria,BGR,1893,3604021
Bulgaria,BGR,1894,3658267
Bulgaria,BGR,1895,3713329
Bulgaria,BGR,1896,3769219
Bulgaria,BGR,1897,3825951
Bulgaria,BGR,1898,3883537
Bulgaria,BGR,1899,3939787
Bulgaria,BGR,1900,3994654
Bulgaria,BGR,1901,4048091
Bulgaria,BGR,1902,4100048
Bulgaria,BGR,1903,4150474
Bulgaria,BGR,1904,4201521
Bulgaria,BGR,1905,4253195
Bulgaria,BGR,1906,4305504
Bulgaria,BGR,1907,4358457
Bulgaria,BGR,1908,4412062
Bulgaria,BGR,1909,4465685
Bulgaria,BGR,1910,4519321
Bulgaria,BGR,1911,4572962
Bulgaria,BGR,1912,4626600
Bulgaria,BGR,1913,4680227
Bulgaria,BGR,1914,4734477
Bulgaria,BGR,1915,4789354
Bulgaria,BGR,1916,4844868
Bulgaria,BGR,1917,4901026
Bulgaria,BGR,1918,4957824
Bulgaria,BGR,1919,5021176
Bulgaria,BGR,1920,5091263
Bulgaria,BGR,1921,5168265
Bulgaria,BGR,1922,5252369
Bulgaria,BGR,1923,5343766
Bulgaria,BGR,1924,5436753
Bulgaria,BGR,1925,5531358
Bulgaria,BGR,1926,5627610
Bulgaria,BGR,1927,5725537
Bulgaria,BGR,1928,5825167
Bulgaria,BGR,1929,5917763
Bulgaria,BGR,1930,6003113
Bulgaria,BGR,1931,6081002
Bulgaria,BGR,1932,6151209
Bulgaria,BGR,1933,6213508
Bulgaria,BGR,1934,6276439
Bulgaria,BGR,1935,6340006
Bulgaria,BGR,1936,6404218
Bulgaria,BGR,1937,6469080
Bulgaria,BGR,1938,6534599
Bulgaria,BGR,1939,6598531
Bulgaria,BGR,1940,6660842
Bulgaria,BGR,1941,6721495
Bulgaria,BGR,1942,6780455
Bulgaria,BGR,1943,6837686
Bulgaria,BGR,1944,6895399
Bulgaria,BGR,1945,6953599
Bulgaria,BGR,1946,7012291
Bulgaria,BGR,1947,7071478
Bulgaria,BGR,1948,7131164
Bulgaria,BGR,1949,7191004
Bulgaria,BGR,1950,7157630
Bulgaria,BGR,1951,7228735
Bulgaria,BGR,1952,7293469
Bulgaria,BGR,1953,7362716
Bulgaria,BGR,1954,7439592
Bulgaria,BGR,1955,7517927
Bulgaria,BGR,1956,7596099
Bulgaria,BGR,1957,7672064
Bulgaria,BGR,1958,7749341
Bulgaria,BGR,1959,7820755
Bulgaria,BGR,1960,7891763
Bulgaria,BGR,1961,7969343
Bulgaria,BGR,1962,8040771
Bulgaria,BGR,1963,8108150
Bulgaria,BGR,1964,8177724
Bulgaria,BGR,1965,8245080
Bulgaria,BGR,1966,8308898
Bulgaria,BGR,1967,8369839
Bulgaria,BGR,1968,8438287
Bulgaria,BGR,1969,8512917
Bulgaria,BGR,1970,8582960
Bulgaria,BGR,1971,8646261
Bulgaria,BGR,1972,8700151
Bulgaria,BGR,1973,8753492
Bulgaria,BGR,1974,8810681
Bulgaria,BGR,1975,8860971
Bulgaria,BGR,1976,8902475
Bulgaria,BGR,1977,8935448
Bulgaria,BGR,1978,8958270
Bulgaria,BGR,1979,8974434
Bulgaria,BGR,1980,8980602
Bulgaria,BGR,1981,8978415
Bulgaria,BGR,1982,8970487
Bulgaria,BGR,1983,8956441
Bulgaria,BGR,1984,8939492
Bulgaria,BGR,1985,8917080
Bulgaria,BGR,1986,8892099
Bulgaria,BGR,1987,8865756
Bulgaria,BGR,1988,8835822
Bulgaria,BGR,1989,8804436
Bulgaria,BGR,1990,8767778
Bulgaria,BGR,1991,8721659
Bulgaria,BGR,1992,8668545
Bulgaria,BGR,1993,8611541
Bulgaria,BGR,1994,8548469
Bulgaria,BGR,1995,8477584
Bulgaria,BGR,1996,8401382
Bulgaria,BGR,1997,8318965
Bulgaria,BGR,1998,8234934
Bulgaria,BGR,1999,8162298
Bulgaria,BGR,2000,8097694
Bulgaria,BGR,2001,8034863
Bulgaria,BGR,2002,7974804
Bulgaria,BGR,2003,7917745
Bulgaria,BGR,2004,7865314
Bulgaria,BGR,2005,7815221
Bulgaria,BGR,2006,7766040
Bulgaria,BGR,2007,7719035
Bulgaria,BGR,2008,7674912
Bulgaria,BGR,2009,7634737
Bulgaria,BGR,2010,7592271
Bulgaria,BGR,2011,7543128
Bulgaria,BGR,2012,7488347
Bulgaria,BGR,2013,7431169
Bulgaria,BGR,2014,7372142
Bulgaria,BGR,2015,7309255
Bulgaria,BGR,2016,7245982
Bulgaria,BGR,2017,7182430
Bulgaria,BGR,2018,7117424
Bulgaria,BGR,2019,7052536
Bulgaria,BGR,2020,6979181
Bulgaria,BGR,2021,6885864
Croatia,HRV,1800,1227886
Croatia,HRV,1801,1227886
Croatia,HRV,1802,1227886
Croatia,HRV,1803,1227886
Croatia,HRV,1804,1227886
Croatia,HRV,1805,1227886
Croatia,HRV,1806,1227886
Croatia,HRV,1807,1227886
Croatia,HRV,1808,1227886
Croatia,HRV,1809,1227886
Croatia,HRV,1810,1227886
Croatia,HRV,1811,1227886
Croatia,HRV,1812,1227886
Croatia,HRV,1813,1227886
Croatia,HRV,1814,1227886
Croatia,HRV,1815,1227886
Croatia,HRV,1816,1227886
Croatia,HRV,1817,1227886
Croatia,HRV,1818,1227886
Croatia,HRV,1819,1230048
Croatia,HRV,1820,1234391
Croatia,HRV,1821,1240934
Croatia,HRV,1822,1249697
Croatia,HRV,1823,1260699
Croatia,HRV,1824,1271798
Croatia,HRV,1825,1282994
Croatia,HRV,1826,1294290
Croatia,HRV,1827,1305684
Croatia,HRV,1828,1317179
Croatia,HRV,1829,1328775
Croatia,HRV,1830,1340473
Croatia,HRV,1831,1352274
Croatia,HRV,1832,1364179
Croatia,HRV,1833,1376189
Croatia,HRV,1834,1388305
Croatia,HRV,1835,1400527
Croatia,HRV,1836,1412857
Croatia,HRV,1837,1425295
Croatia,HRV,1838,1437843
Croatia,HRV,1839,1450501
Croatia,HRV,1840,1463271
Croatia,HRV,1841,1476154
Croatia,HRV,1842,1489149
Croatia,HRV,1843,1502259
Croatia,HRV,1844,1515485
Croatia,HRV,1845,1528827
Croatia,HRV,1846,1542286
Croatia,HRV,1847,1555864
Croatia,HRV,1848,1569561
Croatia,HRV,1849,1583379
Croatia,HRV,1850,1597319
Croatia,HRV,1851,1611515
Croatia,HRV,1852,1625838
Croatia,HRV,1853,1640288
Croatia,HRV,1854,1654866
Croatia,HRV,1855,1669574
Croatia,HRV,1856,1684412
Croatia,HRV,1857,1699383
Croatia,HRV,1858,1714486
Croatia,HRV,1859,1729724
Croatia,HRV,1860,1745097
Croatia,HRV,1861,1760607
Croatia,HRV,1862,1776254
Croatia,HRV,1863,1792041
Croatia,HRV,1864,1807968
Croatia,HRV,1865,1824036
Croatia,HRV,1866,1840247
Croatia,HRV,1867,1856603
Croatia,HRV,1868,1873103
Croatia,HRV,1869,1889751
Croatia,HRV,1870,1906546
Croatia,HRV,1871,1923490
Croatia,HRV,1872,1940586
Croatia,HRV,1873,1957833
Croatia,HRV,1874,1975233
Croatia,HRV,1875,1992788
Croatia,HRV,1876,2010499
Croatia,HRV,1877,2028367
Croatia,HRV,1878,2046394
Croatia,HRV,1879,2064581
Croatia,HRV,1880,2082930
Croatia,HRV,1881,2101442
Croatia,HRV,1882,2120118
Croatia,HRV,1883,2138961
Croatia,HRV,1884,2157971
Croatia,HRV,1885,2177150
Croatia,HRV,1886,2196499
Croatia,HRV,1887,2216020
Croatia,HRV,1888,2235715
Croatia,HRV,1889,2255584
Croatia,HRV,1890,2275631
Croatia,HRV,1891,2295855
Croatia,HRV,1892,2316259
Croatia,HRV,1893,2336845
Croatia,HRV,1894,2357613
Croatia,HRV,1895,2378566
Croatia,HRV,1896,2399705
Croatia,HRV,1897,2421032
Croatia,HRV,1898,2442549
Croatia,HRV,1899,2464257
Croatia,HRV,1900,2486157
Croatia,HRV,1901,2508253
Croatia,HRV,1902,2530544
Croatia,HRV,1903,2553034
Croatia,HRV,1904,2575723
Croatia,HRV,1905,2598615
Croatia,HRV,1906,2621709
Croatia,HRV,1907,2645009
Croatia,HRV,1908,2668516
Croatia,HRV,1909,2692232
Croatia,HRV,1910,2716158
Croatia,HRV,1911,2740298
Croatia,HRV,1912,2764651
Croatia,HRV,1913,2789221
Croatia,HRV,1914,2814010
Croatia,HRV,1915,2839019
Croatia,HRV,1916,2864250
Croatia,HRV,1917,2889705
Croatia,HRV,1918,2915145
Croatia,HRV,1919,2940809
Croatia,HRV,1920,2966699
Croatia,HRV,1921,2992817
Croatia,HRV,1922,3019165
Croatia,HRV,1923,3045745
Croatia,HRV,1924,3072559
Croatia,HRV,1925,3099609
Croatia,HRV,1926,3126897
Croatia,HRV,1927,3154425
Croatia,HRV,1928,3182196
Croatia,HRV,1929,3210211
Croatia,HRV,1930,3238473
Croatia,HRV,1931,3266983
Croatia,HRV,1932,3295745
Croatia,HRV,1933,3324759
Croatia,HRV,1934,3354030
Croatia,HRV,1935,3383558
Croatia,HRV,1936,3413345
Croatia,HRV,1937,3443396
Croatia,HRV,1938,3473710
Croatia,HRV,1939,3504292
Croatia,HRV,1940,3535143
Croatia,HRV,1941,3566265
Croatia,HRV,1942,3597661
Croatia,HRV,1943,3629334
Croatia,HRV,1944,3661286
Croatia,HRV,1945,3693519
Croatia,HRV,1946,3726035
Croatia,HRV,1947,3758838
Croatia,HRV,1948,3791930
Croatia,HRV,1949,3822428
Croatia,HRV,1950,3864694
Croatia,HRV,1951,3900326
Croatia,HRV,1952,3935779
Croatia,HRV,1953,3973454
Croatia,HRV,1954,4011875
Croatia,HRV,1955,4049662
Croatia,HRV,1956,4085637
Croatia,HRV,1957,4119361
Croatia,HRV,1958,4151532
Croatia,HRV,1959,4183289
Croatia,HRV,1960,4215334
Croatia,HRV,1961,4247853
Croatia,HRV,1962,4280076
Croatia,HRV,1963,4311044
Croatia,HRV,1964,4341052
Croatia,HRV,1965,4371387
Croatia,HRV,1966,4401777
Croatia,HRV,1967,4429806
Croatia,HRV,1968,4454147
Croatia,HRV,1969,4474894
Croatia,HRV,1970,4492641
Croatia,HRV,1971,4509278
Croatia,HRV,1972,4526430
Croatia,HRV,1973,4544138
Croatia,HRV,1974,4561866
Croatia,HRV,1975,4579433
Croatia,HRV,1976,4597197
Croatia,HRV,1977,4615728
Croatia,HRV,1978,4635779
Croatia,HRV,1979,4657519
Croatia,HRV,1980,4680144
Croatia,HRV,1981,4703986
Croatia,HRV,1982,4728727
Croatia,HRV,1983,4751896
Croatia,HRV,1984,4776375
Croatia,HRV,1985,4803331
Croatia,HRV,1986,4828686
Croatia,HRV,1987,4849966
Croatia,HRV,1988,4865827
Croatia,HRV,1989,4874189
Croatia,HRV,1990,4873705
Croatia,HRV,1991,4844526
