Entity,Code,Year,3_1_Research_frac_GDP
Austria,AUT,1996,1.5807700157165527
Austria,AUT,1997,1.6549099683761597
Austria,AUT,1998,1.7315499782562256
Austria,AUT,1999,1.8453700542449951
Austria,AUT,2000,1.8860199451446533
Austria,AUT,2001,1.9921000003814697
Austria,AUT,2002,2.0659799575805664
Austria,AUT,2003,2.174560070037842
Austria,AUT,2004,2.1661200523376465
Austria,AUT,2005,2.3732399940490723
Austria,AUT,2006,2.3592300415039062
Austria,AUT,2007,2.4184300899505615
Austria,AUT,2008,2.5694499015808105
Austria,AUT,2009,2.5967400074005127
Austria,AUT,2010,2.726099967956543
Austria,AUT,2011,2.66867995262146
Austria,AUT,2012,2.914720058441162
Austria,AUT,2013,2.9549200534820557
Austria,AUT,2014,3.084290027618408
Austria,AUT,2015,3.049690008163452
Austria,AUT,2016,3.1165900230407715
Austria,AUT,2017,3.0488500595092773
Austria,AUT,2018,3.174910068511963
Austria,AUT,2019,3.2105000019073486
Belgium,BEL,1996,1.7429900169372559
Belgium,BEL,1997,1.8097100257873535
Belgium,BEL,1998,1.8382500410079956
Belgium,BEL,1999,1.905650019645691
Belgium,BEL,2000,1.9361900091171265
Belgium,BEL,2001,2.032789945602417
Belgium,BEL,2002,1.903249979019165
Belgium,BEL,2003,1.841189980506897
Belgium,BEL,2004,1.8205000162124634
Belgium,BEL,2005,1.7906099557876587
Belgium,BEL,2006,1.8226900100708008
Belgium,BEL,2007,1.8499900102615356
Belgium,BEL,2008,1.9368400573730469
Belgium,BEL,2009,1.9986000061035156
Belgium,BEL,2010,2.061880111694336
Belgium,BEL,2011,2.1733200550079346
Belgium,BEL,2012,2.281140089035034
Belgium,BEL,2013,2.3307299613952637
Belgium,BEL,2014,2.3700199127197266
Belgium,BEL,2015,2.4281699657440186
Belgium,BEL,2016,2.522520065307617
Belgium,BEL,2017,2.6612401008605957
Belgium,BEL,2018,2.765779972076416
Bulgaria,BGR,1996,0.41826000809669495
Bulgaria,BGR,1997,0.4654799997806549
Bulgaria,BGR,1998,0.482230007648468
Bulgaria,BGR,1999,0.5368800163269043
Bulgaria,BGR,2000,0.495169997215271
Bulgaria,BGR,2001,0.4470899999141693
Bulgaria,BGR,2002,0.46472999453544617
Bulgaria,BGR,2003,0.4722200036048889
Bulgaria,BGR,2004,0.47086000442504883
Bulgaria,BGR,2005,0.44269001483917236
Bulgaria,BGR,2006,0.4421600103378296
Bulgaria,BGR,2007,0.4302999973297119
Bulgaria,BGR,2008,0.44765999913215637
Bulgaria,BGR,2009,0.4936099946498871
Bulgaria,BGR,2010,0.5666300058364868
Bulgaria,BGR,2011,0.5324199795722961
Bulgaria,BGR,2012,0.6035500168800354
Bulgaria,BGR,2013,0.6368200182914734
Bulgaria,BGR,2014,0.7928100228309631
Bulgaria,BGR,2015,0.9520099759101868
Bulgaria,BGR,2016,0.7721700072288513
Bulgaria,BGR,2017,0.7430800199508667
Bulgaria,BGR,2018,0.755649983882904
Croatia,HRV,1999,0.8399099707603455
Croatia,HRV,2000,1.0491600036621094
Croatia,HRV,2001,0.9207900166511536
Croatia,HRV,2002,0.9503300189971924
Croatia,HRV,2003,0.9498100280761719
Croatia,HRV,2004,1.030310034751892
Croatia,HRV,2005,0.8561400175094604
Croatia,HRV,2006,0.7400699853897095
Croatia,HRV,2007,0.7910699844360352
Croatia,HRV,2008,0.8865600228309631
Croatia,HRV,2009,0.8447399735450745
Croatia,HRV,2010,0.7429199814796448
Croatia,HRV,2011,0.7509499788284302
Croatia,HRV,2012,0.751010000705719
Croatia,HRV,2013,0.8115699887275696
Croatia,HRV,2014,0.7830600142478943
Croatia,HRV,2015,0.8400700092315674
Croatia,HRV,2016,0.8631399869918823
Croatia,HRV,2017,0.8626599907875061
Croatia,HRV,2018,0.9719200134277344
Cyprus,CYP,1998,0.20330999791622162
Cyprus,CYP,1999,0.21806000173091888
Cyprus,CYP,2000,0.22689999639987946
Cyprus,CYP,2001,0.23693999648094177
Cyprus,CYP,2002,0.27967000007629395
Cyprus,CYP,2003,0.318340003490448
Cyprus,CYP,2004,0.335640013217926
Cyprus,CYP,2005,0.36726999282836914
Cyprus,CYP,2006,0.38345998525619507
Cyprus,CYP,2007,0.4000700116157532
Cyprus,CYP,2008,0.38593998551368713
