Entity,Code,Year,0_0_CO2
Sweden,SWE,1992,57688900
Sweden,SWE,1993,57725988
Sweden,SWE,1994,60186576
Sweden,SWE,1995,59605076
Sweden,SWE,1996,63521836
Sweden,SWE,1997,58425370
Sweden,SWE,1998,58893228
Sweden,SWE,1999,56031844
Sweden,SWE,2000,54890664
Sweden,SWE,2001,55821960
Sweden,SWE,2002,56791590
Sweden,SWE,2003,57371496
Sweden,SWE,2004,56682884
Sweden,SWE,2005,54066084
Sweden,SWE,2006,53885096
Sweden,SWE,2007,53151970
Sweden,SWE,2008,51070464
Sweden,SWE,2009,47421460
Sweden,SWE,2010,53287344
Sweden,SWE,2011,49405180
Sweden,SWE,2012,46918584
Sweden,SWE,2013,45351340
Sweden,SWE,2014,43477930
Sweden,SWE,2015,43741732
Sweden,SWE,2016,43415984
Sweden,SWE,2017,42704240
Sweden,SWE,2018,42094908
Sweden,SWE,2019,40982492
Sweden,SWE,2020,36515104
Sweden,SWE,2021,35848948
United Kingdom,GBR,1750,9350528
United Kingdom,GBR,1751,9350528
United Kingdom,GBR,1752,9354192
United Kingdom,GBR,1753,9354192
United Kingdom,GBR,1754,9357856
United Kingdom,GBR,1755,9361520
United Kingdom,GBR,1756,10006384
United Kingdom,GBR,1757,10010048
United Kingdom,GBR,1758,10013712
United Kingdom,GBR,1759,10017376
United Kingdom,GBR,1760,10017376
United Kingdom,GBR,1761,10973680
United Kingdom,GBR,1762,10977344
United Kingdom,GBR,1763,10981008
United Kingdom,GBR,1764,10984672
United Kingdom,GBR,1765,10988336
United Kingdom,GBR,1766,12259744
United Kingdom,GBR,1767,12263408
United Kingdom,GBR,1768,12267072
United Kingdom,GBR,1769,12270736
United Kingdom,GBR,1770,12274400
United Kingdom,GBR,1771,13611760
United Kingdom,GBR,1772,13615424
United Kingdom,GBR,1773,13619088
United Kingdom,GBR,1774,13622752
United Kingdom,GBR,1775,13626416
United Kingdom,GBR,1776,15037056
United Kingdom,GBR,1777,15040720
United Kingdom,GBR,1778,15044384
United Kingdom,GBR,1779,15048048
United Kingdom,GBR,1780,15055376
United Kingdom,GBR,1781,16843408
United Kingdom,GBR,1782,16847072
United Kingdom,GBR,1783,16854400
United Kingdom,GBR,1784,16858064
United Kingdom,GBR,1785,16865392
United Kingdom,GBR,1786,19148064
United Kingdom,GBR,1787,19155392
United Kingdom,GBR,1788,19159056
United Kingdom,GBR,1789,19166384
United Kingdom,GBR,1790,19173712
United Kingdom,GBR,1791,21416080
United Kingdom,GBR,1792,21423408
United Kingdom,GBR,1793,21430736
United Kingdom,GBR,1794,21434400
United Kingdom,GBR,1795,21441728
United Kingdom,GBR,1796,22412688
United Kingdom,GBR,1797,23541200
United Kingdom,GBR,1798,24515824
United Kingdom,GBR,1799,25798224
United Kingdom,GBR,1800,26633616
United Kingdom,GBR,1801,26710560
United Kingdom,GBR,1802,26849792
United Kingdom,GBR,1803,30191360
United Kingdom,GBR,1804,30330592
United Kingdom,GBR,1805,31462768
United Kingdom,GBR,1806,33250802
United Kingdom,GBR,1807,33258130
United Kingdom,GBR,1808,33269120
United Kingdom,GBR,1809,33280114
United Kingdom,GBR,1810,33291104
United Kingdom,GBR,1811,35562784
United Kingdom,GBR,1812,36936784
United Kingdom,GBR,1813,37376464
United Kingdom,GBR,1814,38087280
United Kingdom,GBR,1815,38922670
United Kingdom,GBR,1816,41436176
United Kingdom,GBR,1817,41923490
United Kingdom,GBR,1818,42022416
United Kingdom,GBR,1819,42337520
United Kingdom,GBR,1820,42528050
United Kingdom,GBR,1821,42872464
United Kingdom,GBR,1822,44521264
United Kingdom,GBR,1823,46873550
United Kingdom,GBR,1824,49082944
United Kingdom,GBR,1825,49592240
United Kingdom,GBR,1826,50145504
United Kingdom,GBR,1827,52230320
United Kingdom,GBR,1828,52589390
United Kingdom,GBR,1829,53336850
United Kingdom,GBR,1830,67864610
United Kingdom,GBR,1831,65765136
United Kingdom,GBR,1832,65589264
United Kingdom,GBR,1833,65494004
United Kingdom,GBR,1834,65537972
United Kingdom,GBR,1835,65263170
United Kingdom,GBR,1836,76445700
United Kingdom,GBR,1837,73770980
United Kingdom,GBR,1838,75811820
United Kingdom,GBR,1839,77779390
United Kingdom,GBR,1840,80959740
United Kingdom,GBR,1841,81839100
United Kingdom,GBR,1842,85371200
United Kingdom,GBR,1843,89093820
United Kingdom,GBR,1844,93472300
United Kingdom,GBR,1845,99986900
United Kingdom,GBR,1846,95692690
United Kingdom,GBR,1847,103548300
United Kingdom,GBR,1848,109286130
United Kingdom,GBR,1849,116005900
United Kingdom,GBR,1850,122604770
United Kingdom,GBR,1851,116654430
United Kingdom,GBR,1852,116240400
United Kingdom,GBR,1853,115599200
United Kingdom,GBR,1854,139301620
United Kingdom,GBR,1855,130442060
United Kingdom,GBR,1856,140375170
United Kingdom,GBR,1857,137861660
United Kingdom,GBR,1858,135113660
United Kingdom,GBR,1859,150011490
United Kingdom,GBR,1860,167950430
United Kingdom,GBR,1861,175047600
United Kingdom,GBR,1862,169470990
United Kingdom,GBR,1863,180224830
United Kingdom,GBR,1864,193909870
United Kingdom,GBR,1865,205488110
United Kingdom,GBR,1866,211731570
United Kingdom,GBR,1867,217374130
United Kingdom,GBR,1868,213219150
United Kingdom,GBR,1869,223705520
United Kingdom,GBR,1870,228494370
United Kingdom,GBR,1871,242036510
United Kingdom,GBR,1872,254988750
United Kingdom,GBR,1873,264658050
United Kingdom,GBR,1874,257187170
United Kingdom,GBR,1875,271487740
United Kingdom,GBR,1876,271018750
United Kingdom,GBR,1877,275899200
United Kingdom,GBR,1878,270974800
United Kingdom,GBR,1879,272645570
United Kingdom,GBR,1880,297124770
United Kingdom,GBR,1881,312312030
United Kingdom,GBR,1882,314964770
United Kingdom,GBR,1883,327730140
United Kingdom,GBR,1884,319097760
United Kingdom,GBR,1885,315290850
United Kingdom,GBR,1886,312429280
United Kingdom,GBR,1887,320442430
United Kingdom,GBR,1888,333167520
United Kingdom,GBR,1889,345024220
United Kingdom,GBR,1890,353022720
United Kingdom,GBR,1891,360471650
United Kingdom,GBR,1892,353008100
United Kingdom,GBR,1893,316210530
United Kingdom,GBR,1894,362102140
United Kingdom,GBR,1895,365549950
United Kingdom,GBR,1896,375981340
United Kingdom,GBR,1897,385969400
United Kingdom,GBR,1898,386878080
United Kingdom,GBR,1899,414552300
United Kingdom,GBR,1900,419740500
United Kingdom,GBR,1901,410701400
United Kingdom,GBR,1902,426639840
United Kingdom,GBR,1903,429985060
United Kingdom,GBR,1904,431992930
United Kingdom,GBR,1905,437672130
United Kingdom,GBR,1906,453350370
United Kingdom,GBR,1907,473568320
United Kingdom,GBR,1908,461964450
United Kingdom,GBR,1909,466086460
United Kingdom,GBR,1910,469732130
United Kingdom,GBR,1911,481350700
United Kingdom,GBR,1912,455885860
United Kingdom,GBR,1913,498322340
United Kingdom,GBR,1914,483182700
United Kingdom,GBR,1915,489481100
United Kingdom,GBR,1916,507071970
United Kingdom,GBR,1917,501169250
United Kingdom,GBR,1918,466848580
United Kingdom,GBR,1919,456131360
United Kingdom,GBR,1920,470750720
United Kingdom,GBR,1921,319804900
United Kingdom,GBR,1922,428222700
United Kingdom,GBR,1923,454892930
United Kingdom,GBR,1924,475982900
United Kingdom,GBR,1925,449657100
United Kingdom,GBR,1926,246371020
United Kingdom,GBR,1927,466734980
United Kingdom,GBR,1928,437639700
United Kingdom,GBR,1929,460673800
United Kingdom,GBR,1930,441073630
United Kingdom,GBR,1931,412212450
United Kingdom,GBR,1932,395899700
United Kingdom,GBR,1933,392154500
United Kingdom,GBR,1934,423203650
United Kingdom,GBR,1935,429106900
United Kingdom,GBR,1936,453795970
United Kingdom,GBR,1937,468130750
United Kingdom,GBR,1938,448940000
United Kingdom,GBR,1939,452456350
United Kingdom,GBR,1940,475143870
United Kingdom,GBR,1941,469651500
United Kingdom,GBR,1942,468899900
United Kingdom,GBR,1943,454820350
United Kingdom,GBR,1944,442024580
United Kingdom,GBR,1945,417624400
United Kingdom,GBR,1946,436128220
United Kingdom,GBR,1947,461269020
United Kingdom,GBR,1948,475563200
United Kingdom,GBR,1949,485108700
United Kingdom,GBR,1950,500792130
United Kingdom,GBR,1951,545252800
United Kingdom,GBR,1952,528706100
United Kingdom,GBR,1953,540210750
United Kingdom,GBR,1954,553009700
United Kingdom,GBR,1955,576951700
United Kingdom,GBR,1956,574323500
United Kingdom,GBR,1957,570714200
United Kingdom,GBR,1958,556315840
United Kingdom,GBR,1959,546606140
United Kingdom,GBR,1960,584020030
United Kingdom,GBR,1961,588614800
United Kingdom,GBR,1962,592931500
United Kingdom,GBR,1963,603385660
United Kingdom,GBR,1964,607866000
United Kingdom,GBR,1965,622111600
United Kingdom,GBR,1966,618074600
United Kingdom,GBR,1967,592057000
United Kingdom,GBR,1968,606488260
United Kingdom,GBR,1969,628382600
United Kingdom,GBR,1970,652577400
United Kingdom,GBR,1971,660388200
United Kingdom,GBR,1972,648026300
United Kingdom,GBR,1973,659577100
United Kingdom,GBR,1974,617183600
United Kingdom,GBR,1975,603247040
United Kingdom,GBR,1976,598526000
United Kingdom,GBR,1977,604361700
United Kingdom,GBR,1978,604713500
United Kingdom,GBR,1979,644512800
United Kingdom,GBR,1980,579035400
United Kingdom,GBR,1981,560554500
United Kingdom,GBR,1982,548240400
United Kingdom,GBR,1983,545485100
United Kingdom,GBR,1984,529108160
United Kingdom,GBR,1985,559627300
United Kingdom,GBR,1986,568554000
United Kingdom,GBR,1987,571667600
United Kingdom,GBR,1988,570293760
United Kingdom,GBR,1989,581576100
United Kingdom,GBR,1990,601945100
United Kingdom,GBR,1991,609412700
United Kingdom,GBR,1992,593845950
United Kingdom,GBR,1993,579612540
United Kingdom,GBR,1994,574016900
United Kingdom,GBR,1995,566158900
United Kingdom,GBR,1996,586760700
United Kingdom,GBR,1997,562708160
United Kingdom,GBR,1998,568543700
United Kingdom,GBR,1999,561649600
United Kingdom,GBR,2000,569033660
United Kingdom,GBR,2001,577970560
United Kingdom,GBR,2002,560273200
United Kingdom,GBR,2003,571618750
United Kingdom,GBR,2004,573429760
United Kingdom,GBR,2005,570338370
United Kingdom,GBR,2006,567845600
United Kingdom,GBR,2007,559566460
United Kingdom,GBR,2008,544932400
United Kingdom,GBR,2009,494107700
United Kingdom,GBR,2010,511904580
United Kingdom,GBR,2011,469713300
United Kingdom,GBR,2012,487476770
United Kingdom,GBR,2013,477611260
United Kingdom,GBR,2014,438807070
United Kingdom,GBR,2015,422460800
United Kingdom,GBR,2016,399430140
United Kingdom,GBR,2017,387367140
United Kingdom,GBR,2018,379729760
United Kingdom,GBR,2019,364753280
United Kingdom,GBR,2020,326263200
United Kingdom,GBR,2021,346773200
