Entity,Code,Year,0_0_PotashPerHa
Bulgaria,BGR,2011,3.73
Bulgaria,BGR,2012,6.9
Bulgaria,BGR,2013,9.74
Bulgaria,BGR,2014,7.87
Bulgaria,BGR,2015,8.98
Bulgaria,BGR,2016,9.35
Bulgaria,BGR,2017,10.15
Bulgaria,BGR,2018,11.82
Bulgaria,BGR,2019,11.83
Bulgaria,BGR,2020,11.78
Croatia,HRV,1994,39.31
Croatia,HRV,1995,38.12
Croatia,HRV,1996,47.25
Croatia,HRV,1997,61.24
Croatia,HRV,1998,35.63
Croatia,HRV,1999,42.61
Croatia,HRV,2000,63.67
Croatia,HRV,2001,41.5
Croatia,HRV,2002,54.74
Croatia,HRV,2003,70.11
Croatia,HRV,2004,76.79
Croatia,HRV,2005,59.03
Croatia,HRV,2006,65.08
Croatia,HRV,2007,63.62
Croatia,HRV,2008,76.27
Croatia,HRV,2009,5.65
Croatia,HRV,2010,49.81
Croatia,HRV,2011,41.4
Croatia,HRV,2012,34.27
Croatia,HRV,2013,36.17
Croatia,HRV,2014,49.26
Croatia,HRV,2015,39.6
Croatia,HRV,2016,19.53
Croatia,HRV,2017,47.19
Croatia,HRV,2018,48.64
Croatia,HRV,2019,47.66
Croatia,HRV,2020,44.82
Cyprus,CYP,1961,1.86
Cyprus,CYP,1962,5.03
Cyprus,CYP,1963,5.48
Cyprus,CYP,1964,4.15
Cyprus,CYP,1965,3.16
Cyprus,CYP,1966,5.21
Cyprus,CYP,1967,5.41
Cyprus,CYP,1968,10.56
Cyprus,CYP,1969,3.18
Cyprus,CYP,1970,6.73
Cyprus,CYP,1971,5.25
Cyprus,CYP,1972,5.76
Cyprus,CYP,1973,5.57
Cyprus,CYP,1974,4.27
Cyprus,CYP,1975,8.8
Cyprus,CYP,1976,4.18
Cyprus,CYP,1977,5.43
Cyprus,CYP,1978,4.49
Cyprus,CYP,1979,8.88
Cyprus,CYP,1980,5.8
Cyprus,CYP,1981,8.02
Cyprus,CYP,1982,6.4
Cyprus,CYP,1983,11.73
Cyprus,CYP,1984,5.81
Cyprus,CYP,1985,7.43
Cyprus,CYP,1986,8.62
Cyprus,CYP,1987,5.72
Cyprus,CYP,1988,9.23
Cyprus,CYP,1989,10.87
Cyprus,CYP,1990,11.32
Cyprus,CYP,1991,11.61
Cyprus,CYP,1992,16.45
Cyprus,CYP,1993,12.98
Cyprus,CYP,1994,14.52
Cyprus,CYP,1995,17.12
Cyprus,CYP,1996,15.67
Cyprus,CYP,1997,12.96
Cyprus,CYP,1998,13.77
Cyprus,CYP,1999,13.54
Cyprus,CYP,2000,12.03
Cyprus,CYP,2001,11.82
Cyprus,CYP,2002,11.86
Cyprus,CYP,2003,10.33
Cyprus,CYP,2004,9.35
Cyprus,CYP,2005,7.69
Cyprus,CYP,2006,7.53
Cyprus,CYP,2007,8.28
Cyprus,CYP,2008,20.09
Cyprus,CYP,2009,29.16
Cyprus,CYP,2010,27.35
Cyprus,CYP,2011,22.19
Cyprus,CYP,2012,27.66
Cyprus,CYP,2013,30.14
Cyprus,CYP,2014,23.19
Cyprus,CYP,2015,21.98
Cyprus,CYP,2016,30.57
Cyprus,CYP,2017,29.61
Cyprus,CYP,2018,26.37
Cyprus,CYP,2019,37.65
Cyprus,CYP,2020,26.9
Czechia,CZE,1993,14.67
Czechia,CZE,1994,16.38
Czechia,CZE,1995,15.99
Czechia,CZE,1996,10.2
Czechia,CZE,1997,12.43
Czechia,CZE,1998,8.97
Czechia,CZE,1999,7.2
Czechia,CZE,2000,7.39
Czechia,CZE,2001,9.47
Czechia,CZE,2002,10.86
Czechia,CZE,2003,11.04
Czechia,CZE,2004,10.78
Czechia,CZE,2005,10.49
Czechia,CZE,2006,11.62
Czechia,CZE,2007,12.43
Czechia,CZE,2008,8.08
Czechia,CZE,2009,7.79
Czechia,CZE,2010,9.81
Czechia,CZE,2011,10.62
Czechia,CZE,2012,8.7
Czechia,CZE,2013,11.93
Czechia,CZE,2014,13.51
Czechia,CZE,2015,13.06
Czechia,CZE,2016,14.79
Czechia,CZE,2017,13.35
Czechia,CZE,2018,11.8
Czechia,CZE,2019,8.53
Czechia,CZE,2020,10.01
Denmark,DNK,1961,63.94
Denmark,DNK,1962,62.6
Denmark,DNK,1963,63.63
Denmark,DNK,1964,66.41
Denmark,DNK,1965,64.56
Denmark,DNK,1966,66.01
Denmark,DNK,1967,64.37
Denmark,DNK,1968,66.83
Denmark,DNK,1969,67.82
Denmark,DNK,1970,67.84
Denmark,DNK,1971,71.73
Denmark,DNK,1972,76.4
Denmark,DNK,1973,80.83
Denmark,DNK,1974,60.15
Denmark,DNK,1975,64.39
Denmark,DNK,1976,62.83
Denmark,DNK,1977,66.91
Denmark,DNK,1978,65.07
Denmark,DNK,1979,64.26
Denmark,DNK,1980,53.6
Denmark,DNK,1981,51.46
Denmark,DNK,1982,55.95
Denmark,DNK,1983,59.98
Denmark,DNK,1984,57.04
Denmark,DNK,1985,55.82
Denmark,DNK,1986,59.03
Denmark,DNK,1987,55.37
Denmark,DNK,1988,57.55
Denmark,DNK,1989,60.82
Denmark,DNK,1990,58.23
Denmark,DNK,1991,52.62
Denmark,DNK,1992,43.17
Denmark,DNK,1993,40.91
Denmark,DNK,1994,41.7
Denmark,DNK,1995,42.1
Denmark,DNK,1996,46.33
Denmark,DNK,1997,43.83
Denmark,DNK,1998,42.97
Denmark,DNK,1999,37.36
Denmark,DNK,2000,34.51
Denmark,DNK,2001,27.84
Denmark,DNK,2002,25.54
Denmark,DNK,2003,33.03
Denmark,DNK,2004,44.35
Denmark,DNK,2005,42.35
Denmark,DNK,2006,40.43
Denmark,DNK,2007,40.99
Denmark,DNK,2008,40.07
Denmark,DNK,2009,16.75
Denmark,DNK,2010,25.64
Denmark,DNK,2011,25.81
Denmark,DNK,2012,19.39
Denmark,DNK,2013,27.66
Denmark,DNK,2014,25.94
Denmark,DNK,2015,26.8
Denmark,DNK,2016,23.96
Denmark,DNK,2017,42.61
Denmark,DNK,2018,26.32
Denmark,DNK,2019,27.7
Denmark,DNK,2020,30.42
Estonia,EST,1992,42.59
Estonia,EST,1993,21.36
Estonia,EST,1994,10.72
Estonia,EST,1995,5.64
Estonia,EST,1996,3.35
Estonia,EST,1997,3.33
Estonia,EST,1998,3.43
Estonia,EST,1999,4.29
Estonia,EST,2000,7.24
Estonia,EST,2001,8.8
Estonia,EST,2002,9.97
Estonia,EST,2003,17.14
Estonia,EST,2004,21.59
Estonia,EST,2005,16.1
Estonia,EST,2006,20.4
Estonia,EST,2007,20.45
Estonia,EST,2008,24.68
Estonia,EST,2009,13.91
Estonia,EST,2010,14.36
Estonia,EST,2011,14.52
Estonia,EST,2012,16.83
Estonia,EST,2013,18.28
Estonia,EST,2014,17.29
Estonia,EST,2015,16.91
Estonia,EST,2016,15.61
Estonia,EST,2017,19.05
Estonia,EST,2018,17.68
Estonia,EST,2019,16.59
Estonia,EST,2020,18.94
Finland,FIN,1961,28.6
Finland,FIN,1962,28.3
Finland,FIN,1963,34.15
Finland,FIN,1964,37.89
Finland,FIN,1965,39.62
Finland,FIN,1966,38.78
Finland,FIN,1967,41.03
Finland,FIN,1968,47.23
Finland,FIN,1969,50.69
Finland,FIN,1970,53.01
Finland,FIN,1971,55.27
Finland,FIN,1972,58.36
Finland,FIN,1973,65.37
Finland,FIN,1974,67.34
Finland,FIN,1975,59.49
Finland,FIN,1976,49.14
Finland,FIN,1977,52.45
Finland,FIN,1978,56.58
Finland,FIN,1979,59.78
Finland,FIN,1980,59.81
Finland,FIN,1981,56.28
Finland,FIN,1982,65.01
Finland,FIN,1983,66.8
Finland,FIN,1984,62.94
Finland,FIN,1985,63.31
Finland,FIN,1986,64.08
Finland,FIN,1987,66.22
Finland,FIN,1988,62.27
Finland,FIN,1989,62.27
Finland,FIN,1990,52.44
Finland,FIN,1991,38.54
Finland,FIN,1992,38.92
Finland,FIN,1993,38.64
Finland,FIN,1994,39.1
Finland,FIN,1995,39.57
Finland,FIN,1996,38.57
Finland,FIN,1997,38.05
Finland,FIN,1998,37.32
Finland,FIN,1999,37.61
Finland,FIN,2000,36.5
Finland,FIN,2001,36.41
Finland,FIN,2002,33.05
Finland,FIN,2003,34.26
Finland,FIN,2004,36.16
Finland,FIN,2005,34.77
Finland,FIN,2006,29.76
Finland,FIN,2007,23.08
Finland,FIN,2008,12.74
Finland,FIN,2009,3.7
Finland,FIN,2010,19.11
Finland,FIN,2011,13.78
Finland,FIN,2012,13.79
Finland,FIN,2013,13.7
Finland,FIN,2014,14.49
Finland,FIN,2015,13.97
Finland,FIN,2016,14.61
Finland,FIN,2017,15.02
Finland,FIN,2018,18.64
Finland,FIN,2019,18.23
Finland,FIN,2020,18.93
France,FRA,1961,38.8
France,FRA,1962,42.67
France,FRA,1963,43.38
France,FRA,1964,46.55
France,FRA,1965,47.21
France,FRA,1966,50.67
France,FRA,1967,58.45
France,FRA,1968,62.86
France,FRA,1969,66.41
France,FRA,1970,72.7
France,FRA,1971,80.42
France,FRA,1972,88.34
France,FRA,1973,97.64
France,FRA,1974,73.61
France,FRA,1975,69.34
France,FRA,1976,79.75
France,FRA,1977,82.74
France,FRA,1978,89.04
France,FRA,1979,94.38
France,FRA,1980,89.51
France,FRA,1981,89.84
France,FRA,1982,91.69
France,FRA,1983,96.37
France,FRA,1984,97.31
France,FRA,1985,94.62
France,FRA,1986,97.33
France,FRA,1987,95.39
France,FRA,1988,101.55
France,FRA,1989,102.95
France,FRA,1990,96.98
France,FRA,1991,91.45
France,FRA,1992,70.7
France,FRA,1993,71.5
France,FRA,1994,71.22
France,FRA,1995,77.07
France,FRA,1996,76.84
France,FRA,1997,73.99
France,FRA,1998,68.73
France,FRA,1999,62.39
France,FRA,2000,53.01
France,FRA,2001,52.46
France,FRA,2002,49.49
France,FRA,2003,50.25
France,FRA,2004,45.64
France,FRA,2005,37.72
France,FRA,2006,37.62
France,FRA,2007,41.02
France,FRA,2008,20.19
France,FRA,2009,7.02
France,FRA,2010,22.47
France,FRA,2011,20.54
France,FRA,2012,24.9
France,FRA,2013,23.29
France,FRA,2014,25.02
France,FRA,2015,24.09
France,FRA,2016,20.33
France,FRA,2017,24.32
France,FRA,2018,25.55
France,FRA,2019,21.27
France,FRA,2020,26.54
Germany,DEU,1961,121.75
Germany,DEU,1962,126.95
Germany,DEU,1963,131.87
Germany,DEU,1964,136.39
Germany,DEU,1965,140.44
Germany,DEU,1966,132.27
Germany,DEU,1967,138.54
Germany,DEU,1968,131.31
Germany,DEU,1969,139.73
Germany,DEU,1970,145.14
Germany,DEU,1971,150.95
Germany,DEU,1972,134.75
Germany,DEU,1973,146.33
Germany,DEU,1974,151.16
Germany,DEU,1975,144.32
Germany,DEU,1976,144.79
Germany,DEU,1977,131.76
Germany,DEU,1978,129.88
Germany,DEU,1979,139.74
Germany,DEU,1980,130.93
Germany,DEU,1981,132.53
Germany,DEU,1982,123.42
Germany,DEU,1983,115.5
Germany,DEU,1984,123.76
Germany,DEU,1985,119.29
Germany,DEU,1986,121.73
Germany,DEU,1987,115.54
Germany,DEU,1988,118.67
Germany,DEU,1989,111.95
Germany,DEU,1990,76.88
Germany,DEU,1991,61.8
Germany,DEU,1992,57.55
Germany,DEU,1993,54.15
Germany,DEU,1994,55.5
Germany,DEU,1995,53.81
Germany,DEU,1996,53.53
Germany,DEU,1997,54.63
Germany,DEU,1998,51.93
Germany,DEU,1999,49.77
Germany,DEU,2000,45.25
Germany,DEU,2001,42.08
Germany,DEU,2002,39.98
Germany,DEU,2003,40.43
Germany,DEU,2004,39.54
Germany,DEU,2005,35.21
Germany,DEU,2006,36.69
Germany,DEU,2007,42.34
Germany,DEU,2008,14.77
Germany,DEU,2009,29.87
Germany,DEU,2010,36.01
Germany,DEU,2011,32
Germany,DEU,2012,34.99
Germany,DEU,2013,37.85
Germany,DEU,2014,38.09
Germany,DEU,2015,33.01
Germany,DEU,2016,35.95
Germany,DEU,2017,32.72
Germany,DEU,2018,34.33
Germany,DEU,2019,35.22
Germany,DEU,2020,37.63
Greece,GRC,1961,2.65
Greece,GRC,1962,4.61
Greece,GRC,1963,3.84
Greece,GRC,1964,3.84
Greece,GRC,1965,3.89
Greece,GRC,1966,3.92
Greece,GRC,1967,3.37
Greece,GRC,1968,4.27
Greece,GRC,1969,4.49
Greece,GRC,1970,4.49
Greece,GRC,1971,4.64
Greece,GRC,1972,5.28
Greece,GRC,1973,6.11
Greece,GRC,1974,6.32
Greece,GRC,1975,7.12
Greece,GRC,1976,8.42
Greece,GRC,1977,9.31
Greece,GRC,1978,10.86
Greece,GRC,1979,11.26
Greece,GRC,1980,9.15
Greece,GRC,1981,10.37
Greece,GRC,1982,10.83
Greece,GRC,1983,12.15
Greece,GRC,1984,12.62
Greece,GRC,1985,15.98
Greece,GRC,1986,15.69
Greece,GRC,1987,13.44
Greece,GRC,1988,15.14
Greece,GRC,1989,17.37
Greece,GRC,1990,19.33
Greece,GRC,1991,17.11
Greece,GRC,1992,14.46
Greece,GRC,1993,14.03
Greece,GRC,1994,14.03
Greece,GRC,1995,13.83
Greece,GRC,1996,19.24
Greece,GRC,1997,16.73
Greece,GRC,1998,15.46
Greece,GRC,1999,15.25
Greece,GRC,2000,15.05
Greece,GRC,2001,14.8
Greece,GRC,2002,15.08
Greece,GRC,2003,14.83
Greece,GRC,2004,14.89
Greece,GRC,2005,14.57
Greece,GRC,2006,13.97
Greece,GRC,2007,12.7
Greece,GRC,2008,10.02
Greece,GRC,2009,12.75
Greece,GRC,2010,11.34
Greece,GRC,2011,11.35
Greece,GRC,2012,12.51
Greece,GRC,2013,12.82
Greece,GRC,2014,12.68
Greece,GRC,2015,12.74
Greece,GRC,2016,13.48
Greece,GRC,2017,14.16
Greece,GRC,2018,15.44
Greece,GRC,2019,16.11
Greece,GRC,2020,16.11
Hungary,HUN,1961,7.39
Hungary,HUN,1962,9.91
Hungary,HUN,1963,11.6
Hungary,HUN,1964,10.96
Hungary,HUN,1965,9.35
Hungary,HUN,1966,14.83
Hungary,HUN,1967,21.16
Hungary,HUN,1968,26.4
Hungary,HUN,1969,30.1
Hungary,HUN,1970,40.93
Hungary,HUN,1971,55.43
Hungary,HUN,1972,59.05
Hungary,HUN,1973,69.72
Hungary,HUN,1974,76.91
Hungary,HUN,1975,100.65
Hungary,HUN,1976,90.42
Hungary,HUN,1977,96.63
Hungary,HUN,1978,103.87
Hungary,HUN,1979,93.65
Hungary,HUN,1980,88.54
Hungary,HUN,1981,98.47
Hungary,HUN,1982,92.44
Hungary,HUN,1983,104.05
Hungary,HUN,1984,88.29
Hungary,HUN,1985,83.83
Hungary,HUN,1986,82.24
Hungary,HUN,1987,80.61
Hungary,HUN,1988,84.95
Hungary,HUN,1989,59.96
Hungary,HUN,1990,36.74
Hungary,HUN,1991,7.09
Hungary,HUN,1992,4.02
Hungary,HUN,1993,8.63
Hungary,HUN,1994,8.44
Hungary,HUN,1995,13
Hungary,HUN,1996,12.26
Hungary,HUN,1997,13.43
Hungary,HUN,1998,10.11
Hungary,HUN,1999,12.58
Hungary,HUN,2000,10.83
Hungary,HUN,2001,11.4
Hungary,HUN,2002,15.04
Hungary,HUN,2003,17.28
Hungary,HUN,2004,17.69
Hungary,HUN,2005,14.77
Hungary,HUN,2006,19.19
Hungary,HUN,2007,20.88
Hungary,HUN,2008,13.67
Hungary,HUN,2009,8.95
Hungary,HUN,2010,12.39
Hungary,HUN,2011,12.29
Hungary,HUN,2012,14.44
Hungary,HUN,2013,15.79
Hungary,HUN,2014,17.31
Hungary,HUN,2015,16.54
Hungary,HUN,2016,21.93
Hungary,HUN,2017,25.79
Hungary,HUN,2018,24.66
Hungary,HUN,2019,22.25
Hungary,HUN,2020,23.31
Ireland,IRL,1961,56.54
Ireland,IRL,1962,61.32
Ireland,IRL,1963,62.12
Ireland,IRL,1964,63.64
Ireland,IRL,1965,57.57
Ireland,IRL,1966,79.24
Ireland,IRL,1967,88.91
Ireland,IRL,1968,95.17
Ireland,IRL,1969,100.36
Ireland,IRL,1970,109.75
Ireland,IRL,1971,102.04
Ireland,IRL,1972,132.65
Ireland,IRL,1973,128.92
Ireland,IRL,1974,79.02
Ireland,IRL,1975,102.6
Ireland,IRL,1976,120.89
Ireland,IRL,1977,146.52
Ireland,IRL,1978,157.47
Ireland,IRL,1979,134.5
Ireland,IRL,1980,128.81
Ireland,IRL,1981,124.83
Ireland,IRL,1982,131.3
Ireland,IRL,1983,138.48
Ireland,IRL,1984,140.33
Ireland,IRL,1985,123.47
Ireland,IRL,1986,139.47
Ireland,IRL,1987,127.39
Ireland,IRL,1988,130.16
Ireland,IRL,1989,129.66
Ireland,IRL,1990,130.73
Ireland,IRL,1991,127.17
Ireland,IRL,1992,126.61
Ireland,IRL,1993,124.47
Ireland,IRL,1994,126.61
Ireland,IRL,1995,129.45
Ireland,IRL,1996,113.8
Ireland,IRL,1997,106.69
Ireland,IRL,1998,108.11
Ireland,IRL,1999,105.27
Ireland,IRL,2000,96.02
Ireland,IRL,2001,90.13
Ireland,IRL,2002,95.25
Ireland,IRL,2003,98.36
Ireland,IRL,2004,85.72
Ireland,IRL,2005,84.19
Ireland,IRL,2006,80.34
Ireland,IRL,2007,66.21
Ireland,IRL,2008,47.83
Ireland,IRL,2009,71.7
Ireland,IRL,2010,73.8
Ireland,IRL,2011,78.63
Ireland,IRL,2012,85.52
Ireland,IRL,2013,88.02
Ireland,IRL,2014,118.28
Ireland,IRL,2015,108.73
Ireland,IRL,2016,112.94
Ireland,IRL,2017,127.71
Ireland,IRL,2018,140.45
Ireland,IRL,2019,139.51
Ireland,IRL,2020,142.51
Italy,ITA,1961,8.16
Italy,ITA,1962,8.63
Italy,ITA,1963,8.49
Italy,ITA,1964,8.86
Italy,ITA,1965,10.95
Italy,ITA,1966,11.35
Italy,ITA,1967,11.73
Italy,ITA,1968,11.76
Italy,ITA,1969,12.97
Italy,ITA,1970,15.09
Italy,ITA,1971,20.18
Italy,ITA,1972,21.64
Italy,ITA,1973,21.86
Italy,ITA,1974,18.83
Italy,ITA,1975,22.39
Italy,ITA,1976,20.39
Italy,ITA,1977,26.47
Italy,ITA,1978,30.91
Italy,ITA,1979,33.49
Italy,ITA,1980,28.75
Italy,ITA,1981,29.21
Italy,ITA,1982,30.54
Italy,ITA,1983,31.47
Italy,ITA,1984,30.28
Italy,ITA,1985,33.26
Italy,ITA,1986,38.71
Italy,ITA,1987,36.8
Italy,ITA,1988,37.77
Italy,ITA,1989,31.56
Italy,ITA,1990,35.15
Italy,ITA,1991,35.27
Italy,ITA,1992,34.31
Italy,ITA,1993,34.62
Italy,ITA,1994,38.68
Italy,ITA,1995,37.06
Italy,ITA,1996,37.62
Italy,ITA,1997,36.63
Italy,ITA,1998,35.47
Italy,ITA,1999,35.2
Italy,ITA,2000,35.45
Italy,ITA,2001,23.63
Italy,ITA,2002,23.59
Italy,ITA,2003,23.85
Italy,ITA,2004,24.99
Italy,ITA,2005,24.22
Italy,ITA,2006,23.79
Italy,ITA,2007,27.96
Italy,ITA,2008,20.55
Italy,ITA,2009,15.96
Italy,ITA,2010,19.26
Italy,ITA,2011,20.2
Italy,ITA,2012,11.92
Italy,ITA,2013,12.2
Italy,ITA,2014,11.93
Italy,ITA,2015,12.25
Italy,ITA,2016,12.64
Italy,ITA,2017,12.43
Italy,ITA,2018,12.48
Italy,ITA,2019,11.85
Italy,ITA,2020,14.18
Latvia,LVA,1992,35.09
Latvia,LVA,1993,30.98
Latvia,LVA,1994,30.46
Latvia,LVA,1995,5.82
Latvia,LVA,1996,4.65
Latvia,LVA,1997,7.31
Latvia,LVA,1998,6.54
Latvia,LVA,1999,10.31
Latvia,LVA,2000,11.79
Latvia,LVA,2001,12.33
Latvia,LVA,2002,8.77
Latvia,LVA,2003,12.41
Latvia,LVA,2004,8.61
Latvia,LVA,2005,16.92
Latvia,LVA,2006,15.02
Latvia,LVA,2007,13.96
Latvia,LVA,2008,12.02
Latvia,LVA,2009,9.5
Latvia,LVA,2010,13.8
Latvia,LVA,2011,15.12
Latvia,LVA,2012,19.3
Latvia,LVA,2013,22.62
Latvia,LVA,2014,21.36
Latvia,LVA,2015,23.18
Latvia,LVA,2016,23.51
Latvia,LVA,2017,23.25
Latvia,LVA,2018,23.15
Latvia,LVA,2019,23.87
Latvia,LVA,2020,26.6
Lithuania,LTU,1992,17.07
Lithuania,LTU,1993,9.4
Lithuania,LTU,1994,8.37
Lithuania,LTU,1995,16.5
Lithuania,LTU,1996,10.31
Lithuania,LTU,1997,13.01
Lithuania,LTU,1998,12.96
Lithuania,LTU,1999,13.35
Lithuania,LTU,2000,11.98
Lithuania,LTU,2001,23.89
Lithuania,LTU,2002,26.16
Lithuania,LTU,2003,27.42
Lithuania,LTU,2004,26.68
Lithuania,LTU,2005,22.61
Lithuania,LTU,2006,29.25
Lithuania,LTU,2007,28.41
Lithuania,LTU,2008,15.35
Lithuania,LTU,2009,20.66
Lithuania,LTU,2010,19.92
Lithuania,LTU,2011,20.75
Lithuania,LTU,2012,21.81
Lithuania,LTU,2013,22.51
Lithuania,LTU,2014,23.05
Lithuania,LTU,2015,25.91
Lithuania,LTU,2016,32.8
Lithuania,LTU,2017,35.5
Lithuania,LTU,2018,33.28
Lithuania,LTU,2019,32.05
Lithuania,LTU,2020,32.66
Luxembourg,LUX,2002,29.9
Luxembourg,LUX,2003,29.9
Luxembourg,LUX,2004,35.98
Luxembourg,LUX,2005,38.52
Luxembourg,LUX,2006,30.26
Luxembourg,LUX,2007,29.41
Luxembourg,LUX,2008,17.5
Luxembourg,LUX,2009,11.59
Luxembourg,LUX,2010,16.53
Luxembourg,LUX,2011,18.58
Luxembourg,LUX,2012,20.51
Luxembourg,LUX,2013,14.33
Luxembourg,LUX,2014,18.39
Luxembourg,LUX,2015,16.33
Luxembourg,LUX,2016,21.44
Luxembourg,LUX,2017,14.23
Luxembourg,LUX,2018,9.91
Luxembourg,LUX,2019,9.1
Luxembourg,LUX,2020,13.24
Malta,MLT,1961,0.67
Malta,MLT,1962,0.71
Malta,MLT,1963,3.63
Malta,MLT,1964,4
Malta,MLT,1965,1.64
Malta,MLT,1966,1.86
Malta,MLT,1967,2.57
Malta,MLT,1968,2.14
Malta,MLT,1969,3.36
Malta,MLT,1970,2.71
Malta,MLT,1971,5
Malta,MLT,1972,8.57
Malta,MLT,1973,7.14
Malta,MLT,1974,7.14
Malta,MLT,1975,2.46
Malta,MLT,1976,2.46
Malta,MLT,1977,2.71
Malta,MLT,1978,6.86
Malta,MLT,1979,3.5
Malta,MLT,1980,24.62
Malta,MLT,1981,3.92
Malta,MLT,1982,7
Malta,MLT,1983,14.92
Malta,MLT,1984,22.46
Malta,MLT,1985,7.54
Malta,MLT,1986,4.77
Malta,MLT,1987,4.54
Malta,MLT,1988,4.77
Malta,MLT,1989,3.62
Malta,MLT,1990,3.31
Malta,MLT,1998,18.89
Malta,MLT,1999,14.56
Malta,MLT,2000,16.67
Malta,MLT,2001,20
Malta,MLT,2002,17.5
Malta,MLT,2003,17.98
Malta,MLT,2004,26.4
Malta,MLT,2005,17.1
Malta,MLT,2006,15.05
Malta,MLT,2007,19.14
Malta,MLT,2008,14.19
Malta,MLT,2009,1.4
Malta,MLT,2010,9.49
Malta,MLT,2011,23.52
Malta,MLT,2012,8.36
Malta,MLT,2013,8.75
Malta,MLT,2014,7.34
Malta,MLT,2015,11.99
Malta,MLT,2016,14.34
Malta,MLT,2017,13.1
Malta,MLT,2018,12.77
Malta,MLT,2019,17.47
Malta,MLT,2020,15.04
Netherlands,NLD,1961,109.01
