Entity,Code,Year,1_1_ForestArea
Georgia,GEO,2010,2822400
Georgia,GEO,2011,2822400
Georgia,GEO,2012,2822400
Georgia,GEO,2013,2822400
Georgia,GEO,2014,2822400
Georgia,GEO,2015,2822400
Georgia,GEO,2016,2822400
Georgia,GEO,2017,2822400
Georgia,GEO,2018,2822400
Georgia,GEO,2019,2822400
Georgia,GEO,2020,2822400
Iran,IRN,1990,9076060
Iran,IRN,1991,9101020
Iran,IRN,1992,9125980
Iran,IRN,1993,9150940
Iran,IRN,1994,9175900
Iran,IRN,1995,9200860
Iran,IRN,1996,9225820
Iran,IRN,1997,9250780
Iran,IRN,1998,9275740
Iran,IRN,1999,9300700
Iran,IRN,2000,9325660
Iran,IRN,2001,9462292
Iran,IRN,2002,9598924
Iran,IRN,2003,9735556
Iran,IRN,2004,9872188
Iran,IRN,2005,10008820
Iran,IRN,2006,10145452
Iran,IRN,2007,10282084
Iran,IRN,2008,10418716
Iran,IRN,2009,10555348
Iran,IRN,2010,10691980
Iran,IRN,2011,10691980
Iran,IRN,2012,10691980
Iran,IRN,2013,10691980
Iran,IRN,2014,10691980
Iran,IRN,2015,10691980
Iran,IRN,2016,10703958
Iran,IRN,2017,10715936
Iran,IRN,2018,10727914
Iran,IRN,2019,10739892
Iran,IRN,2020,10751870
Israel,ISR,1990,132000
Israel,ISR,1991,134100
Israel,ISR,1992,136200
Israel,ISR,1993,138300
Israel,ISR,1994,140400
Israel,ISR,1995,142500
Israel,ISR,1996,144600
Israel,ISR,1997,146700
Israel,ISR,1998,148800
Israel,ISR,1999,150900
Israel,ISR,2000,153000
Israel,ISR,2001,153100
Israel,ISR,2002,153200
Israel,ISR,2003,153300
Israel,ISR,2004,153400
Israel,ISR,2005,153500
Israel,ISR,2006,153600
Israel,ISR,2007,153700
Israel,ISR,2008,153800
Israel,ISR,2009,153900
Israel,ISR,2010,154000
Israel,ISR,2011,156200
Israel,ISR,2012,158400
Israel,ISR,2013,160600
Israel,ISR,2014,162800
Israel,ISR,2015,165000
Israel,ISR,2016,160000
Israel,ISR,2017,155000
Israel,ISR,2018,150000
Israel,ISR,2019,145000
Israel,ISR,2020,140000
Jordan,JOR,1990,97500
Jordan,JOR,1991,97500
Jordan,JOR,1992,97500
Jordan,JOR,1993,97500
Jordan,JOR,1994,97500
Jordan,JOR,1995,97500
Jordan,JOR,1996,97500
Jordan,JOR,1997,97500
Jordan,JOR,1998,97500
Jordan,JOR,1999,97500
Jordan,JOR,2000,97500
Jordan,JOR,2001,97500
Jordan,JOR,2002,97500
Jordan,JOR,2003,97500
Jordan,JOR,2004,97500
Jordan,JOR,2005,97500
Jordan,JOR,2006,97500
Jordan,JOR,2007,97500
Jordan,JOR,2008,97500
Jordan,JOR,2009,97500
Jordan,JOR,2010,97500
Jordan,JOR,2011,97500
Jordan,JOR,2012,97500
Jordan,JOR,2013,97500
Jordan,JOR,2014,97500
Jordan,JOR,2015,97500
Jordan,JOR,2016,97500
Jordan,JOR,2017,97500
Jordan,JOR,2018,97500
Jordan,JOR,2019,97500
Jordan,JOR,2020,97500
Kazakhstan,KAZ,1992,3161181
Kazakhstan,KAZ,1993,3160649.1
Kazakhstan,KAZ,1994,3160117.2
Kazakhstan,KAZ,1995,3159585.3
Kazakhstan,KAZ,1996,3159053.4
Kazakhstan,KAZ,1997,3158521.5
Kazakhstan,KAZ,1998,3157989.6
Kazakhstan,KAZ,1999,3157457.7
Kazakhstan,KAZ,2000,3156925.8
Kazakhstan,KAZ,2001,3149451.2
Kazakhstan,KAZ,2002,3141976.5
Kazakhstan,KAZ,2003,3134501.9
Kazakhstan,KAZ,2004,3127027.3
Kazakhstan,KAZ,2005,3119552.7
Kazakhstan,KAZ,2006,3112078
Kazakhstan,KAZ,2007,3104603.4
Kazakhstan,KAZ,2008,3097128.8
Kazakhstan,KAZ,2009,3089654.1
Kazakhstan,KAZ,2010,3082179.5
Kazakhstan,KAZ,2011,3127434.9
Kazakhstan,KAZ,2012,3172690.2
Kazakhstan,KAZ,2013,3217945.5
Kazakhstan,KAZ,2014,3263200.9
Kazakhstan,KAZ,2015,3308456.2
Kazakhstan,KAZ,2016,3337701
Kazakhstan,KAZ,2017,3366945.7
Kazakhstan,KAZ,2018,3396190.5
Kazakhstan,KAZ,2019,3425435.2
Kazakhstan,KAZ,2020,3454680
Kuwait,KWT,1990,3450
Kuwait,KWT,1991,3590
Kuwait,KWT,1992,3730
Kuwait,KWT,1993,3870
Kuwait,KWT,1994,4010
Kuwait,KWT,1995,4150
Kuwait,KWT,1996,4290
Kuwait,KWT,1997,4430
Kuwait,KWT,1998,4570
Kuwait,KWT,1999,4710
Kuwait,KWT,2000,4850
Kuwait,KWT,2001,4990
Kuwait,KWT,2002,5130
Kuwait,KWT,2003,5270
Kuwait,KWT,2004,5410
Kuwait,KWT,2005,5550
Kuwait,KWT,2006,5690
Kuwait,KWT,2007,5830
Kuwait,KWT,2008,5970
Kuwait,KWT,2009,6110
Kuwait,KWT,2010,6250
Kuwait,KWT,2011,6250
Kuwait,KWT,2012,6250
Kuwait,KWT,2013,6250
Kuwait,KWT,2014,6250
Kuwait,KWT,2015,6250
Kuwait,KWT,2016,6250
Kuwait,KWT,2017,6250
Kuwait,KWT,2018,6250
Kuwait,KWT,2019,6250
Kuwait,KWT,2020,6250
Kyrgyzstan,KGZ,1992,1145318
Kyrgyzstan,KGZ,1993,1149765.8
Kyrgyzstan,KGZ,1994,1154213.5
Kyrgyzstan,KGZ,1995,1158661.3
Kyrgyzstan,KGZ,1996,1163109
Kyrgyzstan,KGZ,1997,1167556.7
Kyrgyzstan,KGZ,1998,1172004.5
Kyrgyzstan,KGZ,1999,1176452.3
Kyrgyzstan,KGZ,2000,1180900
Kyrgyzstan,KGZ,2001,1185778
Kyrgyzstan,KGZ,2002,1190656
Kyrgyzstan,KGZ,2003,1195534
Kyrgyzstan,KGZ,2004,1200412
Kyrgyzstan,KGZ,2005,1205290
Kyrgyzstan,KGZ,2006,1210168
Kyrgyzstan,KGZ,2007,1215046
Kyrgyzstan,KGZ,2008,1219924
Kyrgyzstan,KGZ,2009,1224802
Kyrgyzstan,KGZ,2010,1229680
Kyrgyzstan,KGZ,2011,1234106
Kyrgyzstan,KGZ,2012,1238532
Kyrgyzstan,KGZ,2013,1242958
Kyrgyzstan,KGZ,2014,1247384
Kyrgyzstan,KGZ,2015,1251810
Kyrgyzstan,KGZ,2016,1264524
Kyrgyzstan,KGZ,2017,1277238
Kyrgyzstan,KGZ,2018,1289952
Kyrgyzstan,KGZ,2019,1302666
Kyrgyzstan,KGZ,2020,1315380
Lebanon,LBN,1990,139700
Lebanon,LBN,1991,139548
Lebanon,LBN,1992,139396
Lebanon,LBN,1993,139244
Lebanon,LBN,1994,139092
Lebanon,LBN,1995,138940
Lebanon,LBN,1996,138788
Lebanon,LBN,1997,138636
Lebanon,LBN,1998,138484
Lebanon,LBN,1999,138332
Lebanon,LBN,2000,138180
Lebanon,LBN,2001,138097
Lebanon,LBN,2002,138014
Lebanon,LBN,2003,137931
Lebanon,LBN,2004,137848
Lebanon,LBN,2005,137765
Lebanon,LBN,2006,137682
Lebanon,LBN,2007,137599
Lebanon,LBN,2008,137516
Lebanon,LBN,2009,137433
Lebanon,LBN,2010,137350
Lebanon,LBN,2011,137946
Lebanon,LBN,2012,138542
Lebanon,LBN,2013,139138
Lebanon,LBN,2014,139734
Lebanon,LBN,2015,140330
Lebanon,LBN,2016,140930
Lebanon,LBN,2017,141530
Lebanon,LBN,2018,142130
Lebanon,LBN,2019,142730
Lebanon,LBN,2020,143330
Oman,OMN,1990,3000
Oman,OMN,1991,3000
Oman,OMN,1992,3000
Oman,OMN,1993,3000
Oman,OMN,1994,3000
Oman,OMN,1995,3000
Oman,OMN,1996,3000
Oman,OMN,1997,3000
Oman,OMN,1998,3000
Oman,OMN,1999,3000
Oman,OMN,2000,3000
Oman,OMN,2001,3000
Oman,OMN,2002,3000
Oman,OMN,2003,3000
Oman,OMN,2004,3000
Oman,OMN,2005,3000
Oman,OMN,2006,3000
Oman,OMN,2007,3000
Oman,OMN,2008,3000
Oman,OMN,2009,3000
Oman,OMN,2010,3000
Oman,OMN,2011,3000
Oman,OMN,2012,3000
Oman,OMN,2013,3000
Oman,OMN,2014,3000
Oman,OMN,2015,3000
Oman,OMN,2016,2900
Oman,OMN,2017,2800
Oman,OMN,2018,2700
Oman,OMN,2019,2600
Oman,OMN,2020,2500
Pakistan,PAK,1990,4986790
Pakistan,PAK,1991,4939237
Pakistan,PAK,1992,4891684
Pakistan,PAK,1993,4844131
Pakistan,PAK,1994,4796578
Pakistan,PAK,1995,4749025
Pakistan,PAK,1996,4701472
Pakistan,PAK,1997,4653919
Pakistan,PAK,1998,4606366
Pakistan,PAK,1999,4558813
Pakistan,PAK,2000,4511260
Pakistan,PAK,2001,4469507
Pakistan,PAK,2002,4427754
Pakistan,PAK,2003,4386001
Pakistan,PAK,2004,4344248
Pakistan,PAK,2005,4302495
Pakistan,PAK,2006,4260742
Pakistan,PAK,2007,4218989
Pakistan,PAK,2008,4177236
Pakistan,PAK,2009,4135483
Pakistan,PAK,2010,4093730
Pakistan,PAK,2011,4061504
Pakistan,PAK,2012,4029278
Pakistan,PAK,2013,3997052
Pakistan,PAK,2014,3964826
Pakistan,PAK,2015,3932600
Pakistan,PAK,2016,3891260
Pakistan,PAK,2017,3849920
Pakistan,PAK,2018,3808580
Pakistan,PAK,2019,3767240
Pakistan,PAK,2020,3725900
Palestine,PSE,1990,9080
Palestine,PSE,1991,9080
Palestine,PSE,1992,9080
Palestine,PSE,1993,9080
Palestine,PSE,1994,9080
Palestine,PSE,1995,9080
Palestine,PSE,1996,9080
Palestine,PSE,1997,9080
Palestine,PSE,1998,9080
Palestine,PSE,1999,9080
Palestine,PSE,2000,9080
Palestine,PSE,2001,9167
Palestine,PSE,2002,9254
Palestine,PSE,2003,9341
Palestine,PSE,2004,9428
Palestine,PSE,2005,9515
Palestine,PSE,2006,9602
Palestine,PSE,2007,9689
Palestine,PSE,2008,9776
Palestine,PSE,2009,9863
Palestine,PSE,2010,9950
Palestine,PSE,2011,9988
Palestine,PSE,2012,10026
Palestine,PSE,2013,10064
Palestine,PSE,2014,10102
Palestine,PSE,2015,10140
Palestine,PSE,2016,10140
Palestine,PSE,2017,10140
Palestine,PSE,2018,10140
Palestine,PSE,2019,10140
Palestine,PSE,2020,10140
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,0
Qatar,QAT,2012,0
Qatar,QAT,2013,0
Qatar,QAT,2014,0
Qatar,QAT,2015,0
Qatar,QAT,2016,0
Qatar,QAT,2017,0
Qatar,QAT,2018,0
Qatar,QAT,2019,0
Qatar,QAT,2020,0
Saudi Arabia,SAU,1990,977000
Saudi Arabia,SAU,1991,977000
Saudi Arabia,SAU,1992,977000
Saudi Arabia,SAU,1993,977000
Saudi Arabia,SAU,1994,977000
Saudi Arabia,SAU,1995,977000
Saudi Arabia,SAU,1996,977000
Saudi Arabia,SAU,1997,977000
Saudi Arabia,SAU,1998,977000
Saudi Arabia,SAU,1999,977000
Saudi Arabia,SAU,2000,977000
Saudi Arabia,SAU,2001,977000
Saudi Arabia,SAU,2002,977000
Saudi Arabia,SAU,2003,977000
Saudi Arabia,SAU,2004,977000
Saudi Arabia,SAU,2005,977000
Saudi Arabia,SAU,2006,977000
Saudi Arabia,SAU,2007,977000
Saudi Arabia,SAU,2008,977000
Saudi Arabia,SAU,2009,977000
Saudi Arabia,SAU,2010,977000
Saudi Arabia,SAU,2011,977000
Saudi Arabia,SAU,2012,977000
Saudi Arabia,SAU,2013,977000
Saudi Arabia,SAU,2014,977000
Saudi Arabia,SAU,2015,977000
Saudi Arabia,SAU,2016,977000
Saudi Arabia,SAU,2017,977000
Saudi Arabia,SAU,2018,977000
Saudi Arabia,SAU,2019,977000
Saudi Arabia,SAU,2020,977000
Syria,SYR,1990,372080
Syria,SYR,1991,378080
Syria,SYR,1992,384080
Syria,SYR,1993,390080
Syria,SYR,1994,396080
Syria,SYR,1995,402080
Syria,SYR,1996,408080
Syria,SYR,1997,414080
Syria,SYR,1998,420080
Syria,SYR,1999,426080
Syria,SYR,2000,432080
Syria,SYR,2001,438080
Syria,SYR,2002,444080
Syria,SYR,2003,450080
Syria,SYR,2004,456080
Syria,SYR,2005,462080
Syria,SYR,2006,468080
Syria,SYR,2007,474080
Syria,SYR,2008,480080
Syria,SYR,2009,486080
Syria,SYR,2010,492080
Syria,SYR,2011,498080
Syria,SYR,2012,504080
Syria,SYR,2013,510080
Syria,SYR,2014,516080
Syria,SYR,2015,522080
Syria,SYR,2016,522080
Syria,SYR,2017,522080
Syria,SYR,2018,522080
Syria,SYR,2019,522080
Syria,SYR,2020,522080
Turkey,TUR,1990,19783480
Turkey,TUR,1991,19819967
Turkey,TUR,1992,19856454
Turkey,TUR,1993,19892941
Turkey,TUR,1994,19929428
Turkey,TUR,1995,19965915
Turkey,TUR,1996,20002402
Turkey,TUR,1997,20038889
Turkey,TUR,1998,20075376
Turkey,TUR,1999,20111863
Turkey,TUR,2000,20148350
Turkey,TUR,2001,20241823
Turkey,TUR,2002,20335296
Turkey,TUR,2003,20428769
Turkey,TUR,2004,20522242
Turkey,TUR,2005,20615715
Turkey,TUR,2006,20709188
Turkey,TUR,2007,20802661
Turkey,TUR,2008,20896134
Turkey,TUR,2009,20989607
Turkey,TUR,2010,21083080
Turkey,TUR,2011,21192524
Turkey,TUR,2012,21301968
Turkey,TUR,2013,21411412
Turkey,TUR,2014,21520856
Turkey,TUR,2015,21630300
Turkey,TUR,2016,21748312
Turkey,TUR,2017,21866324
Turkey,TUR,2018,21984336
Turkey,TUR,2019,22102348
Turkey,TUR,2020,22220360
Turkmenistan,TKM,1992,4127000
Turkmenistan,TKM,1993,4127000
Turkmenistan,TKM,1994,4127000
Turkmenistan,TKM,1995,4127000
Turkmenistan,TKM,1996,4127000
Turkmenistan,TKM,1997,4127000
Turkmenistan,TKM,1998,4127000
Turkmenistan,TKM,1999,4127000
Turkmenistan,TKM,2000,4127000
Turkmenistan,TKM,2001,4127000
Turkmenistan,TKM,2002,4127000
Turkmenistan,TKM,2003,4127000
Turkmenistan,TKM,2004,4127000
Turkmenistan,TKM,2005,4127000
Turkmenistan,TKM,2006,4127000
Turkmenistan,TKM,2007,4127000
Turkmenistan,TKM,2008,4127000
Turkmenistan,TKM,2009,4127000
Turkmenistan,TKM,2010,4127000
Turkmenistan,TKM,2011,4127000
Turkmenistan,TKM,2012,4127000
Turkmenistan,TKM,2013,4127000
Turkmenistan,TKM,2014,4127000
Turkmenistan,TKM,2015,4127000
Turkmenistan,TKM,2016,4127000
Turkmenistan,TKM,2017,4127000
Turkmenistan,TKM,2018,4127000
Turkmenistan,TKM,2019,4127000
Turkmenistan,TKM,2020,4127000
United Arab Emirates,ARE,1990,245000
United Arab Emirates,ARE,1991,251443
United Arab Emirates,ARE,1992,257886
United Arab Emirates,ARE,1993,264329
United Arab Emirates,ARE,1994,270772
United Arab Emirates,ARE,1995,277215
United Arab Emirates,ARE,1996,283658
United Arab Emirates,ARE,1997,290101
United Arab Emirates,ARE,1998,296544
United Arab Emirates,ARE,1999,302987
United Arab Emirates,ARE,2000,309430
United Arab Emirates,ARE,2001,310217
United Arab Emirates,ARE,2002,311004
United Arab Emirates,ARE,2003,311791
United Arab Emirates,ARE,2004,312578
United Arab Emirates,ARE,2005,313365
United Arab Emirates,ARE,2006,314152
United Arab Emirates,ARE,2007,314939
United Arab Emirates,ARE,2008,315726
United Arab Emirates,ARE,2009,316513
United Arab Emirates,ARE,2010,317300
United Arab Emirates,ARE,2011,317300
United Arab Emirates,ARE,2012,317300
United Arab Emirates,ARE,2013,317300
United Arab Emirates,ARE,2014,317300
United Arab Emirates,ARE,2015,317300
United Arab Emirates,ARE,2016,317300
United Arab Emirates,ARE,2017,317300
United Arab Emirates,ARE,2018,317300
United Arab Emirates,ARE,2019,317300
United Arab Emirates,ARE,2020,317300
Uzbekistan,UZB,1992,2631788.4
Uzbekistan,UZB,1993,2672997.4
Uzbekistan,UZB,1994,2714206.5
Uzbekistan,UZB,1995,2755415.6
Uzbekistan,UZB,1996,2796624.7
Uzbekistan,UZB,1997,2837833.8
Uzbekistan,UZB,1998,2879042.8
Uzbekistan,UZB,1999,2920251.9
Uzbekistan,UZB,2000,2961461
Uzbekistan,UZB,2001,3000274.9
Uzbekistan,UZB,2002,3039088.8
Uzbekistan,UZB,2003,3077902.7
Uzbekistan,UZB,2004,3116716.6
Uzbekistan,UZB,2005,3155530.5
Uzbekistan,UZB,2006,3194344.4
Uzbekistan,UZB,2007,3233158.3
Uzbekistan,UZB,2008,3271972.2
Uzbekistan,UZB,2009,3310786.1
Uzbekistan,UZB,2010,3349600
Uzbekistan,UZB,2011,3389560
Uzbekistan,UZB,2012,3429520
Uzbekistan,UZB,2013,3469480
Uzbekistan,UZB,2014,3509440
Uzbekistan,UZB,2015,3549400
Uzbekistan,UZB,2016,3577452
Uzbekistan,UZB,2017,3605504
Uzbekistan,UZB,2018,3633556
Uzbekistan,UZB,2019,3661608
Uzbekistan,UZB,2020,3689660
Yemen,YEM,1990,549000
Yemen,YEM,1991,549000
Yemen,YEM,1992,549000
Yemen,YEM,1993,549000
Yemen,YEM,1994,549000
Yemen,YEM,1995,549000
Yemen,YEM,1996,549000
Yemen,YEM,1997,549000
Yemen,YEM,1998,549000
Yemen,YEM,1999,549000
Yemen,YEM,2000,549000
Yemen,YEM,2001,549000
Yemen,YEM,2002,549000
Yemen,YEM,2003,549000
Yemen,YEM,2004,549000
Yemen,YEM,2005,549000
Yemen,YEM,2006,549000
Yemen,YEM,2007,549000
Yemen,YEM,2008,549000
Yemen,YEM,2009,549000
Yemen,YEM,2010,549000
Yemen,YEM,2011,549000
Yemen,YEM,2012,549000
Yemen,YEM,2013,549000
Yemen,YEM,2014,549000
Yemen,YEM,2015,549000
Yemen,YEM,2016,549000
Yemen,YEM,2017,549000
Yemen,YEM,2018,549000
Yemen,YEM,2019,549000
Yemen,YEM,2020,549000
