Entity,Code,Year,2_1_GDP_2015_USD
Indonesia,IDN,1996,410674266112
Indonesia,IDN,1997,429975437312
Indonesia,IDN,1998,373533736960
Indonesia,IDN,1999,376488886272
Indonesia,IDN,2000,395012374528
Indonesia,IDN,2001,409404538880
Indonesia,IDN,2002,427825594368
Indonesia,IDN,2003,448277217280
Indonesia,IDN,2004,470829498368
Indonesia,IDN,2005,497631789056
Indonesia,IDN,2006,525006274560
Indonesia,IDN,2007,558318026752
Indonesia,IDN,2008,591893626880
Indonesia,IDN,2009,619291607040
Indonesia,IDN,2010,657835425792
Indonesia,IDN,2011,698422460416
Indonesia,IDN,2012,740537663488
Indonesia,IDN,2013,781691322368
Indonesia,IDN,2014,820828045312
Indonesia,IDN,2015,860854222848
Indonesia,IDN,2016,904181645312
Indonesia,IDN,2017,950021718016
Indonesia,IDN,2018,999178567680
Indonesia,IDN,2019,1049318981632
Indonesia,IDN,2020,1027602841600
Japan,JPN,1960,583595196416
Japan,JPN,1961,653880655872
Japan,JPN,1962,712134688768
Japan,JPN,1963,772478468096
Japan,JPN,1964,862678548480
Japan,JPN,1965,912883908608
Japan,JPN,1966,1010001641472
Japan,JPN,1967,1121931493376
Japan,JPN,1968,1266463932416
Japan,JPN,1969,1424491937792
Japan,JPN,1970,1460288749568
Japan,JPN,1971,1528907563008
Japan,JPN,1972,1657542934528
Japan,JPN,1973,1790686789632
Japan,JPN,1974,1768746516480
Japan,JPN,1975,1823428706304
Japan,JPN,1976,1895909687296
Japan,JPN,1977,1979146567680
Japan,JPN,1978,2083485908992
Japan,JPN,1979,2197745172480
Japan,JPN,1980,2259668697088
Japan,JPN,1981,2354785812480
Japan,JPN,1982,2432787021824
Japan,JPN,1983,2518495264768
Japan,JPN,1984,2631877787648
Japan,JPN,1985,2769614012416
Japan,JPN,1986,2861745831936
Japan,JPN,1987,2997125382144
Japan,JPN,1988,3200480968704
Japan,JPN,1989,3355961458688
Japan,JPN,1990,3520159023104
Japan,JPN,1991,3640460574720
Japan,JPN,1992,3671334060032
Japan,JPN,1993,3652319444992
Japan,JPN,1994,3688589426688
Japan,JPN,1995,3785636184064
Japan,JPN,1996,3904273121280
Japan,JPN,1997,3942583107584
Japan,JPN,1998,3892499185664
Japan,JPN,1999,3879501037568
Japan,JPN,2000,3986755420160
Japan,JPN,2001,4002148515840
Japan,JPN,2002,4003828072448
Japan,JPN,2003,4065291665408
Japan,JPN,2004,4154163724288
Japan,JPN,2005,4229100732416
Japan,JPN,2006,4287138889728
Japan,JPN,2007,4350758617088
Japan,JPN,2008,4297492791296
Japan,JPN,2009,4052826193920
Japan,JPN,2010,4218907787264
Japan,JPN,2011,4219912323072
Japan,JPN,2012,4277925576704
Japan,JPN,2013,4363702239232
Japan,JPN,2014,4376627773440
Japan,JPN,2015,4444930441216
Japan,JPN,2016,4478437687296
Japan,JPN,2017,4553466445824
Japan,JPN,2018,4578913288192
Japan,JPN,2019,4591290679296
Japan,JPN,2020,4380756541440
Laos,LAO,1984,2109468160
Laos,LAO,1985,2216417280
Laos,LAO,1986,2324692224
Laos,LAO,1987,2291547136
Laos,LAO,1988,2245482240
Laos,LAO,1989,2564130560
Laos,LAO,1990,2736044800
Laos,LAO,1991,2853600512
Laos,LAO,1992,3012256768
Laos,LAO,1993,3190358272
Laos,LAO,1994,3450660096
Laos,LAO,1995,3693284864
Laos,LAO,1996,3949167360
Laos,LAO,1997,4220557824
Laos,LAO,1998,4388013056
Laos,LAO,1999,4708617728
Laos,LAO,2000,4981660160
Laos,LAO,2001,5268176384
Laos,LAO,2002,5579985920
Laos,LAO,2003,5918523904
Laos,LAO,2004,6294805504
Laos,LAO,2005,6742213120
Laos,LAO,2006,7323342336
Laos,LAO,2007,7879684096
Laos,LAO,2008,8496262144
Laos,LAO,2009,9133632512
Laos,LAO,2010,9912449024
Laos,LAO,2011,10709275648
Laos,LAO,2012,11568813056
Laos,LAO,2013,12497360896
Laos,LAO,2014,13448654848
Laos,LAO,2015,14426381312
Laos,LAO,2016,15439522816
Laos,LAO,2017,16503696384
Laos,LAO,2018,17534840832
Laos,LAO,2019,18491846656
Laos,LAO,2020,18584864768
Macao,MAC,1982,5862847488
Macao,MAC,1983,6450473472
Macao,MAC,1984,6996142592
Macao,MAC,1985,7047385088
Macao,MAC,1986,7519113728
Macao,MAC,1987,8593944576
Macao,MAC,1988,9265255424
Macao,MAC,1989,9730793472
Macao,MAC,1990,10507225088
Macao,MAC,1991,10891715584
Macao,MAC,1992,12340260864
Macao,MAC,1993,12980276224
Macao,MAC,1994,13532250112
Macao,MAC,1995,13978300416
Macao,MAC,1996,13919720448
Macao,MAC,1997,13880858624
Macao,MAC,1998,13246346240
Macao,MAC,1999,12933962752
Macao,MAC,2000,13677264896
Macao,MAC,2001,14072301568
Macao,MAC,2002,15326194688
Macao,MAC,2003,17110280192
Macao,MAC,2004,21666846720
Macao,MAC,2005,23416541184
Macao,MAC,2006,26552074240
Macao,MAC,2007,30395947008
Macao,MAC,2008,31426756608
Macao,MAC,2009,31827181568
Macao,MAC,2010,39823069184
Macao,MAC,2011,48431456256
Macao,MAC,2012,52907663360
Macao,MAC,2013,58596720640
Macao,MAC,2014,57396477952
Macao,MAC,2015,45047963648
Macao,MAC,2016,44742115328
Macao,MAC,2017,49208807424
Macao,MAC,2018,52389965824
Macao,MAC,2019,51073941504
Macao,MAC,2020,23488188416
Malaysia,MYS,1960,10075037696
Malaysia,MYS,1961,10840539136
Malaysia,MYS,1962,11536613376
Malaysia,MYS,1963,12383262720
Malaysia,MYS,1964,13046877184
Malaysia,MYS,1965,14049511424
Malaysia,MYS,1966,15147721728
Malaysia,MYS,1967,15731991552
Malaysia,MYS,1968,16987088896
Malaysia,MYS,1969,17817507840
Malaysia,MYS,1970,18884159488
Malaysia,MYS,1971,20779120640
Malaysia,MYS,1972,22729957376
Malaysia,MYS,1973,25389608960
Malaysia,MYS,1974,27501684736
Malaysia,MYS,1975,27721992192
Malaysia,MYS,1976,30927622144
Malaysia,MYS,1977,33325457408
Malaysia,MYS,1978,35542896640
Malaysia,MYS,1979,38865838080
Malaysia,MYS,1980,41758167040
Malaysia,MYS,1981,44657061888
Malaysia,MYS,1982,47311101952
Malaysia,MYS,1983,50269097984
Malaysia,MYS,1984,54170882048
Malaysia,MYS,1985,53615493120
Malaysia,MYS,1986,54280646656
Malaysia,MYS,1987,57098858496
Malaysia,MYS,1988,62773186560
Malaysia,MYS,1989,68460183552
Malaysia,MYS,1990,74627440640
Malaysia,MYS,1991,81750974464
Malaysia,MYS,1992,89014648832
Malaysia,MYS,1993,97822597120
Malaysia,MYS,1994,106834051072
Malaysia,MYS,1995,117334867968
Malaysia,MYS,1996,129071521792
Malaysia,MYS,1997,138523099136
Malaysia,MYS,1998,128328605696
Malaysia,MYS,1999,136204918784
Malaysia,MYS,2000,148271136768
Malaysia,MYS,2001,149038694400
Malaysia,MYS,2002,157073358848
Malaysia,MYS,2003,166165544960
Malaysia,MYS,2004,177437278208
Malaysia,MYS,2005,186898481152
Malaysia,MYS,2006,197336481792
Malaysia,MYS,2007,209766285312
Malaysia,MYS,2008,219901706240
Malaysia,MYS,2009,216573427712
Malaysia,MYS,2010,232653668352
Malaysia,MYS,2011,244970160128
Malaysia,MYS,2012,258378481664
Malaysia,MYS,2013,270506049536
Malaysia,MYS,2014,286754603008
Malaysia,MYS,2015,301354811392
Malaysia,MYS,2016,314764427264
Malaysia,MYS,2017,333060800512
Malaysia,MYS,2018,349191143424
Malaysia,MYS,2019,364693389312
Malaysia,MYS,2020,344099356672
Maldives,MDV,1995,1407650944
Maldives,MDV,1996,1518273280
Maldives,MDV,1997,1645777024
Maldives,MDV,1998,1769122816
Maldives,MDV,1999,1878377728
Maldives,MDV,2000,1950616576
Maldives,MDV,2001,1873691392
Maldives,MDV,2002,2009878528
Maldives,MDV,2003,2286237696
Maldives,MDV,2004,2424183808
Maldives,MDV,2005,2105911424
Maldives,MDV,2006,2655796224
Maldives,MDV,2007,2860660992
Maldives,MDV,2008,3132004096
Maldives,MDV,2009,2905596416
Maldives,MDV,2010,3116691968
Maldives,MDV,2011,3383690496
Maldives,MDV,2012,3468870912
Maldives,MDV,2013,3721442048
Maldives,MDV,2014,3994209792
Maldives,MDV,2015,4109424896
Maldives,MDV,2016,4369892352
Maldives,MDV,2017,4684957696
Maldives,MDV,2018,5065523200
Maldives,MDV,2019,5414217728
Maldives,MDV,2020,3600460032
Mongolia,MNG,1981,2484401152
Mongolia,MNG,1982,2691653376
Mongolia,MNG,1983,2848685568
Mongolia,MNG,1984,3017709824
Mongolia,MNG,1985,3190107904
Mongolia,MNG,1986,3489180160
Mongolia,MNG,1987,3609858816
Mongolia,MNG,1988,3794249216
Mongolia,MNG,1989,3952780544
Mongolia,MNG,1990,3826905856
Mongolia,MNG,1991,3494212096
Mongolia,MNG,1992,3170771456
Mongolia,MNG,1993,3070296320
Mongolia,MNG,1994,3135828224
Mongolia,MNG,1995,3335781888
Mongolia,MNG,1996,3410339840
Mongolia,MNG,1997,3543230976
Mongolia,MNG,1998,3661572608
Mongolia,MNG,1999,3773996544
Mongolia,MNG,2000,3817248768
Mongolia,MNG,2001,3929961216
Mongolia,MNG,2002,4115965440
Mongolia,MNG,2003,4404273664
Mongolia,MNG,2004,4872245760
Mongolia,MNG,2005,5225661952
Mongolia,MNG,2006,5672781824
Mongolia,MNG,2007,6254129664
Mongolia,MNG,2008,6810769920
Mongolia,MNG,2009,6724368896
Mongolia,MNG,2010,7152385536
Mongolia,MNG,2011,8389088768
Mongolia,MNG,2012,9422609408
Mongolia,MNG,2013,10520241152
Mongolia,MNG,2014,11349786624
Mongolia,MNG,2015,11619892224
Mongolia,MNG,2016,11793003520
Mongolia,MNG,2017,12457760768
Mongolia,MNG,2018,13422599168
Mongolia,MNG,2019,14174566400
Mongolia,MNG,2020,13528524800
Myanmar,MMR,1961,3221543680
Myanmar,MMR,1962,3295106560
Myanmar,MMR,1963,3585432832
Myanmar,MMR,1964,3697499392
Myanmar,MMR,1965,3776902656
Myanmar,MMR,1966,3872307200
Myanmar,MMR,1967,3664163840
Myanmar,MMR,1968,3766485504
Myanmar,MMR,1969,4046193920
Myanmar,MMR,1970,4214078720
Myanmar,MMR,1971,4405580288
Myanmar,MMR,1972,4549455872
Myanmar,MMR,1973,4581911040
Myanmar,MMR,1974,4681419776
Myanmar,MMR,1975,4902947840
Myanmar,MMR,1976,5154770944
Myanmar,MMR,1977,5464802304
Myanmar,MMR,1978,5805982208
Myanmar,MMR,1979,6144979968
Myanmar,MMR,1980,6550831104
Myanmar,MMR,1981,7017049600
Myanmar,MMR,1982,7435843584
Myanmar,MMR,1983,7806219776
Myanmar,MMR,1984,8170593280
Myanmar,MMR,1985,8486534656
Myanmar,MMR,1986,8560312832
Myanmar,MMR,1987,8344280064
Myanmar,MMR,1988,7709784576
Myanmar,MMR,1989,7379702272
Myanmar,MMR,1990,7619405824
Myanmar,MMR,1991,7700101120
Myanmar,MMR,1992,8045707776
Myanmar,MMR,1993,8670597120
Myanmar,MMR,1994,9258442752
Myanmar,MMR,1995,9925370880
Myanmar,MMR,1996,10589070336
Myanmar,MMR,1997,11228100608
Myanmar,MMR,1998,11875046400
Myanmar,MMR,1999,12881816576
Myanmar,MMR,2000,14481505280
Myanmar,MMR,2001,16287020032
Myanmar,MMR,2002,18193096704
Myanmar,MMR,2003,20555712512
Myanmar,MMR,2004,23370876928
Myanmar,MMR,2005,26541588480
Myanmar,MMR,2006,30073444352
Myanmar,MMR,2007,33832771584
Myanmar,MMR,2008,37579501568
Myanmar,MMR,2009,41491468288
Myanmar,MMR,2010,45669363712
Myanmar,MMR,2011,49103728640
Myanmar,MMR,2012,52288475136
Myanmar,MMR,2013,56418570240
Myanmar,MMR,2014,61044699136
Myanmar,MMR,2015,63045308416
Myanmar,MMR,2016,69669969920
Myanmar,MMR,2017,73676038144
Myanmar,MMR,2018,78394974208
Myanmar,MMR,2019,83686989824
Myanmar,MMR,2020,86343024640
Nepal,NPL,1960,3319352576
Nepal,NPL,1961,3382694656
Nepal,NPL,1962,3447314944
Nepal,NPL,1963,3512645376
Nepal,NPL,1964,3777233408
Nepal,NPL,1965,3731786240
Nepal,NPL,1966,3994528000
Nepal,NPL,1967,3931753984
Nepal,NPL,1968,3958312448
Nepal,NPL,1969,4134988544
Nepal,NPL,1970,4241505536
Nepal,NPL,1971,4190803456
Nepal,NPL,1972,4321464320
Nepal,NPL,1973,4300870656
Nepal,NPL,1974,4573270528
Nepal,NPL,1975,4639878656
Nepal,NPL,1976,4843965440
Nepal,NPL,1977,4990106624
Nepal,NPL,1978,5209957888
Nepal,NPL,1979,5333375488
Nepal,NPL,1980,5209673216
Nepal,NPL,1981,5644262912
Nepal,NPL,1982,5857581056
Nepal,NPL,1983,5683176960
Nepal,NPL,1984,6233372672
Nepal,NPL,1985,6616407552
Nepal,NPL,1986,6918489600
Nepal,NPL,1987,7035800576
Nepal,NPL,1988,7577332736
Nepal,NPL,1989,7905404928
