Entity,Code,Year,Primary energy consumption (TWh)
Bangladesh,BGD,2006,205.59164
Bangladesh,BGD,2007,210.42244
Bangladesh,BGD,2008,222.65332
Bangladesh,BGD,2009,244.66583
Bangladesh,BGD,2010,250.54083
Bangladesh,BGD,2011,272.26974
Bangladesh,BGD,2012,291.46484
Bangladesh,BGD,2013,300.32336
Bangladesh,BGD,2014,312.58813
Bangladesh,BGD,2015,363.5335
Bangladesh,BGD,2016,369.66437
Bangladesh,BGD,2017,384.1496
Bangladesh,BGD,2018,406.88986
Bangladesh,BGD,2019,452.58527
Bangladesh,BGD,2020,438.80627
Bangladesh,BGD,2021,459.35425
Bhutan,BTN,1980,0.03957139
Bhutan,BTN,1981,0.14501962
Bhutan,BTN,1982,0.14938214
Bhutan,BTN,1983,0.14680022
Bhutan,BTN,1984,0.15176326
Bhutan,BTN,1985,0.16382879
Bhutan,BTN,1986,0.79890513
Bhutan,BTN,1987,2.7536974
Bhutan,BTN,1988,3.477386
Bhutan,BTN,1989,3.5375109
Bhutan,BTN,1990,3.7304773
Bhutan,BTN,1991,3.7984931
Bhutan,BTN,1992,3.8578622
Bhutan,BTN,1993,3.872917
Bhutan,BTN,1994,4.1396203
Bhutan,BTN,1995,4.4206977
Bhutan,BTN,1996,4.8465433
Bhutan,BTN,1997,4.883538
Bhutan,BTN,1998,4.7755117
Bhutan,BTN,1999,4.8245263
Bhutan,BTN,2000,4.9731116
Bhutan,BTN,2001,5.4899645
Bhutan,BTN,2002,6.072993
Bhutan,BTN,2003,6.76408
Bhutan,BTN,2004,6.509501
Bhutan,BTN,2005,7.3761415
Bhutan,BTN,2006,11.948427
Bhutan,BTN,2007,14.929981
Bhutan,BTN,2008,15.429693
Bhutan,BTN,2009,16.001398
Bhutan,BTN,2010,17.134459
Bhutan,BTN,2011,16.672426
Bhutan,BTN,2012,16.199049
Bhutan,BTN,2013,17.94373
Bhutan,BTN,2014,17.180044
Bhutan,BTN,2015,17.992119
Bhutan,BTN,2016,18.515371
Bhutan,BTN,2017,18.396421
Bhutan,BTN,2018,17.635641
Bhutan,BTN,2019,22.38771
Brunei,BRN,1980,24.126871
Brunei,BRN,1981,24.946352
Brunei,BRN,1982,27.215164
Brunei,BRN,1983,21.38847
Brunei,BRN,1984,18.897522
Brunei,BRN,1985,22.552752
Brunei,BRN,1986,14.943522
Brunei,BRN,1987,23.86564
Brunei,BRN,1988,20.673744
Brunei,BRN,1989,24.288843
Brunei,BRN,1990,20.552052
Brunei,BRN,1991,16.424734
Brunei,BRN,1992,16.060816
Brunei,BRN,1993,15.26527
Brunei,BRN,1994,14.671358
Brunei,BRN,1995,18.145622
Brunei,BRN,1996,16.899364
Brunei,BRN,1997,18.072613
Brunei,BRN,1998,16.34575
Brunei,BRN,1999,19.28584
Brunei,BRN,2000,19.663834
Brunei,BRN,2001,22.35729
Brunei,BRN,2002,26.106573
Brunei,BRN,2003,27.008535
Brunei,BRN,2004,29.992193
Brunei,BRN,2005,33.786716
Brunei,BRN,2006,52.069736
Brunei,BRN,2007,54.66209
Brunei,BRN,2008,56.141193
Brunei,BRN,2009,37.24468
Brunei,BRN,2010,42.422886
Brunei,BRN,2011,43.576885
Brunei,BRN,2012,42.360893
Brunei,BRN,2013,39.39745
Brunei,BRN,2014,44.308376
Brunei,BRN,2015,48.962593
Brunei,BRN,2016,51.1421
Brunei,BRN,2017,51.34954
Brunei,BRN,2018,53.40774
Brunei,BRN,2019,52.704937
Cambodia,KHM,1980,1.3228194
Cambodia,KHM,1981,1.3944019
Cambodia,KHM,1982,1.5237489
Cambodia,KHM,1983,1.6633718
Cambodia,KHM,1984,1.8213685
Cambodia,KHM,1985,1.832013
Cambodia,KHM,1986,1.8473097
Cambodia,KHM,1987,1.8622608
Cambodia,KHM,1988,2.0091174
Cambodia,KHM,1989,2.0178533
Cambodia,KHM,1990,2.0417666
Cambodia,KHM,1991,2.1670039
Cambodia,KHM,1992,2.1797342
Cambodia,KHM,1993,2.179728
Cambodia,KHM,1994,2.1859164
Cambodia,KHM,1995,6.207941
Cambodia,KHM,1996,6.8228984
Cambodia,KHM,1997,8.03615
Cambodia,KHM,1998,9.392931
Cambodia,KHM,1999,9.669812
Cambodia,KHM,2000,8.961346
Cambodia,KHM,2001,9.49313
Cambodia,KHM,2002,9.473402
Cambodia,KHM,2003,10.278974
Cambodia,KHM,2004,10.589662
Cambodia,KHM,2005,12.052029
Cambodia,KHM,2006,13.046436
Cambodia,KHM,2007,15.307836
Cambodia,KHM,2008,16.066174
Cambodia,KHM,2009,19.854282
Cambodia,KHM,2010,22.897003
Cambodia,KHM,2011,23.689585
Cambodia,KHM,2012,26.383636
Cambodia,KHM,2013,27.980022
Cambodia,KHM,2014,30.871094
Cambodia,KHM,2015,35.383186
Cambodia,KHM,2016,44.103256
Cambodia,KHM,2017,46.57838
Cambodia,KHM,2018,58.790558
Cambodia,KHM,2019,65.85116
China,CHN,1965,1536.1942
China,CHN,1966,1669.3079
China,CHN,1967,1501.0685
China,CHN,1968,1516.6959
China,CHN,1969,1845.1862
China,CHN,1970,2361.6985
China,CHN,1971,2800.1243
China,CHN,1972,3018.8367
China,CHN,1973,3186.893
China,CHN,1974,3286.7617
China,CHN,1975,3680.4417
China,CHN,1976,3874.8267
China,CHN,1977,4225.1523
China,CHN,1978,4632.0327
China,CHN,1979,4771.8257
China,CHN,1980,4827.534
China,CHN,1981,4763.8496
China,CHN,1982,4976.87
China,CHN,1983,5297.698
China,CHN,1984,5685.1445
China,CHN,1985,6150.371
China,CHN,1986,6444.1064
China,CHN,1987,6950.239
China,CHN,1988,7467.1123
China,CHN,1989,7836.4365
China,CHN,1990,7938.2495
China,CHN,1991,8337.61
China,CHN,1992,8773.709
China,CHN,1993,9457.634
China,CHN,1994,10048.8125
China,CHN,1995,10352.658
China,CHN,1996,10907.449
China,CHN,1997,10981.134
China,CHN,1998,11000.566
China,CHN,1999,11386.068
China,CHN,2000,11800.284
China,CHN,2001,12470.063
China,CHN,2002,13580.49
China,CHN,2003,15818.756
China,CHN,2004,18509.135
China,CHN,2005,21027.164
China,CHN,2006,23048.367
China,CHN,2007,25049.293
China,CHN,2008,26019.002
China,CHN,2009,27158.898
China,CHN,2010,29054.18
China,CHN,2011,31333.574
China,CHN,2012,32620.357
China,CHN,2013,33847.848
China,CHN,2014,34835.977
China,CHN,2015,35283.02
China,CHN,2016,35876.348
China,CHN,2017,37112.145
China,CHN,2018,38578.57
China,CHN,2019,39978.492
China,CHN,2020,40994.574
China,CHN,2021,43790.895
Hong Kong,HKG,1965,26.302011
Hong Kong,HKG,1966,28.525822
Hong Kong,HKG,1967,33.692802
Hong Kong,HKG,1968,36.42809
Hong Kong,HKG,1969,42.79994
Hong Kong,HKG,1970,45.981674
Hong Kong,HKG,1971,48.559658
Hong Kong,HKG,1972,55.15409
Hong Kong,HKG,1973,57.20208
Hong Kong,HKG,1974,58.55752
Hong Kong,HKG,1975,55.127094
Hong Kong,HKG,1976,65.09097
Hong Kong,HKG,1977,70.2838
Hong Kong,HKG,1978,73.01685
Hong Kong,HKG,1979,74.76296
Hong Kong,HKG,1980,76.39583
Hong Kong,HKG,1981,81.40919
Hong Kong,HKG,1982,89.350296
Hong Kong,HKG,1983,94.74299
Hong Kong,HKG,1984,97.062775
Hong Kong,HKG,1985,100.76825
Hong Kong,HKG,1986,105.59092
Hong Kong,HKG,1987,116.0195
Hong Kong,HKG,1988,133.64908
Hong Kong,HKG,1989,142.85945
Hong Kong,HKG,1990,139.35774
Hong Kong,HKG,1991,144.38942
Hong Kong,HKG,1992,169.92892
Hong Kong,HKG,1993,185.5023
Hong Kong,HKG,1994,168.0929
Hong Kong,HKG,1995,180.68063
Hong Kong,HKG,1996,180.59102
Hong Kong,HKG,1997,182.69312
Hong Kong,HKG,1998,186.23376
Hong Kong,HKG,1999,188.62175
Hong Kong,HKG,2000,197.47533
Hong Kong,HKG,2001,249.42023
Hong Kong,HKG,2002,243.43253
Hong Kong,HKG,2003,251.40544
Hong Kong,HKG,2004,281.52695
Hong Kong,HKG,2005,270.09048
Hong Kong,HKG,2006,285.75247
Hong Kong,HKG,2007,304.01447
Hong Kong,HKG,2008,282.8533
Hong Kong,HKG,2009,308.85834
Hong Kong,HKG,2010,321.1757
Hong Kong,HKG,2011,329.33105
Hong Kong,HKG,2012,316.48944
Hong Kong,HKG,2013,325.0548
Hong Kong,HKG,2014,317.23572
Hong Kong,HKG,2015,326.4951
Hong Kong,HKG,2016,335.11426
Hong Kong,HKG,2017,359.4947
Hong Kong,HKG,2018,363.6761
Hong Kong,HKG,2019,344.72745
Hong Kong,HKG,2020,258.09244
Hong Kong,HKG,2021,243.24619
India,IND,1965,619.4514
India,IND,1966,638.4138
India,IND,1967,658.4335
India,IND,1968,703.9852
India,IND,1969,780.43604
India,IND,1970,763.7408
India,IND,1971,794.3863
India,IND,1972,835.8586
India,IND,1973,853.3237
India,IND,1974,903.9876
India,IND,1975,972.0112
India,IND,1976,1019.4541
India,IND,1977,1078.32
India,IND,1978,1120.9728
India,IND,1979,1182.959
India,IND,1980,1218.599
India,IND,1981,1349.2845
India,IND,1982,1336.0491
India,IND,1983,1405.0502
India,IND,1984,1500.9186
India,IND,1985,1584.2627
India,IND,1986,1695.5906
India,IND,1987,1802.8536
India,IND,1988,1962.3015
India,IND,1989,2143.4136
India,IND,1990,2300.7012
India,IND,1991,2427.663
India,IND,1992,2552.7722
India,IND,1993,2616.248
India,IND,1994,2757.1213
India,IND,1995,2963.118
India,IND,1996,3081.6313
India,IND,1997,3252.01
India,IND,1998,3449.4966
India,IND,1999,3549.4888
India,IND,2000,3728.5144
India,IND,2001,3743.8525
India,IND,2002,3865.7512
India,IND,2003,4004.0781
India,IND,2004,4347.582
India,IND,2005,4603.6104
India,IND,2006,4849.72
India,IND,2007,5263.1113
India,IND,2008,5570.697
India,IND,2009,6003.236
India,IND,2010,6269.459
India,IND,2011,6650.7104
India,IND,2012,7048.088
India,IND,2013,7294.344
India,IND,2014,7799.773
India,IND,2015,8030.202
India,IND,2016,8378.88
India,IND,2017,8701.049
India,IND,2018,9260.351
India,IND,2019,9485.631
India,IND,2020,8941.913
India,IND,2021,9841.214
Indonesia,IDN,1965,84.51602
Indonesia,IDN,1966,83.89609
Indonesia,IDN,1967,82.897255
Indonesia,IDN,1968,88.42529
Indonesia,IDN,1969,99.786095
Indonesia,IDN,1970,106.95583
Indonesia,IDN,1971,101.90203
Indonesia,IDN,1972,108.06705
Indonesia,IDN,1973,121.87374
Indonesia,IDN,1974,130.60435
Indonesia,IDN,1975,159.92432
Indonesia,IDN,1976,167.96707
Indonesia,IDN,1977,222.08504
Indonesia,IDN,1978,249.85503
Indonesia,IDN,1979,284.4632
Indonesia,IDN,1980,305.61102
Indonesia,IDN,1981,327.65338
Indonesia,IDN,1982,334.0774
Indonesia,IDN,1983,353.78964
Indonesia,IDN,1984,389.43604
Indonesia,IDN,1985,412.98465
Indonesia,IDN,1986,441.0255
Indonesia,IDN,1987,465.49518
Indonesia,IDN,1988,491.40314
Indonesia,IDN,1989,544.86926
Indonesia,IDN,1990,600.1789
Indonesia,IDN,1991,652.93835
Indonesia,IDN,1992,716.8603
Indonesia,IDN,1993,763.8427
Indonesia,IDN,1994,799.6467
Indonesia,IDN,1995,870.284
Indonesia,IDN,1996,933.1465
Indonesia,IDN,1997,1012.69525
Indonesia,IDN,1998,995.5688
Indonesia,IDN,1999,1086.9857
Indonesia,IDN,2000,1163.5768
Indonesia,IDN,2001,1246.3198
Indonesia,IDN,2002,1280.0542
Indonesia,IDN,2003,1388.6609
Indonesia,IDN,2004,1375.2766
Indonesia,IDN,2005,1415.0558
Indonesia,IDN,2006,1444.6648
Indonesia,IDN,2007,1549.0225
Indonesia,IDN,2008,1563.3329
Indonesia,IDN,2009,1613.003
Indonesia,IDN,2010,1768.507
Indonesia,IDN,2011,1884.7456
Indonesia,IDN,2012,1952.4012
Indonesia,IDN,2013,1882.9996
Indonesia,IDN,2014,1906.8468
Indonesia,IDN,2015,1945.3312
Indonesia,IDN,2016,1964.5734
Indonesia,IDN,2017,2052.9526
Indonesia,IDN,2018,2276.3518
Indonesia,IDN,2019,2429.4468
Indonesia,IDN,2020,2249.6296
Indonesia,IDN,2021,2308.261
Japan,JPN,1965,1823.5638
Japan,JPN,1966,2013.8655
Japan,JPN,1967,2305.0354
Japan,JPN,1968,2569.7024
Japan,JPN,1969,2927.1223
Japan,JPN,1970,3271.379
Japan,JPN,1971,3483.683
Japan,JPN,1972,3649.3823
Japan,JPN,1973,4048.936
Japan,JPN,1974,4068.2695
Japan,JPN,1975,3886.6567
Japan,JPN,1976,4028.6243
Japan,JPN,1977,4056.8035
Japan,JPN,1978,4226.014
Japan,JPN,1979,4393.0073
Japan,JPN,1980,4264.411
Japan,JPN,1981,4204.616
Japan,JPN,1982,4043.9868
Japan,JPN,1983,4098.5693
Japan,JPN,1984,4446.286
Japan,JPN,1985,4481.0093
Japan,JPN,1986,4487.236
Japan,JPN,1987,4577.4736
Japan,JPN,1988,4867.986
Japan,JPN,1989,5035.3623
Japan,JPN,1990,5218.65
Japan,JPN,1991,5336.2437
Japan,JPN,1992,5391.9395
Japan,JPN,1993,5473.17
Japan,JPN,1994,5677.983
Japan,JPN,1995,5968.173
Japan,JPN,1996,6083.4697
Japan,JPN,1997,6200.573
Japan,JPN,1998,6076.8003
Japan,JPN,1999,6176.304
Japan,JPN,2000,6242.476
Japan,JPN,2001,6183.3726
Japan,JPN,2002,6192.4404
Japan,JPN,2003,6170.212
Japan,JPN,2004,6241.5093
Japan,JPN,2005,6263.036
Japan,JPN,2006,6248.704
Japan,JPN,2007,6181.8066
Japan,JPN,2008,6073.2383
Japan,JPN,2009,5541.6133
Japan,JPN,2010,5907.574
Japan,JPN,2011,5595.5786
Japan,JPN,2012,5552.538
Japan,JPN,2013,5512.0854
Japan,JPN,2014,5372.656
Japan,JPN,2015,5296.5234
Japan,JPN,2016,5228.6274
Japan,JPN,2017,5292.3423
Japan,JPN,2018,5264.1323
Japan,JPN,2019,5140.9414
Japan,JPN,2020,4758.867
Japan,JPN,2021,4927.854
Laos,LAO,1980,3.798512
Laos,LAO,1981,3.2931123
Laos,LAO,1982,3.3782268
Laos,LAO,1983,3.1536803
Laos,LAO,1984,2.820469
Laos,LAO,1985,2.7158732
Laos,LAO,1986,2.800277
Laos,LAO,1987,2.2123737
Laos,LAO,1988,2.081816
Laos,LAO,1989,2.643087
Laos,LAO,1990,2.9830692
Laos,LAO,1991,3.2470276
Laos,LAO,1992,3.238828
Laos,LAO,1993,3.3318818
Laos,LAO,1994,3.3138788
Laos,LAO,1995,3.92301
Laos,LAO,1996,4.4735723
Laos,LAO,1997,4.5330763
Laos,LAO,1998,5.771214
Laos,LAO,1999,6.822626
Laos,LAO,2000,11.332878
Laos,LAO,2001,12.043276
Laos,LAO,2002,11.977943
Laos,LAO,2003,11.678458
Laos,LAO,2004,12.113857
Laos,LAO,2005,14.007215
Laos,LAO,2006,15.860421
Laos,LAO,2007,15.559872
Laos,LAO,2008,17.63006
Laos,LAO,2009,18.505816
Laos,LAO,2010,29.250225
Laos,LAO,2011,38.47994
Laos,LAO,2012,40.12407
Laos,LAO,2013,47.307285
Laos,LAO,2014,48.08162
Laos,LAO,2015,70.62649
Laos,LAO,2016,120.13136
Laos,LAO,2017,121.37971
Laos,LAO,2018,126.28243
Laos,LAO,2019,153.77734
Macao,MAC,1980,2.0209966
Macao,MAC,1981,1.952491
Macao,MAC,1982,2.0784583
Macao,MAC,1983,2.8972447
Macao,MAC,1984,3.182806
Macao,MAC,1985,2.6293252
Macao,MAC,1986,3.75803
Macao,MAC,1987,4.091411
Macao,MAC,1988,3.979277
Macao,MAC,1989,4.2376246
Macao,MAC,1990,4.469845
Macao,MAC,1991,4.4054017
Macao,MAC,1992,4.556105
Macao,MAC,1993,5.0007505
Macao,MAC,1994,5.3376365
Macao,MAC,1995,5.5277243
Macao,MAC,1996,6.106567
Macao,MAC,1997,6.261803
Macao,MAC,1998,6.6920238
Macao,MAC,1999,7.106243
Macao,MAC,2000,6.9008813
Macao,MAC,2001,7.108715
Macao,MAC,2002,7.6577225
Macao,MAC,2003,7.8614793
Macao,MAC,2004,9.338222
Macao,MAC,2005,9.594757
Macao,MAC,2006,10.217636
Macao,MAC,2007,10.461342
Macao,MAC,2008,9.31368
Macao,MAC,2009,9.939066
Macao,MAC,2010,10.254951
Macao,MAC,2011,10.314238
Macao,MAC,2012,10.39241
Macao,MAC,2013,10.539302
Macao,MAC,2014,11.38831
Macao,MAC,2015,12.959326
Macao,MAC,2016,12.785374
Macao,MAC,2017,15.746403
Macao,MAC,2018,14.941686
Macao,MAC,2019,15.27977
Malaysia,MYS,1965,33.086407
Malaysia,MYS,1966,38.272495
Malaysia,MYS,1967,41.10208
Malaysia,MYS,1968,42.502724
Malaysia,MYS,1969,46.634598
Malaysia,MYS,1970,44.26303
Malaysia,MYS,1971,49.442223
Malaysia,MYS,1972,55.07215
Malaysia,MYS,1973,58.027016
Malaysia,MYS,1974,58.828335
Malaysia,MYS,1975,60.67413
Malaysia,MYS,1976,67.74989
Malaysia,MYS,1977,79.25002
Malaysia,MYS,1978,105.26914
Malaysia,MYS,1979,121.070114
Malaysia,MYS,1980,126.611565
Malaysia,MYS,1981,130.89142
Malaysia,MYS,1982,140.16081
Malaysia,MYS,1983,160.96187
Malaysia,MYS,1984,173.47165
Malaysia,MYS,1985,171.88377
Malaysia,MYS,1986,188.65878
Malaysia,MYS,1987,194.5292
Malaysia,MYS,1988,204.60263
Malaysia,MYS,1989,228.99234
Malaysia,MYS,1990,240.98552
Malaysia,MYS,1991,301.8661
Malaysia,MYS,1992,340.55438
Malaysia,MYS,1993,342.51465
Malaysia,MYS,1994,363.73718
Malaysia,MYS,1995,397.95117
Malaysia,MYS,1996,444.2731
Malaysia,MYS,1997,515.45135
Malaysia,MYS,1998,495.44116
Malaysia,MYS,1999,529.4285
Malaysia,MYS,2000,611.29504
Malaysia,MYS,2001,625.90314
Malaysia,MYS,2002,659.1371
Malaysia,MYS,2003,714.1439
Malaysia,MYS,2004,771.61487
Malaysia,MYS,2005,835.09125
Malaysia,MYS,2006,844.77924
Malaysia,MYS,2007,901.09186
Malaysia,MYS,2008,932.7853
Malaysia,MYS,2009,903.26276
Malaysia,MYS,2010,932.609
Malaysia,MYS,2011,948.8749
Malaysia,MYS,2012,1038.0803
Malaysia,MYS,2013,1086.3978
Malaysia,MYS,2014,1097.2881
Malaysia,MYS,2015,1114.3468
Malaysia,MYS,2016,1172.8071
Malaysia,MYS,2017,1188.3514
Malaysia,MYS,2018,1209.4753
Malaysia,MYS,2019,1241.5334
Malaysia,MYS,2020,1139.4768
Malaysia,MYS,2021,1164.1376
Maldives,MDV,1980,0.061894737
Maldives,MDV,1981,0.061725628
Maldives,MDV,1982,0.061725628
Maldives,MDV,1983,0.061725628
Maldives,MDV,1984,0.24757895
Maldives,MDV,1985,0.24690251
Maldives,MDV,1986,0.28611678
Maldives,MDV,1987,0.28611678
Maldives,MDV,1988,0.34927857
Maldives,MDV,1989,0.34842736
Maldives,MDV,1990,0.4219261
Maldives,MDV,1991,0.4219261
Maldives,MDV,1992,0.42294216
Maldives,MDV,1993,0.49351045
Maldives,MDV,1994,0.9904782
Maldives,MDV,1995,1.3611417
Maldives,MDV,1996,1.4242837
Maldives,MDV,1997,1.2304893
Maldives,MDV,1998,1.3551103
Maldives,MDV,1999,1.3551129
Maldives,MDV,2000,2.8618531
Maldives,MDV,2001,2.3996603
Maldives,MDV,2002,2.8691986
Maldives,MDV,2003,2.494432
Maldives,MDV,2004,3.2629292
Maldives,MDV,2005,2.9541214
Maldives,MDV,2006,3.743637
Maldives,MDV,2007,3.8789015
Maldives,MDV,2008,4.216987
Maldives,MDV,2009,4.480191
Maldives,MDV,2010,4.528709
Maldives,MDV,2011,4.894298
Maldives,MDV,2012,6.229689
Maldives,MDV,2013,6.5693035
Maldives,MDV,2014,8.800541
Maldives,MDV,2015,6.581034
Maldives,MDV,2016,6.9721227
Maldives,MDV,2017,7.222424
Maldives,MDV,2018,8.271012
Maldives,MDV,2019,9.288239
Mongolia,MNG,1980,43.60079
Mongolia,MNG,1981,36.877728
Mongolia,MNG,1982,46.06218
Mongolia,MNG,1983,46.7998
Mongolia,MNG,1984,46.294945
Mongolia,MNG,1985,54.385956
Mongolia,MNG,1986,59.199844
Mongolia,MNG,1987,61.901867
Mongolia,MNG,1988,65.10425
Mongolia,MNG,1989,61.736736
Mongolia,MNG,1990,57.10106
Mongolia,MNG,1991,59.253883
Mongolia,MNG,1992,52.940266
Mongolia,MNG,1993,48.582287
Mongolia,MNG,1994,45.290226
Mongolia,MNG,1995,43.172115
Mongolia,MNG,1996,44.44818
Mongolia,MNG,1997,40.613544
Mongolia,MNG,1998,41.31398
Mongolia,MNG,1999,41.5597
Mongolia,MNG,2000,43.361916
Mongolia,MNG,2001,43.276108
Mongolia,MNG,2002,46.15494
Mongolia,MNG,2003,43.81501
Mongolia,MNG,2004,43.01109
Mongolia,MNG,2005,44.602825
Mongolia,MNG,2006,48.04128
Mongolia,MNG,2007,50.427555
Mongolia,MNG,2008,49.831665
Mongolia,MNG,2009,50.457214
Mongolia,MNG,2010,49.192303
Mongolia,MNG,2011,51.20067
Mongolia,MNG,2012,55.022125
Mongolia,MNG,2013,58.388844
Mongolia,MNG,2014,57.18412
Mongolia,MNG,2015,56.881916
Mongolia,MNG,2016,59.655758
Mongolia,MNG,2017,65.15294
Mongolia,MNG,2018,71.095856
Mongolia,MNG,2019,78.494
Myanmar,MMR,1980,20.251003
Myanmar,MMR,1981,20.877361
Myanmar,MMR,1982,22.966755
Myanmar,MMR,1983,23.494452
Myanmar,MMR,1984,25.532846
Myanmar,MMR,1985,25.784594
Myanmar,MMR,1986,26.25203
Myanmar,MMR,1987,25.957079
Myanmar,MMR,1988,24.966354
Myanmar,MMR,1989,25.90202
Myanmar,MMR,1990,25.123283
Myanmar,MMR,1991,24.876244
Myanmar,MMR,1992,26.01465
Myanmar,MMR,1993,27.798685
Myanmar,MMR,1994,32.523087
Myanmar,MMR,1995,34.495865
Myanmar,MMR,1996,34.847736
Myanmar,MMR,1997,37.121716
Myanmar,MMR,1998,41.13092
Myanmar,MMR,1999,41.69722
Myanmar,MMR,2000,48.04907
Myanmar,MMR,2001,44.350967
Myanmar,MMR,2002,51.47129
Myanmar,MMR,2003,58.021305
Myanmar,MMR,2004,60.84692
Myanmar,MMR,2005,78.40151
Myanmar,MMR,2006,74.006935
Myanmar,MMR,2007,79.87678
Myanmar,MMR,2008,73.32992
Myanmar,MMR,2009,67.53897
Myanmar,MMR,2010,68.4995
Myanmar,MMR,2011,74.950516
Myanmar,MMR,2012,88.834656
Myanmar,MMR,2013,102.8825
Myanmar,MMR,2014,120.32655
Myanmar,MMR,2015,112.25989
Myanmar,MMR,2016,129.15083
Myanmar,MMR,2017,170.89906
Myanmar,MMR,2018,182.90157
Myanmar,MMR,2019,169.15013
Nepal,NPL,1980,2.1952326
Nepal,NPL,1981,2.1998348
Nepal,NPL,1982,2.8583777
Nepal,NPL,1983,3.2668762
Nepal,NPL,1984,3.3062031
Nepal,NPL,1985,3.0277357
Nepal,NPL,1986,4.0747538
Nepal,NPL,1987,4.6406584
Nepal,NPL,1988,4.591306
Nepal,NPL,1989,4.6091776
Nepal,NPL,1990,5.5445786
Nepal,NPL,1991,6.3223166
Nepal,NPL,1992,6.666408
Nepal,NPL,1993,6.8113465
Nepal,NPL,1994,7.646126
Nepal,NPL,1995,8.456482
Nepal,NPL,1996,9.594314
Nepal,NPL,1997,10.355411
Nepal,NPL,1998,12.596296
Nepal,NPL,1999,14.234108
Nepal,NPL,2000,14.71252
Nepal,NPL,2001,15.524642
Nepal,NPL,2002,16.346617
Nepal,NPL,2003,17.194744
Nepal,NPL,2004,17.174726
Nepal,NPL,2005,17.8338
Nepal,NPL,2006,17.594135
Nepal,NPL,2007,17.46719
Nepal,NPL,2008,19.34023
Nepal,NPL,2009,22.126297
Nepal,NPL,2010,23.594429
Nepal,NPL,2011,25.143528
Nepal,NPL,2012,26.434418
Nepal,NPL,2013,27.945059
Nepal,NPL,2014,30.193071
Nepal,NPL,2015,27.033157
Nepal,NPL,2016,39.73368
Nepal,NPL,2017,45.385143
Nepal,NPL,2018,49.87302
Nepal,NPL,2019,43.761715
North Korea,PRK,1980,296.51813
North Korea,PRK,1981,308.1481
North Korea,PRK,1982,321.78723
North Korea,PRK,1983,336.3506
North Korea,PRK,1984,345.49097
North Korea,PRK,1985,293.20618
North Korea,PRK,1986,295.7381
North Korea,PRK,1987,290.9591
North Korea,PRK,1988,342.2974
North Korea,PRK,1989,283.131
North Korea,PRK,1990,287.58002
North Korea,PRK,1991,286.2629
North Korea,PRK,1992,240.61742
North Korea,PRK,1993,264.7471
North Korea,PRK,1994,259.468
North Korea,PRK,1995,305.89886
