Entity,Code,Year,1_1_Forest_share
Bangladesh,BGD,2007,14.58045555811631
Bangladesh,BGD,2008,14.555883075977569
Bangladesh,BGD,2009,14.53130982561266
Bangladesh,BGD,2010,14.506737343473919
Bangladesh,BGD,2011,14.499144196051317
Bangladesh,BGD,2012,14.491551048628715
Bangladesh,BGD,2013,14.483957901206116
Bangladesh,BGD,2014,14.476364753783514
Bangladesh,BGD,2015,14.468771606360914
Bangladesh,BGD,2016,14.468771606360914
Bangladesh,BGD,2017,14.468771606360914
Bangladesh,BGD,2018,14.468771606360914
Bangladesh,BGD,2019,14.468771606360914
Bangladesh,BGD,2020,14.468771606360914
Bhutan,BTN,1990,65.71728187919462
Bhutan,BTN,1991,65.9775587248322
Bhutan,BTN,1992,66.2378355704698
Bhutan,BTN,1993,66.49811241610738
Bhutan,BTN,1994,66.75838926174497
Bhutan,BTN,1995,67.01866610738256
Bhutan,BTN,1996,67.27894295302013
Bhutan,BTN,1997,67.53921979865771
Bhutan,BTN,1998,67.7994966442953
Bhutan,BTN,1999,68.05977348993288
Bhutan,BTN,2000,68.32005033557047
Bhutan,BTN,2001,68.58035339765101
Bhutan,BTN,2002,68.84065645973153
Bhutan,BTN,2003,69.10095952181209
Bhutan,BTN,2004,69.36126258389261
Bhutan,BTN,2005,69.62156564597315
Bhutan,BTN,2006,69.8818687080537
Bhutan,BTN,2007,70.14217177013423
Bhutan,BTN,2008,70.40247483221476
Bhutan,BTN,2009,70.66277789429529
Bhutan,BTN,2010,70.92308095637584
Bhutan,BTN,2011,70.97493708053692
Bhutan,BTN,2012,71.02679320469798
Bhutan,BTN,2013,71.07864932885907
Bhutan,BTN,2014,71.13050545302015
Bhutan,BTN,2015,71.1823615771812
Bhutan,BTN,2016,71.23427013422818
Bhutan,BTN,2017,71.28617869127515
Bhutan,BTN,2018,71.33808724832214
Bhutan,BTN,2019,71.38999580536913
Bhutan,BTN,2020,71.44190436241611
Brunei,BRN,1990,78.36812144212524
Brunei,BRN,1991,78.06451612903226
Brunei,BRN,1992,77.76091081593928
Brunei,BRN,1993,77.4573055028463
Brunei,BRN,1994,77.15370018975332
Brunei,BRN,1995,76.85009487666035
Brunei,BRN,1996,76.54648956356735
Brunei,BRN,1997,76.24288425047439
Brunei,BRN,1998,75.9392789373814
Brunei,BRN,1999,75.63567362428843
Brunei,BRN,2000,75.33206831119544
Brunei,BRN,2001,75.00948766603416
Brunei,BRN,2002,74.68690702087287
Brunei,BRN,2003,74.36432637571157
Brunei,BRN,2004,74.04174573055028
Brunei,BRN,2005,73.719165085389
Brunei,BRN,2006,73.39658444022771
Brunei,BRN,2007,73.07400379506642
Brunei,BRN,2008,72.75142314990511
Brunei,BRN,2009,72.42884250474383
Brunei,BRN,2010,72.10626185958255
Brunei,BRN,2011,72.10626185958255
Brunei,BRN,2012,72.10626185958255
Brunei,BRN,2013,72.10626185958255
Brunei,BRN,2014,72.10626185958255
Brunei,BRN,2015,72.10626185958255
Brunei,BRN,2016,72.10626185958255
Brunei,BRN,2017,72.10626185958255
Brunei,BRN,2018,72.10626185958255
Brunei,BRN,2019,72.10626185958255
Brunei,BRN,2020,72.10626185958255
Cambodia,KHM,1990,62.34302062089282
Cambodia,KHM,1991,62.21624178563335
Cambodia,KHM,1992,62.089462950373886
Cambodia,KHM,1993,61.96268411511444
Cambodia,KHM,1994,61.83590527985498
Cambodia,KHM,1995,61.70912644459552
Cambodia,KHM,1996,61.58234760933606
Cambodia,KHM,1997,61.45556877407658
Cambodia,KHM,1998,61.32878993881713
Cambodia,KHM,1999,61.202011103557666
Cambodia,KHM,2000,61.07523226829821
Cambodia,KHM,2001,60.9665930206209
Cambodia,KHM,2002,60.85795377294359
Cambodia,KHM,2003,60.74931452526625
Cambodia,KHM,2004,60.64067527758894
Cambodia,KHM,2005,60.53203602991163
Cambodia,KHM,2006,60.423396782234306
Cambodia,KHM,2007,60.314757534556996
Cambodia,KHM,2008,60.20611828687967
Cambodia,KHM,2009,60.09747903920235
Cambodia,KHM,2010,59.98883979152504
Cambodia,KHM,2011,58.01466122818943
Cambodia,KHM,2012,56.04048266485384
Cambodia,KHM,2013,54.066304101518234
Cambodia,KHM,2014,52.09212553818264
Cambodia,KHM,2015,50.11794697484704
Cambodia,KHM,2016,49.235950600498526
Cambodia,KHM,2017,48.353954226150016
Cambodia,KHM,2018,47.47195785180149
Cambodia,KHM,2019,46.58996147745298
Cambodia,KHM,2020,45.70796510310446
China,CHN,1700,30.83333333
China,CHN,1750,28.33333333
China,CHN,1800,25.83333333
China,CHN,1850,23.22916667
China,CHN,1860,22.70833333
China,CHN,1870,22.08333333
China,CHN,1880,21.66666667
China,CHN,1890,21.25
China,CHN,1900,20.83333333
China,CHN,1910,20.41666667
China,CHN,1920,19.79166667
China,CHN,1930,19.16666667
China,CHN,1940,18.4375
China,CHN,1950,17.60416667
China,CHN,1960,17.60416667
China,CHN,1970,17.60416667
China,CHN,1980,17.39583333
China,CHN,1990,16.738077865748636
China,CHN,1991,16.949619363009564
China,CHN,1992,17.16116086027049
China,CHN,1993,17.372702357531416
China,CHN,1994,17.58424385479234
China,CHN,1995,17.79578535205327
China,CHN,1996,18.007326849314197
China,CHN,1997,18.21886834657512
China,CHN,1998,18.43040984383605
China,CHN,1999,18.64195134109697
China,CHN,2000,18.853492838357898
China,CHN,2001,19.104976667543653
China,CHN,2002,19.356460496729408
China,CHN,2003,19.60794432591516
China,CHN,2004,19.859428155100918
China,CHN,2005,20.110911984286677
China,CHN,2006,20.362395813472432
China,CHN,2007,20.613879642658187
China,CHN,2008,20.86536347184394
China,CHN,2009,21.116847301029694
China,CHN,2010,21.368331130215452
China,CHN,2011,21.574629668488456
China,CHN,2012,21.78092820676146
China,CHN,2013,21.987226745034462
China,CHN,2014,22.19352528330747
China,CHN,2015,22.399823821580473
China,CHN,2016,22.60612363805241
China,CHN,2017,22.812423454524343
China,CHN,2018,23.018723270996283
China,CHN,2019,23.225023087468216
China,CHN,2020,23.431322903940156
India,IND,1880,27.28932157
India,IND,1950,21.63066626
India,IND,1970,19.68360207
India,IND,1990,21.504848327890247
India,IND,1991,21.627712995133173
India,IND,1992,21.7505776623761
India,IND,1993,21.87344232961903
India,IND,1994,21.996306996861957
India,IND,1995,22.119171664104883
India,IND,1996,22.242036331347812
India,IND,1997,22.36490099859074
India,IND,1998,22.487765665833663
India,IND,1999,22.610630333076593
India,IND,2000,22.73349500031952
India,IND,2001,22.797567595747328
India,IND,2002,22.861640191175134
India,IND,2003,22.925712786602944
India,IND,2004,22.989785382030746
India,IND,2005,23.053857977458556
India,IND,2006,23.11793057288636
India,IND,2007,23.182003168314168
India,IND,2008,23.246075763741974
India,IND,2009,23.31014835916978
India,IND,2010,23.37422095459759
India,IND,2011,23.46382168647143
India,IND,2012,23.553422418345278
India,IND,2013,23.643023150219125
India,IND,2014,23.732623882092973
India,IND,2015,23.822224613966817
India,IND,2016,23.91182534584066
India,IND,2017,24.00142607771451
India,IND,2018,24.091026809588353
India,IND,2019,24.1806275414622
India,IND,2020,24.27022827333605
Indonesia,IDN,1990,63.13917462353243
Indonesia,IDN,1991,62.2196100279145
Indonesia,IDN,1992,61.30004543229656
Indonesia,IDN,1993,60.380480836678615
Indonesia,IDN,1994,59.46091624106068
Indonesia,IDN,1995,58.54135164544274
Indonesia,IDN,1996,57.6217870498248
Indonesia,IDN,1997,56.702222454206854
Indonesia,IDN,1998,55.78265785858891
Indonesia,IDN,1999,54.86309326297098
Indonesia,IDN,2000,53.943528667353036
Indonesia,IDN,2001,53.85720197771634
Indonesia,IDN,2002,53.770875288079644
Indonesia,IDN,2003,53.68454859844295
Indonesia,IDN,2004,53.598221908806245
Indonesia,IDN,2005,53.51189521916956
Indonesia,IDN,2006,53.42556852953286
Indonesia,IDN,2007,53.33924183989617
Indonesia,IDN,2008,53.25291515025947
Indonesia,IDN,2009,53.16658846062276
Indonesia,IDN,2010,53.08026177098607
Indonesia,IDN,2011,52.58691922691595
Indonesia,IDN,2012,52.09357668284582
Indonesia,IDN,2013,51.60023413877569
Indonesia,IDN,2014,51.10689159470557
Indonesia,IDN,2015,50.61354905063544
Indonesia,IDN,2016,50.30519531360269
Indonesia,IDN,2017,49.996841576569935
Indonesia,IDN,2018,49.688487839537174
Indonesia,IDN,2019,49.38013410250443
Indonesia,IDN,2020,49.07178036547167
Japan,JPN,1600,71.44747288
Japan,JPN,1850,67.47816883
Japan,JPN,1900,64.30272559
Japan,JPN,1939,62.5
Japan,JPN,1945,51.5
Japan,JPN,1950,65.89044721
Japan,JPN,1963,67.5
Japan,JPN,1970,66.5
Japan,JPN,1980,66.8
Japan,JPN,1985,65.62582694
Japan,JPN,1990,68.44993141289437
Japan,JPN,1991,68.42962962962963
Japan,JPN,1992,68.40932784636489
Japan,JPN,1993,68.38902606310013
Japan,JPN,1994,68.36872427983539
Japan,JPN,1995,68.34842249657065
Japan,JPN,1996,68.32812071330589
Japan,JPN,1997,68.30781893004115
Japan,JPN,1998,68.2875171467764
Japan,JPN,1999,68.26721536351167
Japan,JPN,2000,68.24691358024691
Japan,JPN,2001,68.27160493827161
Japan,JPN,2002,68.2962962962963
Japan,JPN,2003,68.32098765432099
Japan,JPN,2004,68.34567901234568
Japan,JPN,2005,68.37037037037037
Japan,JPN,2006,68.39506172839506
Japan,JPN,2007,68.41975308641976
Japan,JPN,2008,68.44444444444444
Japan,JPN,2009,68.46913580246914
Japan,JPN,2010,68.49382716049382
Japan,JPN,2011,68.48175582990397
Japan,JPN,2012,68.46968449931413
Japan,JPN,2013,68.45761316872428
Japan,JPN,2014,68.44554183813443
Japan,JPN,2015,68.43347050754458
Japan,JPN,2016,68.42853223593964
Japan,JPN,2017,68.4235939643347
Japan,JPN,2018,68.41865569272976
Japan,JPN,2019,68.41371742112483
Japan,JPN,2020,68.40877914951989
Laos,LAO,1990,77.30935875216637
Laos,LAO,1991,77.12824956672443
Laos,LAO,1992,76.9471403812825
Laos,LAO,1993,76.76603119584054
Laos,LAO,1994,76.58492201039861
Laos,LAO,1995,76.40381282495667
Laos,LAO,1996,76.22270363951473
Laos,LAO,1997,76.0415944540728
Laos,LAO,1998,75.86048526863084
Laos,LAO,1999,75.67937608318891
Laos,LAO,2000,75.49826689774697
Laos,LAO,2001,75.28834488734834
Laos,LAO,2002,75.07842287694973
Laos,LAO,2003,74.86850086655113
Laos,LAO,2004,74.65857885615252
Laos,LAO,2005,74.4486568457539
Laos,LAO,2006,74.23873483535527
Laos,LAO,2007,74.02881282495667
Laos,LAO,2008,73.81889081455807
Laos,LAO,2009,73.60896880415945
Laos,LAO,2010,73.39904679376083
Laos,LAO,2011,73.24956672443675
Laos,LAO,2012,73.10008665511265
Laos,LAO,2013,72.95060658578856
Laos,LAO,2014,72.80112651646448
Laos,LAO,2015,72.65164644714038
Laos,LAO,2016,72.5021663778163
Laos,LAO,2017,72.3526863084922
Laos,LAO,2018,72.20320623916811
Laos,LAO,2019,72.05372616984403
Laos,LAO,2020,71.90424610051993
Malaysia,MYS,1990,62.75604930756353
Malaysia,MYS,1991,62.47385481661848
Malaysia,MYS,1992,62.19166032567342
Malaysia,MYS,1993,61.90946583472835
Malaysia,MYS,1994,61.627271343783285
Malaysia,MYS,1995,61.34507685283823
Malaysia,MYS,1996,61.062882361893166
Malaysia,MYS,1997,60.7806878709481
Malaysia,MYS,1998,60.49849338000304
Malaysia,MYS,1999,60.216298889057974
Malaysia,MYS,2000,59.93410439811292
Malaysia,MYS,2001,59.70774615735809
Malaysia,MYS,2002,59.48138791660325
Malaysia,MYS,2003,59.25502967584843
Malaysia,MYS,2004,59.02867143509359
Malaysia,MYS,2005,58.802313194338765
Malaysia,MYS,2006,58.57595495358393
Malaysia,MYS,2007,58.34959671282909
Malaysia,MYS,2008,58.12323847207427
Malaysia,MYS,2009,57.896880231319436
Malaysia,MYS,2010,57.6705219905646
Malaysia,MYS,2011,57.984976411505095
Malaysia,MYS,2012,58.299430832445594
Malaysia,MYS,2013,58.61388525338609
Malaysia,MYS,2014,58.928339674326594
Malaysia,MYS,2015,59.24279409526708
Malaysia,MYS,2016,59.029627149596706
Malaysia,MYS,2017,58.81646020392635
Malaysia,MYS,2018,58.603293258255974
Malaysia,MYS,2019,58.39012631258561
Malaysia,MYS,2020,58.176959366915234
Maldives,MDV,1990,2.733333333333333
Maldives,MDV,1991,2.733333333333333
Maldives,MDV,1992,2.733333333333333
Maldives,MDV,1993,2.733333333333333
Maldives,MDV,1994,2.733333333333333
Maldives,MDV,1995,2.733333333333333
Maldives,MDV,1996,2.733333333333333
Maldives,MDV,1997,2.733333333333333
Maldives,MDV,1998,2.733333333333333
Maldives,MDV,1999,2.733333333333333
Maldives,MDV,2000,2.733333333333333
Maldives,MDV,2001,2.733333333333333
Maldives,MDV,2002,2.733333333333333
Maldives,MDV,2003,2.733333333333333
Maldives,MDV,2004,2.733333333333333
Maldives,MDV,2005,2.733333333333333
Maldives,MDV,2006,2.733333333333333
Maldives,MDV,2007,2.733333333333333
Maldives,MDV,2008,2.733333333333333
Maldives,MDV,2009,2.733333333333333
Maldives,MDV,2010,2.733333333333333
Maldives,MDV,2011,2.733333333333333
Maldives,MDV,2012,2.733333333333333
Maldives,MDV,2013,2.733333333333333
Maldives,MDV,2014,2.733333333333333
Maldives,MDV,2015,2.733333333333333
Maldives,MDV,2016,2.733333333333333
Maldives,MDV,2017,2.733333333333333
Maldives,MDV,2018,2.733333333333333
Maldives,MDV,2019,2.733333333333333
Maldives,MDV,2020,2.733333333333333
Mongolia,MNG,1990,9.216214629918767
Mongolia,MNG,1991,9.210557240642736
Mongolia,MNG,1992,9.204899851366704
Mongolia,MNG,1993,9.199242462090675
Mongolia,MNG,1994,9.193585072814644
Mongolia,MNG,1995,9.187927683538616
Mongolia,MNG,1996,9.182270294262585
Mongolia,MNG,1997,9.176612904986554
Mongolia,MNG,1998,9.170955515710524
Mongolia,MNG,1999,9.165298126434495
Mongolia,MNG,2000,9.159640737158464
Mongolia,MNG,2001,9.154503493775008
Mongolia,MNG,2002,9.149366250391553
Mongolia,MNG,2003,9.144229007008098
Mongolia,MNG,2004,9.139091763624643
Mongolia,MNG,2005,9.133954520241188
Mongolia,MNG,2006,9.128817276857733
Mongolia,MNG,2007,9.123680033474276
Mongolia,MNG,2008,9.118542790090823
Mongolia,MNG,2009,9.113405546707366
Mongolia,MNG,2010,9.108268303323912
Mongolia,MNG,2011,9.107552942182766
Mongolia,MNG,2012,9.106837581041619
Mongolia,MNG,2013,9.106122219900474
Mongolia,MNG,2014,9.105406858759327
Mongolia,MNG,2015,9.10469149761818
Mongolia,MNG,2016,9.103978705098728
Mongolia,MNG,2017,9.103265912579273
Mongolia,MNG,2018,9.102553120059817
Mongolia,MNG,2019,9.101840327540362
Mongolia,MNG,2020,9.10112753502091
Myanmar,MMR,1990,60.07824874768303
Myanmar,MMR,1991,59.41182156589409
Myanmar,MMR,1992,58.745394384105154
Myanmar,MMR,1993,58.078967202316214
Myanmar,MMR,1994,57.41254002052728
Myanmar,MMR,1995,56.74611283873834
Myanmar,MMR,1996,56.07968565694941
Myanmar,MMR,1997,55.41325847516047
Myanmar,MMR,1998,54.746831293371535
Myanmar,MMR,1999,54.0804041115826
Myanmar,MMR,2000,53.41397692979366
Myanmar,MMR,2001,52.88898267436694
Myanmar,MMR,2002,52.36398841894023
Myanmar,MMR,2003,51.83899416351353
Myanmar,MMR,2004,51.31399990808683
Myanmar,MMR,2005,50.78900565266012
Myanmar,MMR,2006,50.26401139723341
Myanmar,MMR,2007,49.7390171418067
Myanmar,MMR,2008,49.21402288638001
Myanmar,MMR,2009,48.68902863095329
Myanmar,MMR,2010,48.16403437552659
Myanmar,MMR,2011,47.72022855742275
Myanmar,MMR,2012,47.276422739318924
Myanmar,MMR,2013,46.832616921215084
Myanmar,MMR,2014,46.388811103111266
Myanmar,MMR,2015,45.945005285007426
Myanmar,MMR,2016,45.501202530676025
Myanmar,MMR,2017,45.05739977634462
Myanmar,MMR,2018,44.61359702201321
Myanmar,MMR,2019,44.169794267681795
Myanmar,MMR,2020,43.72599151335039
Nepal,NPL,1990,39.56749215207534
Nepal,NPL,1991,39.643362399720964
Nepal,NPL,1992,39.71923264736658
Nepal,NPL,1993,39.795102895012214
Nepal,NPL,1994,39.87097314265783
Nepal,NPL,1995,39.94684339030346
Nepal,NPL,1996,40.02271363794907
Nepal,NPL,1997,40.0985838855947
Nepal,NPL,1998,40.17445413324033
Nepal,NPL,1999,40.25032438088594
Nepal,NPL,2000,40.32619462853157
Nepal,NPL,2001,40.45264736658528
Nepal,NPL,2002,40.579100104639
Nepal,NPL,2003,40.705552842692704
Nepal,NPL,2004,40.832005580746426
Nepal,NPL,2005,40.95845831880015
Nepal,NPL,2006,41.08491105685385
Nepal,NPL,2007,41.21136379490758
Nepal,NPL,2008,41.33781653296128
Nepal,NPL,2009,41.464269271015
Nepal,NPL,2010,41.590722009068706
Nepal,NPL,2011,41.590722009068706
Nepal,NPL,2012,41.590722009068706
Nepal,NPL,2013,41.590722009068706
Nepal,NPL,2014,41.590722009068706
Nepal,NPL,2015,41.590722009068706
Nepal,NPL,2016,41.590722009068706
Nepal,NPL,2017,41.590722009068706
Nepal,NPL,2018,41.590722009068706
Nepal,NPL,2019,41.590722009068706
Nepal,NPL,2020,41.590722009068706
North Korea,PRK,1990,57.40411925919774
North Korea,PRK,1991,57.02430030728344
North Korea,PRK,1992,56.64448135536916
North Korea,PRK,1993,56.26466240345487
North Korea,PRK,1994,55.88484345154057
North Korea,PRK,1995,55.50502449962627
North Korea,PRK,1996,55.125205547711985
North Korea,PRK,1997,54.74538659579768
North Korea,PRK,1998,54.36556764388341
North Korea,PRK,1999,53.98574869196911
North Korea,PRK,2000,53.60592974005481
North Korea,PRK,2001,53.429615480441825
North Korea,PRK,2002,53.25330122082883
North Korea,PRK,2003,53.076986961215844
North Korea,PRK,2004,52.90067270160286
North Korea,PRK,2005,52.72435844198987
North Korea,PRK,2006,52.548044182376884
North Korea,PRK,2007,52.37172992276389
North Korea,PRK,2008,52.195415663150904
North Korea,PRK,2009,52.01910140353792
North Korea,PRK,2010,51.84278714392493
North Korea,PRK,2011,51.66647288431193
North Korea,PRK,2012,51.49015862469894
North Korea,PRK,2013,51.313844365085956
North Korea,PRK,2014,51.137530105472976
North Korea,PRK,2015,50.961215845859975
North Korea,PRK,2016,50.78490158624699
North Korea,PRK,2017,50.608587326634
North Korea,PRK,2018,50.432273067021015
North Korea,PRK,2019,50.25595880740802
North Korea,PRK,2020,50.079644547795034
Oman,OMN,1990,0.009693053311793215
Oman,OMN,1991,0.009693053311793215
Oman,OMN,1992,0.009693053311793215
Oman,OMN,1993,0.009693053311793215
Oman,OMN,1994,0.009693053311793215
Oman,OMN,1995,0.009693053311793215
Oman,OMN,1996,0.009693053311793215
Oman,OMN,1997,0.009693053311793215
Oman,OMN,1998,0.009693053311793215
Oman,OMN,1999,0.009693053311793215
Oman,OMN,2000,0.009693053311793215
Oman,OMN,2001,0.009693053311793215
Oman,OMN,2002,0.009693053311793215
Oman,OMN,2003,0.009693053311793215
Oman,OMN,2004,0.009693053311793215
Oman,OMN,2005,0.009693053311793215
Oman,OMN,2006,0.009693053311793215
Oman,OMN,2007,0.009693053311793215
Oman,OMN,2008,0.009693053311793215
Oman,OMN,2009,0.009693053311793215
Oman,OMN,2010,0.009693053311793215
Oman,OMN,2011,0.009693053311793215
Oman,OMN,2012,0.009693053311793215
Oman,OMN,2013,0.009693053311793215
Oman,OMN,2014,0.009693053311793215
Oman,OMN,2015,0.009693053311793215
Oman,OMN,2016,0.009369951534733441
Oman,OMN,2017,0.009046849757673666
Oman,OMN,2018,0.008723747980613894
Oman,OMN,2019,0.00840064620355412
Oman,OMN,2020,0.008077544426494346
Philippines,PHL,1934,57.3
Philippines,PHL,1941,58.22
Philippines,PHL,1969,33.3
Philippines,PHL,1976,27
Philippines,PHL,1980,24.7
Philippines,PHL,1988,21.5
Philippines,PHL,1990,26.088506556662306
Philippines,PHL,1991,25.931029278599453
Philippines,PHL,1992,25.773552000536604
Philippines,PHL,1993,25.61607472247375
Philippines,PHL,1994,25.45859744441091
Philippines,PHL,1995,25.301120166348056
Philippines,PHL,1996,25.143642888285207
Philippines,PHL,1997,24.986165610222354
Philippines,PHL,1998,24.82868833215951
Philippines,PHL,1999,24.671211054096656
Philippines,PHL,2000,24.51373377603381
Philippines,PHL,2001,24.356259851762417
Philippines,PHL,2002,24.19878592749103
Philippines,PHL,2003,24.041312003219637
Philippines,PHL,2004,23.88383807894825
Philippines,PHL,2005,23.72636415467686
Philippines,PHL,2006,23.568890230405472
Philippines,PHL,2007,23.411416306134083
Philippines,PHL,2008,23.253942381862696
Philippines,PHL,2009,23.096468457591307
Philippines,PHL,2010,22.93899453331992
Philippines,PHL,2011,23.05599490223698
Philippines,PHL,2012,23.172995271154036
Philippines,PHL,2013,23.2899956400711
Philippines,PHL,2014,23.406996008988163
Philippines,PHL,2015,23.52399637790522
Philippines,PHL,2016,23.641003454405208
Philippines,PHL,2017,23.758010530905185
Philippines,PHL,2018,23.875017607405173
Philippines,PHL,2019,23.992024683905154
Philippines,PHL,2020,24.109031760405138
Singapore,SGP,1990,20.912411847672775
Singapore,SGP,1991,21.220874471086034
Singapore,SGP,1992,21.529196050775738
Singapore,SGP,1993,21.837658674188997
Singapore,SGP,1994,22.1459802538787
Singapore,SGP,1995,22.454442877291957
Singapore,SGP,1996,22.762905500705216
Singapore,SGP,1997,23.071227080394923
Singapore,SGP,1998,23.37968970380818
Singapore,SGP,1999,23.688011283497882
Singapore,SGP,2000,23.99647390691114
Singapore,SGP,2001,24.098871650211564
Singapore,SGP,2002,24.20141043723554
Singapore,SGP,2003,24.30394922425952
Singapore,SGP,2004,24.406488011283496
Singapore,SGP,2005,24.509026798307474
Singapore,SGP,2006,24.61156558533145
Singapore,SGP,2007,24.71410437235543
Singapore,SGP,2008,24.816643159379403
Singapore,SGP,2009,24.91918194640338
Singapore,SGP,2010,25.02172073342736
Singapore,SGP,2011,24.66375176304654
Singapore,SGP,2012,24.305782792665724
Singapore,SGP,2013,23.947813822284907
Singapore,SGP,2014,23.58984485190409
Singapore,SGP,2015,23.23187588152327
Singapore,SGP,2016,22.977574047954867
Singapore,SGP,2017,22.72327221438646
Singapore,SGP,2018,22.46911142454161
Singapore,SGP,2019,22.2148095909732
Singapore,SGP,2020,21.960507757404795
South Korea,KOR,1948,42
South Korea,KOR,1955,35
South Korea,KOR,1963,55
South Korea,KOR,1980,65
South Korea,KOR,1990,67.18285304071378
South Korea,KOR,1991,67.10593785252794
South Korea,KOR,1992,67.02902266434212
South Korea,KOR,1993,66.95210747615629
South Korea,KOR,1994,66.87519228797046
South Korea,KOR,1995,66.79827709978464
South Korea,KOR,1996,66.7213619115988
South Korea,KOR,1997,66.64444672341298
South Korea,KOR,1998,66.56753153522715
South Korea,KOR,1999,66.49061634704132
South Korea,KOR,2000,66.4137011588555
South Korea,KOR,2001,66.32242846887499
South Korea,KOR,2002,66.23115577889448
South Korea,KOR,2003,66.13988308891396
South Korea,KOR,2004,66.04861039893343
South Korea,KOR,2005,65.95733770895292
South Korea,KOR,2006,65.86606501897242
South Korea,KOR,2007,65.7747923289919
South Korea,KOR,2008,65.6835196390114
South Korea,KOR,2009,65.59224694903087
South Korea,KOR,2010,65.50097425905035
South Korea,KOR,2011,65.39842067480258
South Korea,KOR,2012,65.29586709055482
South Korea,KOR,2013,65.19331350630705
South Korea,KOR,2014,65.09075992205928
South Korea,KOR,2015,64.9882063378115
South Korea,KOR,2016,64.88565275356373
South Korea,KOR,2017,64.78309916931597
South Korea,KOR,2018,64.68054558506819
South Korea,KOR,2019,64.57799200082043
South Korea,KOR,2020,64.47543841657266
Sri Lanka,LKA,1990,37.97408430678752
Sri Lanka,LKA,1991,37.67694246522223
Sri Lanka,LKA,1992,37.37980062365695
Sri Lanka,LKA,1993,37.08265878209168
Sri Lanka,LKA,1994,36.78551694052639
Sri Lanka,LKA,1995,36.48837509896111
Sri Lanka,LKA,1996,36.19123325739583
Sri Lanka,LKA,1997,35.894091415830545
Sri Lanka,LKA,1998,35.59694957426527
Sri Lanka,LKA,1999,35.29980773269998
Sri Lanka,LKA,2000,35.0026658911347
Sri Lanka,LKA,2001,34.901200458856415
Sri Lanka,LKA,2002,34.79973502657813
Sri Lanka,LKA,2003,34.69826959429984
Sri Lanka,LKA,2004,34.596804162021556
Sri Lanka,LKA,2005,34.49533872974327
Sri Lanka,LKA,2006,34.39387329746498
Sri Lanka,LKA,2007,34.29240786518669
Sri Lanka,LKA,2008,34.19094243290841
Sri Lanka,LKA,2009,34.08947700063012
Sri Lanka,LKA,2010,33.98801156835183
Sri Lanka,LKA,2011,34.069442424829944
Sri Lanka,LKA,2012,34.15087328130806
Sri Lanka,LKA,2013,34.23230413778617
Sri Lanka,LKA,2014,34.313734994264294
Sri Lanka,LKA,2015,34.39516585074241
Sri Lanka,LKA,2016,34.344109996283905
Sri Lanka,LKA,2017,34.29305414182541
Sri Lanka,LKA,2018,34.24199828736691
Sri Lanka,LKA,2019,34.19094243290841
Sri Lanka,LKA,2020,34.139886578449904
Taiwan,TWN,1904,60
Taiwan,TWN,1926,64
Taiwan,TWN,1956,58.27922078
Taiwan,TWN,1982,56.65584416
Taiwan,TWN,1994,67.85714286
Taiwan,TWN,2000,66.23376623
Taiwan,TWN,2005,67.20779221
Taiwan,TWN,2010,68.83116883
Taiwan,TWN,2015,67.04545455
Thailand,THA,1990,37.896611795102665
Thailand,THA,1991,37.82555931805281
