abc,AFG,2015,273725440
abc,ALB,2015,247159808
abc,DZA,2015,5922111488
abc,ASM,2015,20549632
abc,AND,2015,39444736
abc,AGO,2015,1086119936
abc,ATG,2015,49248512
abc,ARG,2015,15811739648
abc,ARM,2015,327235584
abc,ABW,2015,159778304
abc,AUS,2015,28712632320
abc,AUT,2015,3836182528
abc,AZE,2015,574337024
abc,BHS,2015,186071040
abc,BHR,2015,753010688
abc,BGD,2015,11996708864
abc,BRB,2015,112696320
abc,BLR,2015,-2248065024
abc,BEL,2015,9249554432
abc,BLZ,2015,44248832
abc,BEN,2015,198961152
abc,BMU,2015,51210752
abc,BTN,2015,124794496
abc,BOL,2015,1528633344
abc,BIH,2015,486042624
abc,BWA,2015,-823474176
abc,BRA,2015,-66251390976
abc,BRN,2015,-50936832
abc,BGR,2015,1683132416
abc,BFA,2015,446458880
abc,BDI,2015,-125985024
abc,KHM,2015,1175443456
abc,CMR,2015,1727444992
abc,CAN,2015,10192945152
abc,CPV,2015,15917312
abc,CYM,2015,129717760
abc,CAF,2015,70492672
abc,TCD,2015,294908928
abc,CHL,2015,5492785152
abc,CHN,2015,727644635136
abc,COL,2015,8425963520
abc,COM,2015,10663232
abc,COG,2015,-437538816
abc,CRI,2015,1988677632
abc,CIV,2015,3074744320
abc,HRV,2015,1235755008
abc,CUB,2015,3702759424
abc,CUW,2015,8759552
abc,CYP,2015,649318400
abc,CZE,2015,9613901824
abc,COD,2015,2452811776
abc,DNK,2015,6928105472
abc,DJI,2015,173670144
abc,DMA,2015,-14954240
abc,DOM,2015,4610244608
abc,ECU,2015,98074624
abc,EGY,2015,13796769792
abc,SLV,2015,549103616
abc,GNQ,2015,-1321602048
abc,EST,2015,416452608
abc,SWZ,2015,88535808
abc,ETH,2015,6080507904
abc,FJI,2015,201692160
abc,FIN,2015,1268170752
abc,FRA,2015,26847215616
abc,GAB,2015,537073664
abc,GMB,2015,53746432
abc,GEO,2015,438681600
abc,DEU,2015,49356472320
abc,GHA,2015,1026031616
abc,GRC,2015,-384466944
abc,GRL,2015,-64850944
abc,GRD,2015,60350208
abc,GUM,2015,47489536
abc,GTM,2015,2444722176
abc,GIN,2015,324060672
abc,GNB,2015,60583040
abc,GUY,2015,29223936
abc,HTI,2015,370604032
abc,HND,2015,770455552
abc,HKG,2015,7215185920
abc,HUN,2015,4471275520
abc,ISL,2015,744162304
abc,IND,2015,155753644032
abc,IDN,2015,40026177536
abc,IRN,2015,-5151883264
abc,IRQ,2015,7521304576
abc,IRL,2015,58644447232
abc,IMN,2015,-27440640
abc,ISR,2015,6688342016
abc,ITA,2015,14184218624
abc,JAM,2015,129555456
abc,JPN,2015,68302667776
abc,JOR,2015,939872256
abc,KAZ,2015,2186428416
abc,KEN,2015,3318534144
abc,KIR,2015,16126624
abc,OWID_KOS,2015,351671808
abc,KWT,2015,675405824
abc,KGZ,2015,249177088
abc,LAO,2015,977726464
abc,LVA,2015,1019568128
abc,LBN,2015,289554432
abc,LSO,2015,71564800
abc,LBR,2015,-599296
abc,LBY,2015,-2707302400
abc,LTU,2015,822251520
abc,LUX,2015,1333231616
abc,MAC,2015,-12348514304
abc,MDG,2015,343899136
abc,MWI,2015,173589504
abc,MYS,2015,14600208384
abc,MDV,2015,115215104
abc,MLI,2015,761783296
abc,MLT,2015,972263424
abc,MHL,2015,2919504
abc,MRT,2015,314635264
abc,MUS,2015,401180672
abc,MEX,2015,37361025024
abc,FSM,2015,13981568
abc,MDA,2015,-26285568
abc,MCO,2015,290408448
abc,MNG,2015,270105600
abc,MNE,2015,132903424
abc,MAR,2015,4390723584
abc,MOZ,2015,1004867584
abc,MMR,2015,2000609280
abc,NAM,2015,463583232
abc,NRU,2015,3090344
abc,NPL,2015,931559424
abc,NLD,2015,14710603776
abc,NZL,2015,6365528064
abc,NIC,2015,583357440
abc,NER,2015,407479296
abc,NGA,2015,12579700736
abc,MKD,2015,373665792
abc,MNP,2015,29781824
abc,NOR,2015,7442792448
abc,OMN,2015,3760308224
abc,PAK,2015,12222169088
abc,PLW,2015,19661600
