Year,country,region,brd_best,brd_high,brd_low,Code
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,4,4,4,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,4,4,4,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,0,1,0,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,0,1,0,BHR
2011,Bahrain,MiddleEast,0,1,0,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2011,Bahrain,MiddleEast,0,1,0,BHR
2011,Bahrain,MiddleEast,1,1,1,BHR
2000,Bangladesh,Asia,11,11,11,BGD
1989,Bangladesh,Asia,3,3,3,BGD
1989,Bangladesh,Asia,2,2,2,BGD
1989,Bangladesh,Asia,4,4,4,BGD
1989,Bangladesh,Asia,3,3,3,BGD
1989,Bangladesh,Asia,3,3,3,BGD
1989,Bangladesh,Asia,9,9,9,BGD
1989,Bangladesh,Asia,2,2,2,BGD
1990,Bangladesh,Asia,5,5,5,BGD
1990,Bangladesh,Asia,12,12,12,BGD
1990,Bangladesh,Asia,1,1,1,BGD
1990,Bangladesh,Asia,4,4,4,BGD
1990,Bangladesh,Asia,2,2,2,BGD
1990,Bangladesh,Asia,3,3,3,BGD
1990,Bangladesh,Asia,3,3,3,BGD
1990,Bangladesh,Asia,2,2,2,BGD
1990,Bangladesh,Asia,1,1,1,BGD
1990,Bangladesh,Asia,3,3,3,BGD
1990,Bangladesh,Asia,2,2,2,BGD
1990,Bangladesh,Asia,4,4,4,BGD
1990,Bangladesh,Asia,3,3,3,BGD
1991,Bangladesh,Asia,3,0,0,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,1,1,1,BGD
1991,Bangladesh,Asia,0,23,0,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,3,3,3,BGD
1991,Bangladesh,Asia,5,5,5,BGD
1991,Bangladesh,Asia,4,4,4,BGD
1991,Bangladesh,Asia,1,1,1,BGD
1991,Bangladesh,Asia,3,3,3,BGD
1991,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,4,4,4,BGD
1992,Bangladesh,Asia,4,4,4,BGD
1992,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,5,5,5,BGD
1992,Bangladesh,Asia,3,3,3,BGD
1992,Bangladesh,Asia,4,4,4,BGD
1993,Bangladesh,Asia,1,1,1,BGD
1993,Bangladesh,Asia,1,1,1,BGD
1993,Bangladesh,Asia,2,2,2,BGD
1993,Bangladesh,Asia,1,1,1,BGD
1994,Bangladesh,Asia,1,1,1,BGD
1995,Bangladesh,Asia,2,2,2,BGD
1995,Bangladesh,Asia,1,1,1,BGD
1995,Bangladesh,Asia,1,1,1,BGD
1995,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,2,2,2,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,0,1,0,BGD
1997,Bangladesh,Asia,1,1,1,BGD
1997,Bangladesh,Asia,3,3,3,BGD
1997,Bangladesh,Asia,0,3,0,BGD
1990,Bangladesh,Asia,0,8,0,BGD
2005,Bangladesh,Asia,2,2,2,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,3,3,0,BGD
2006,Bangladesh,Asia,1,1,0,BGD
2008,Bangladesh,Asia,3,3,3,BGD
2020,Bangladesh,Asia,1,1,1,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1992,Bangladesh,Asia,10,10,10,BGD
1994,Bangladesh,Asia,23,23,23,BGD
1996,Bangladesh,Asia,3,3,3,BGD
1998,Bangladesh,Asia,5,5,3,BGD
1999,Bangladesh,Asia,1,1,1,BGD
2000,Bangladesh,Asia,4,4,4,BGD
2015,Bangladesh,Asia,1,1,1,BGD
2015,Bangladesh,Asia,1,1,1,BGD
2015,Bangladesh,Asia,1,1,1,BGD
2015,Bangladesh,Asia,1,1,1,BGD
2015,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,1,1,1,BGD
2016,Bangladesh,Asia,20,20,20,BGD
2017,Bangladesh,Asia,1,1,1,BGD
2020,Bangladesh,Asia,1,1,1,BGD
1989,Bangladesh,Asia,10,10,10,BGD
1989,Bangladesh,Asia,4,4,4,BGD
1989,Bangladesh,Asia,1,1,1,BGD
1989,Bangladesh,Asia,4,4,4,BGD
1989,Bangladesh,Asia,9,9,9,BGD
1989,Bangladesh,Asia,6,6,6,BGD
1989,Bangladesh,Asia,1,1,1,BGD
1989,Bangladesh,Asia,5,5,5,BGD
1989,Bangladesh,Asia,5,5,5,BGD
1989,Bangladesh,Asia,6,6,6,BGD
1989,Bangladesh,Asia,3,3,3,BGD
1990,Bangladesh,Asia,6,6,6,BGD
1990,Bangladesh,Asia,1,1,1,BGD
1990,Bangladesh,Asia,20,20,20,BGD
1990,Bangladesh,Asia,3,3,3,BGD
1990,Bangladesh,Asia,3,3,3,BGD
1990,Bangladesh,Asia,7,7,7,BGD
1990,Bangladesh,Asia,4,4,4,BGD
1990,Bangladesh,Asia,2,2,2,BGD
1990,Bangladesh,Asia,1,1,1,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,7,7,7,BGD
1991,Bangladesh,Asia,4,4,4,BGD
1991,Bangladesh,Asia,4,4,4,BGD
1991,Bangladesh,Asia,3,3,3,BGD
1991,Bangladesh,Asia,8,8,8,BGD
1991,Bangladesh,Asia,5,6,5,BGD
1991,Bangladesh,Asia,3,3,3,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,3,3,3,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,6,6,6,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,6,6,6,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,1,1,1,BGD
1991,Bangladesh,Asia,7,7,7,BGD
1992,Bangladesh,Asia,9,9,9,BGD
1992,Bangladesh,Asia,6,6,6,BGD
1992,Bangladesh,Asia,2,2,2,BGD
1992,Bangladesh,Asia,4,4,4,BGD
1992,Bangladesh,Asia,3,3,3,BGD
1992,Bangladesh,Asia,3,3,3,BGD
1992,Bangladesh,Asia,4,4,4,BGD
1992,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,3,3,3,BGD
1992,Bangladesh,Asia,5,5,5,BGD
1992,Bangladesh,Asia,2,2,2,BGD
1992,Bangladesh,Asia,5,5,5,BGD
1992,Bangladesh,Asia,2,2,2,BGD
1992,Bangladesh,Asia,2,2,2,BGD
1992,Bangladesh,Asia,1,1,1,BGD
1995,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,30,30,30,BGD
1996,Bangladesh,Asia,0,1,0,BGD
1997,Bangladesh,Asia,1,1,0,BGD
2003,Bangladesh,Asia,0,3,0,BGD
2003,Bangladesh,Asia,0,2,0,BGD
2001,Bangladesh,Asia,4,4,4,BGD
2009,Bangladesh,Asia,1,1,0,BGD
1990,Bangladesh,Asia,0,3,0,BGD
1990,Bangladesh,Asia,0,4,0,BGD
1991,Bangladesh,Asia,0,1,0,BGD
1991,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,138,300,138,BGD
1993,Bangladesh,Asia,3,3,0,BGD
1993,Bangladesh,Asia,4,4,4,BGD
1993,Bangladesh,Asia,0,5,0,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,6,8,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,16,16,16,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,0,BGD
2004,Bangladesh,Asia,1,1,0,BGD
2004,Bangladesh,Asia,3,3,3,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,0,28,0,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,2,2,0,BGD
2005,Bangladesh,Asia,8,8,3,BGD
2010,Bangladesh,Asia,1,1,0,BGD
2015,Bangladesh,Asia,2,2,2,BGD
2018,Bangladesh,Asia,1,1,1,BGD
1989,Bangladesh,Asia,0,1,0,BGD
1989,Bangladesh,Asia,1,1,1,BGD
1990,Bangladesh,Asia,1,1,1,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,1,1,1,BGD
1991,Bangladesh,Asia,2,2,2,BGD
1991,Bangladesh,Asia,0,5,0,BGD
1991,Bangladesh,Asia,7,7,7,BGD
1992,Bangladesh,Asia,1,1,0,BGD
1992,Bangladesh,Asia,0,1,0,BGD
1993,Bangladesh,Asia,1,1,1,BGD
1993,Bangladesh,Asia,1,1,0,BGD
1993,Bangladesh,Asia,1,1,1,BGD
1994,Bangladesh,Asia,0,3,0,BGD
1995,Bangladesh,Asia,1,1,1,BGD
1995,Bangladesh,Asia,1,1,1,BGD
1995,Bangladesh,Asia,2,2,2,BGD
1995,Bangladesh,Asia,0,2,0,BGD
1995,Bangladesh,Asia,3,3,3,BGD
1995,Bangladesh,Asia,0,1,0,BGD
1995,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,0,1,0,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,0,2,0,BGD
1996,Bangladesh,Asia,0,1,0,BGD
1996,Bangladesh,Asia,0,1,0,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,0,1,0,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,0,2,0,BGD
1996,Bangladesh,Asia,0,1,0,BGD
1997,Bangladesh,Asia,1,1,1,BGD
1997,Bangladesh,Asia,1,1,1,BGD
1997,Bangladesh,Asia,0,1,0,BGD
1997,Bangladesh,Asia,2,2,2,BGD
1997,Bangladesh,Asia,4,5,4,BGD
1998,Bangladesh,Asia,1,1,1,BGD
1998,Bangladesh,Asia,1,1,1,BGD
1998,Bangladesh,Asia,1,1,1,BGD
1998,Bangladesh,Asia,1,1,1,BGD
1998,Bangladesh,Asia,5,5,3,BGD
1998,Bangladesh,Asia,0,1,0,BGD
1998,Bangladesh,Asia,1,1,0,BGD
1998,Bangladesh,Asia,3,3,3,BGD
1998,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,0,1,0,BGD
1999,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,0,1,0,BGD
1999,Bangladesh,Asia,0,1,0,BGD
1999,Bangladesh,Asia,0,1,0,BGD
1999,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,2,2,2,BGD
1999,Bangladesh,Asia,0,1,0,BGD
1999,Bangladesh,Asia,1,1,0,BGD
1999,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,4,5,4,BGD
2001,Bangladesh,Asia,0,1,0,BGD
2001,Bangladesh,Asia,0,1,0,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,0,2,0,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,16,16,16,BGD
2001,Bangladesh,Asia,3,3,3,BGD
2001,Bangladesh,Asia,1,1,0,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,4,10,4,BGD
2001,Bangladesh,Asia,2,2,2,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,3,3,3,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,2,2,1,BGD
2001,Bangladesh,Asia,2,2,2,BGD
2001,Bangladesh,Asia,0,1,0,BGD
2001,Bangladesh,Asia,2,2,2,BGD
2001,Bangladesh,Asia,3,3,3,BGD
2001,Bangladesh,Asia,3,3,3,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,1,1,1,BGD
2001,Bangladesh,Asia,3,3,0,BGD
2002,Bangladesh,Asia,1,1,1,BGD
2003,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,2,2,2,BGD
2006,Bangladesh,Asia,2,2,2,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,3,3,3,BGD
2009,Bangladesh,Asia,1,1,1,BGD
2009,Bangladesh,Asia,1,1,1,BGD
2009,Bangladesh,Asia,1,1,1,BGD
2009,Bangladesh,Asia,1,1,1,BGD
2009,Bangladesh,Asia,1,1,1,BGD
2009,Bangladesh,Asia,2,2,2,BGD
2010,Bangladesh,Asia,0,1,0,BGD
2010,Bangladesh,Asia,0,1,0,BGD
2010,Bangladesh,Asia,1,1,1,BGD
2010,Bangladesh,Asia,0,4,0,BGD
2011,Bangladesh,Asia,0,11,0,BGD
2012,Bangladesh,Asia,1,4,1,BGD
2012,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,3,3,3,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,0,1,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,2,2,2,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2014,Bangladesh,Asia,1,1,1,BGD
2014,Bangladesh,Asia,1,1,1,BGD
2015,Bangladesh,Asia,2,2,2,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,3,3,3,BGD
2018,Bangladesh,Asia,6,6,6,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,2,2,2,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,0,1,0,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2018,Bangladesh,Asia,1,1,1,BGD
2021,Bangladesh,Asia,1,1,1,BGD
2021,Bangladesh,Asia,0,1,0,BGD
1993,Bangladesh,Asia,0,3,0,BGD
1993,Bangladesh,Asia,3,3,3,BGD
1993,Bangladesh,Asia,10,10,10,BGD
1993,Bangladesh,Asia,2,2,2,BGD
1993,Bangladesh,Asia,5,5,5,BGD
1993,Bangladesh,Asia,3,3,3,BGD
1993,Bangladesh,Asia,4,4,4,BGD
1994,Bangladesh,Asia,3,3,3,BGD
1994,Bangladesh,Asia,3,3,3,BGD
1995,Bangladesh,Asia,0,2,0,BGD
2003,Bangladesh,Asia,0,1,0,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
1994,Bangladesh,Asia,2,2,2,BGD
2002,Bangladesh,Asia,1,1,1,BGD
2002,Bangladesh,Asia,4,4,4,BGD
2003,Bangladesh,Asia,1,1,1,BGD
2003,Bangladesh,Asia,1,1,1,BGD
2003,Bangladesh,Asia,0,1,0,BGD
2003,Bangladesh,Asia,0,6,0,BGD
2003,Bangladesh,Asia,2,2,2,BGD
2003,Bangladesh,Asia,1,1,1,BGD
2003,Bangladesh,Asia,2,2,2,BGD
2003,Bangladesh,Asia,0,1,0,BGD
2003,Bangladesh,Asia,0,1,0,BGD
2003,Bangladesh,Asia,0,1,0,BGD
2003,Bangladesh,Asia,0,1,0,BGD
2004,Bangladesh,Asia,0,2,0,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,0,1,0,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,2,2,2,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,0,1,0,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,0,2,0,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,2,2,2,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,3,3,3,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,2,2,2,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,4,4,4,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,0,1,0,BGD
2005,Bangladesh,Asia,0,1,0,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,4,4,4,BGD
2005,Bangladesh,Asia,0,3,0,BGD
2006,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,5,5,5,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2007,Bangladesh,Asia,1,1,1,BGD
2007,Bangladesh,Asia,1,1,1,BGD
2007,Bangladesh,Asia,1,1,1,BGD
2007,Bangladesh,Asia,3,3,3,BGD
2007,Bangladesh,Asia,1,1,1,BGD
2008,Bangladesh,Asia,0,1,0,BGD
2008,Bangladesh,Asia,1,1,1,BGD
2008,Bangladesh,Asia,1,1,1,BGD
2008,Bangladesh,Asia,1,1,1,BGD
2010,Bangladesh,Asia,1,1,1,BGD
2017,Bangladesh,Asia,0,2,0,BGD
2017,Bangladesh,Asia,0,1,0,BGD
2017,Bangladesh,Asia,0,2,0,BGD
2017,Bangladesh,Asia,0,1,0,BGD
2017,Bangladesh,Asia,0,1,0,BGD
1990,Bangladesh,Asia,1,1,1,BGD
1992,Bangladesh,Asia,0,1,0,BGD
1993,Bangladesh,Asia,1,1,1,BGD
1996,Bangladesh,Asia,1,1,1,BGD
1997,Bangladesh,Asia,1,1,1,BGD
1997,Bangladesh,Asia,2,2,2,BGD
1998,Bangladesh,Asia,2,2,2,BGD
1999,Bangladesh,Asia,0,1,0,BGD
1999,Bangladesh,Asia,1,1,1,BGD
1999,Bangladesh,Asia,2,2,2,BGD
2000,Bangladesh,Asia,8,8,8,BGD
2000,Bangladesh,Asia,8,8,8,BGD
2001,Bangladesh,Asia,2,2,2,BGD
2002,Bangladesh,Asia,0,1,0,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2009,Bangladesh,Asia,1,1,1,BGD
2010,Bangladesh,Asia,1,1,1,BGD
2010,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,2,2,2,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,2,2,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,2,2,2,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,3,3,3,BGD
2013,Bangladesh,Asia,3,3,3,BGD
2013,Bangladesh,Asia,3,3,3,BGD
2013,Bangladesh,Asia,0,2,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,2,2,2,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2013,Bangladesh,Asia,1,1,0,BGD
2013,Bangladesh,Asia,1,1,1,BGD
2020,Bangladesh,Asia,1,1,1,BGD
2020,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,0,1,0,BGD
2004,Bangladesh,Asia,2,2,2,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,0,1,0,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,2,2,2,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2004,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,0,1,0,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,0,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,2,2,2,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2005,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,2,2,2,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,15,15,15,BGD
2006,Bangladesh,Asia,2,2,2,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,2,2,2,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,1,1,1,BGD
2006,Bangladesh,Asia,2,2,2,BGD
2006,Bangladesh,Asia,0,1,0,BGD
